"","species_geonet","column_label","unique.id","Order_all","Family_all","Genus_all","Species_all","subspecies","sex_or_flower_type","breeding_system","autonomous_selfing_level (none/low/medium/high)","compatibility","compatibility_genus","info_level","asexual_reproduction","asexual_reproduction_type","agamospermy/apomixis (yes/no/some_populations)","parasitic (yes/no)","flower_colour","flower_morphology","flower_pollinator_morphology","flower_symmetry","corolla_diameter_mean_mm","corolla_diameter_min_mm","corolla_diameter_max_mm","corolla_length_mean_mm","corolla_length_min_mm","corolla_length_max_mm","tube_length_mm","life_form","lifespan","plant_height_min_m","plant_height_max_m","plant_height_mean_m","references","reference_journal","doi","doi__1","doi__2","doi__3","doi__4","type_of_proxy_seed _or_fruit","open_pollination_percentage","open_pollination_n","hand_poll_outcrossing_percentage","hand_poll_outcrossing_percentage_n","hand_poll_self_percentage","hand_poll_self_n","spontaneus_selfing_percentage","spontaneus_selfing_n","geitonogamy_percentage","geitonogamy_n","apomixis_percentage","apomixis_n","intramorph_percentage","intramorph_n","stamen_length_mm","stamen_length_min_mm","stamen_length_max_mm","style_length_mm","style_length_min_mm","style_length_max_mm","ovary_length_mm","ovary_min_mm","ovary_max_mm","stigma_length_mm","stigma_min_mm","stigma_max_mm","pistil_length_mm","pistil_min_mm","pistil_max_mm","inflorescence_form","inflorescence_arrangement","inflorescence_length_mm","inflorescence_width_mean_mm","inflorescence_width_min_mm","inflorescence_width_max_mm","inflorescence_comment","pollen_anther_mean","pollen_anther_sd","pollen_anther_n","pollen_flower_mean","pollen_flower_min","pollen_flower_max","pollen_flower_sd","pollen_flower_n","pollen_ovule_ratio","pollen_ovule_ratio_sd","ovules_mean","ovules_min","ovules max","ovules_sd","ovules_n","stamen_mean","stamen_min","stamen_max","anthers_exerted_yes_or_no","anthers_exerted_mm","pistil_mean","stigma_mean","stigma_exerted_yes_or_no","stigma_exerted_mm","flowers_inflorescences_min","flowers_inflorescences_max","flowers_inflorescences_mean","inflorescences_plant_min","inflorescences_plant_max","inflorescences_plant_mean","flower_plant_min","flower_plant_max","flower_plant_mean","flower_lifespan_days","flowering_time_days","nectar_yes_or_no","nectar_ul_day_mean","nectar_ul_day_sd","nectar_ul_day_n","total_nectar_ul_mean","total_nectar_ul_sd","total_nectar_ul_n","sugar_nectar_mg_mean","sugar_nectar_mg_sd","sugar_nectar_mg_n","sugar_concentration_mean","sugar_concentration_sd","sugar_concentration_n","fruit_type","fruit_colour","fruit_length_mm","fruit_width_mm","pollen_polar_length_um_mean","pollen_polar_length_um_min","pollen_polar_length_um_max","pollen_equatorial_length_mean_um","pollen_equatorial_length_min_um","pollen_equatorial_length_max_um","pollen_polar_equatorial","mean_pollen_tube_growth_um_min","chromosome number","ploidy","location","country","references__1","reference_journal__1","doi__5","doi__6","doi__7","doi__8","doi__9"
"218","Anthemis cotula","148","robertson_1929.csv","Asterales","Asteraceae","Anthemis","Anthemis cotula","NA","bisexual","hermaphrodite","low","partially_self_incompatible","NA","capitulum","no","NA","no",,"white and yellow","disk","disk","actinomorphic","21","12","30","4.2","NA","NA","NA","herb","annual","7.0000000000000007E-2","0.7","385","NA; NA; kay 1971; crawford & burke 013; NA","online: https://www.cabi.org; online: http://www.cretanflora.com; journal: journal of ecology; conference: mayweed chamomile anthemis coluta; online: https://vicflora.rbg.vic.gov.au","NA","NA","NA","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"219","Anthemis cotula","148","robertson_1929.csv","Asterales","Asteraceae","Anthemis","Anthemis cotula","NA","bisexual","hermaphrodite","low","partially_self_incompatible","NA","disc_floret","no","NA","no",,"yellow","tube","tube","actinomorphic","0.8","NA","NA","3","NA","NA","3","herb","annual","7.0000000000000007E-2","0.7","385","NA; NA; kay 1971; crawford & burke 013; NA","online: https://www.cabi.org; online: http://www.cretanflora.com; journal: journal of ecology; conference: mayweed chamomile anthemis coluta; online: https://vicflora.rbg.vic.gov.au","NA","NA","NA","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"220","Anthericum ramosum","12","Benadi_2014_1.csv","Asparagales","Asparagaceae","Anthericum","Anthericum ramosum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"221","Anthriscus aemula","112","kato_1990.csv","Apiales","Apiaceae","Anthriscus","Anthriscus aemula",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"222","Anthriscus nitidus","12","Benadi_2014_1.csv","Apiales","Apiaceae","Anthriscus","Anthriscus nitida",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"223","Anthriscus sylvestris","11","beck_2006.csv","Apiales","Apiaceae","Anthriscus","Anthriscus sylvestris","NA","separated & bisexual","andromonoecious","NA","self_compatible","NA","flower","yes","shoots","NA","no","creamy_white","bowl","bowl","zygomorphic","4.5","3","6",,"NA","NA","NA","herb","perennial","0.3","1.5","0.9","darbyhire, hoeg & haverkort 1999; hoffmann 2005","journal: canadian journal of plant science; thesis: iodiversity and pollination: lowering plants and lower-visiting insects and agricultutal and semi-natural landscapes","https://doi.org/10.4141/P98-128","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"224","Anthyllis hermanniae","135","petanidou_1991.csv","Fabales","Fabaceae","Anthyllis","Anthyllis hermanniae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"225","Anthyllis vulneraria","16","Benadi_2014_5.csv","Fabales","Fabaceae","Anthyllis","Anthyllis vulneraria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"226","Antidesma joponicum","115","kato_2000.csv","Malpighiales","Phyllanthaceae","Antidesma","Antidesma japonicum","NA","separated","dioecious","none","dioecious","NA","male_flower","NA","NA","NA",,"greenish white","exposed","exposed","actinomorphic","1.25","NA","NA","1.25","NA","NA","NA","shrub","perennial","2","8","5","NA","online: efloras.org","NA",,,,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","raceme","terminal","22.5","NA",,,"NA","NA","NA","NA","NA",,,"NA","NA","NA",,"0",,,"NA","NA","4",,,"yes","NA",,,"absent","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","online: efloras.org","NA",,,,
"227","Antidesma joponicum","115","kato_2000.csv","Malpighiales","Phyllanthaceae","Antidesma","Antidesma japonicum","NA","separated","dioecious","none","dioecious","NA","female_flower","NA","NA","NA",,"greenish white","tube","tube","actinomorphic","1.25","NA","NA","1","NA","NA","1","shrub","perennial","2","8","5","NA","online: efloras.org","NA",,,,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","raceme","terminal","45","NA",,,"NA","NA","NA","NA","NA",,,"NA","NA","NA",,"2",,,"NA","NA","0",,,"absent","NA","6","6","yes","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","drupe","red to black","4.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","online: efloras.org","NA",,,,
"228","Antidesma madagascariense","49","kaiser_bunbury_2010_19.csv","Malpighiales","Phyllanthaceae","Antidesma","Antidesma madagascariense",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"229","Antirhea borbonica","39","kaiser_bunbury_2010_1.csv","Gentianales","Rubiaceae","Antirhea","Antirhea borbonica","NA","bisexual","protandrous","NA","self_compatible","NA","flower","NA","NA","NA",,"cream white","tube","tube","actinomorphic","0.75","0.5","1","6","4.5","7.5","6","shrub","perennial","NA","8","4","litrico et al., 2005; jansen 1984","journal: journal of ecology; journal: blumea vol 29 no 2","https://doi.org/10.1111/j.1365-2745.2005.01009.x","NA",,,,"NA",,,,,,,,,,,,,,,"5","3.5","6.5","2.5","NA","NA",,,,"0.65","NA","NA","3.15","NA","NA",,,,,,,,,,,"3277.5",,,"NA","NA","1638",,"2",,,"0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"mauritius","republic of mauritius","litrico et al., 2005; jansen 1984","journal of ecology; blumea vol 29 no 2","https://doi.org/10.1111/j.1365-2745.2005.01009.x","NA",,,
"230","Aphloia theiformis","39","kaiser_bunbury_2010_1.csv","Crossosomatales","Aphloiaceae","Aphloia","Aphloia theiformis","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA",,"white","brush","brush","actinomorphic","20","NA","NA","10","NA","NA",,"tree","perennial","NA","10","5","roux 2003","journal: flora of southern africa","NA",,,,,"NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,"yes",,"1","3","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"galapagos","ecuador","roux 2003","flora of southern africa","NA",,,,
"231","Apios tuberosa","148","robertson_1929.csv","Fabales","Fabaceae","Apios","Apios americana","NA","bisexual","hermaphrodite","low","partially_self_incompatible","NA","flower","yes","tuber","no",,"pink","bowl","bowl","zygomorphic","15","NA","NA","11.5","10","13","NA","herb","perennial","NA","3","1.5","NA; bruneau & anderson 1988; NA","online: http://www.missouriplants.com; journal: american journal of botany; online: http://climbers.lsa.umich.edu","NA","10.2307/2444742","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"232","Apocynum androsaemifolium","21","clements_1923.csv","Gentianales","Apocynaceae","Apocynum","Apocynum androsaemifolium","NA","bisexual","hermaphrodite","NA","NA","self_incompatible","flower","yes","rhizomes","NA",,"pink","campanulate","campanulate","actinomorphic","4.7","NA","NA","5.5","4","7","NA","herb","perennial","NA","1.5","0.75","NA; waddington 1976","online: http://www.missouriplants.com; journal: the southwesten naturalist","NA","10.2307/3670321",,,,,,,,,,,,,,,,,,,"3.8","3.3","4.3","0.85","0.7","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"233","Apocynum cannabinum","148","robertson_1929.csv","Gentianales","Apocynaceae","Apocynum","Apocynum cannabinum","NA","bisexual","hermaphrodite","none","self_incompatible","NA","flower","yes","rhizomes","NA",,"white","campanulate","tube","actinomorphic","2.5","2","3","4","3","5","3","herb","perennial","1","1.5",,"Malano-Flores 2004","Transactions of the Illinois State Academy of Science","Breeding Systems of Plants used for Prairie Restorations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"234","Appolonias barbujana","131","olesen_unpublished_gomera.csv","Laurales","Lauraceae","Apollonias","Apollonias barbujana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"235","Aquilegia brevistyla","21","clements_1923.csv","Ranunculales","Ranunculaceae","Aquilegia","Aquilegia brevistyla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"236","Aquilegia buergeriana","113","kato_1993.csv","Ranunculales","Ranunculaceae","Aquilegia","Aquilegia buergeriana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"237","Aquilegia canadensis","148","robertson_1929.csv","Ranunculales","Ranunculaceae","Aquilegia","Aquilegia canadensis","NA","bisexual","hermaphrodite","high","self_compatible","NA","flower","NA","NA","no",,"yellow","bowl","bowl","actinomorphic","25","NA","NA","22","NA","NA","NA","herb","perennial","0.15","0.9","525","NA; NA; eckert & schaefer 1998; NA","online: efloras.org; online: https://gobotany.newenglandwild.org; journal: american journal of botany; online:http://www.missouriplants.com","NA","NA","10.2307/2446357","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"238","Aquilegia coerulea","21","clements_1923.csv","Ranunculales","Ranunculaceae","Aquilegia","Aquilegia coerulea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"239","Arabis alpina","27","elberling_1999.csv","Brassicales","Brassicaceae","Arabis","Arabis alpina","NA","bisexual","hermaphrodite","high","self_compatible","NA","flower","yes","stolons","NA",,"white","tube","tube","actinomorphic","10","NA","NA","7.5","NA","NA","7.5","herb","perennial","0.1","0.3","0.2","buehler et al., 2012; NA; NA; tedder et al., 2015","journal: annals of botany; online: https://www.paldat.org; online: efloras.org; plosone","https://doi.org/10.1093/aob/mcs066","NA","NA","https://doi.org/10.1371/journal.pone.0126618","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","3.5","4.5","0.45","0.3","0.6","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,,,,"NA","NA","NA","4284",,,"NA","NA","1416",,"3",,,"1","NA","6",,,"yes","NA","NA","NA","yes","NA","5","15","10","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","siliqua","NA","22.5","1.35","38","26","50","38","26","50","1","NA","2n=16","NA","NA","NA","buehler et al., 2012; NA; NA","annals of botany; online: https://www.paldat.org; online: efloras.org","https://doi.org/10.1093/aob/mcs066","NA","NA",,,
"240","Arabis dentata","148","robertson_1929.csv","Brassicales","Brassicaceae","Murbeckiella","Murbeckiella pinnatifida","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA",,"white","tube","tube","actinomorphic","1.5","NA","NA","3","NA","NA","3","herb","biennial","0.05","0.25","0.15","NA; NA; NA; NA","online: http://herbarivirtual.uib.es; online: https://www.infoflora.ch; online: https://www.minnesotawildflowers.info; online: http://swbiodiversity.org (picture)","NA","NA","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"241","Arabis glabra","186","yamazaki_2003.csv","Brassicales","Brassicaceae","Brassicaceae","Turritis glabra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"242","Arabis hirsuta","113","kato_1993.csv","Brassicales","Brassicaceae","Arabis","Arabis hirsuta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"243","Arabis laevigata","148","robertson_1929.csv","Brassicales","Brassicaceae","Boechera","Boechera stricta","NA","bisexual","hermaphrodite","high","self_compatible","NA","flower","no","NA","NA",,"pink","tube","tube","actinomorphic","2.1","1.5","2.7","2","NA","NA","1","herb","biennial","0.15","1","575","vaidya et al., 2018; NA; NA","journal: new phytologist; online: http://ucjeps.berkeley.edu; online: https://www.minnesotawildflowers.info (picture)","10.1111/nph.14998","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"244","Arabis lyrata kamtschatica","113","kato_1993.csv","Brassicales","Brassicaceae","Arabidopsis","Arabidopsis lyrata","kamchatica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"245","Arabis virginica","148","robertson_1929.csv","Brassicales","Brassicaceae","Planodes","Planodes virginicum","NA","bisexual","hermaphrodite","NA","NA","variable","flower","no","NA","NA",,"white","cruciform","tube","actinomorphic","6","5","7","4.5","NA","NA","2.5","herb","annual","0.1","0.4","0.25",,,"http://www.missouriplants.com/Whitealt/Planodes_virginicum_page.html","https://plants.jstor.org/compilation/sibara.virginica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"246","Arachis_microsperma","159","souza_2018_chaco.csv","Fabales","Fabaceae","Arachis","Arachis microsperma","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA",,"yellow","papilionaceous","papilionaceous","zygomorphic","16","NA","NA","61.5","58","65","NA","herb","perennial","NA","NA","NA","costa 2012","thesis: universidade de brasilia, instituto de ciencias biologicas","http://repositorio.unb.br/handle/10482/13909",,,,,,,,,,,,,,,,,,,,"8.3000000000000007","8.1999999999999993","8.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"247","Aragalus lamberti","21","clements_1923.csv","Fabales","Fabaceae","Oxytropis","Oxytropis lambertii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"248","Aralia cordata","37","Inoue_1990.csv","Apiales","Araliaceae","Aralia","Aralia cordata","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA",,"white","disk","disk","actinomorphic","2","NA","NA","1","NA","NA","NA","herb","perennial","NA","1.8","0.9","NA","online: unites states national herbarium","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"249","Aralia nudicaulis","4","barret_1987.csv","Apiales","Araliaceae","Aralia","Aralia nudicaulis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"250","Aralta elata","37","Inoue_1990.csv","Apiales","Araliaceae","Aralia","Aralia elata","NA","separated & bisexual","andromonoecious","NA","NA","NA","flower","yes","root suckers","NA",,"greenish white","disk","disk","actinomorphic","1.5","NA","NA","1","NA","NA","NA","tree","perennial","2","8","5","NA; moore, glenn & ma 2009","online: efloras.org","NA","https://doi.org/10.3119/08-2.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"251","Arctium lappa","29","fang_huang_2008.csv","Asterales","Asteraceae","Arctium","Arctium lappa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"252","Arctium minus","148","robertson_1929.csv","Asterales","Asteraceae","Arctium","Arctium minus","NA","bisexual","hermaphrodite","NA","self_compatible","NA","disc_floret","NA","NA","NA",,"pink_or_white","tube","tube","actinomorphic","1","NA","NA","12.5","10","15","6.5","herb","biennial","0.5","1.5","1","gross, werner & hawthorn 1980; NA; cosewic 2014","journal: canadian journal of plant science; online: http://flora-emslandia.com; online: cosewic status report","https://doi.org/10.4141/cjps80-089","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"253","Arctium minus","148","robertson_1929.csv","Asterales","Asteraceae","Arctium","Arctium minus","NA","bisexual","hermaphrodite","NA","self_compatible","NA","capitulum","NA","NA","NA",,"pink_or_white","disk","disk","actinomorphic","60","NA","NA","40","NA","NA","NA","herb","biennial","0.5","1.5","1","gross, werner & hawthorn 1980; NA; cosewic 2014","journal: canadian journal of plant science; online: http://flora-emslandia.com; online: cosewic status report","https://doi.org/10.4141/cjps80-089","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"254","Arctium minus","148","robertson_1929.csv","Asterales","Asteraceae","Arctium","Arctium minus","NA","NA","NA","NA","NA","NA","ray_floret","NA","NA","NA",,"NA","NA","NA","NA","absent","NA","NA","absent","NA","NA","NA","herb","biennial","0.5","1.5","1","gross, werner & hawthorn 1980; NA; cosewic 2014","journal: canadian journal of plant science; online: http://flora-emslandia.com; online: cosewic status report","https://doi.org/10.4141/cjps80-089","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"255","Arctostaphylus uva-ursi","21","clements_1923.csv","Ericales","Ericaceae","Arctostaphylos","Arctostaphylos uva-ursi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"256","Ardisia pusilla","115","kato_2000.csv","Ericales","Primulaceae","Ardisia","Ardisia pusilla","NA","bisexual","hermaphrodite","NA","NA","self_compatible","flower","NA","NA","NA",,"white","disk","disk","actinomorphic","3.5","3","4","1","NA","NA","NA","shrub","perennial","0.15","0.4","0.23","NA","online: efloras.org","NA",,,,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","umbel","axilar","NA","NA",,,"NA","NA","NA","NA","NA",,,"NA","NA","NA",,"NA",,,"NA","NA","NA",,,"yes","NA","NA","NA","yes","NA","4","6","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","online: efloras.org","NA",,,,
"257","Ardisia quinquegona","115","kato_2000.csv","Ericales","Primulaceae","Ardisia","Ardisia quinquegona","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA",,"pink","disk","disk","actinomorphic","3","NA","NA","1.5","NA","NA","NA","shrub","perennial","2","6","4","NA","online: efloras.org","NA",,,,,"NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cyme",,,,,,,,,,,,,,,,,,,,,,,,,"no","NA",,,"yes","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","online: efloras.org","NA",,,,
"258","Ardisia sieboldii","115","kato_2000.csv","Ericales","Primulaceae","Ardisia","Ardisia sieboldii","NA","bisexual","hermaphrodite","NA","self_compatible","NA","flower","NA","NA","no",,"light green","disk","disk","actinomorphic","15","14","16","2","1.9","2.1","NA","tree","perennial","7","9","8","tomlinson, primack & bunt; sheue, liu & yong 2003","biotropica; taxon","https://doi.org/10.2307/2387918","https://doi.org/10.2307/3647398",,,,"fruit","24.41","NA",,,,,"0.54","NA",,,,,,,"19.5","16","23","10.5","0.9","12",,,,,,,,,,"corymb","axilar",,,,,,,"NA","NA","659000",,,"NA","NA","170000",,"6",,,"NA","NA",,,,"yes",,,,"yes",,"2","6","4",,,,,,,,,,,,,,,,,,,,,,,"green","20",,"21.2","19.600000000000001","22.8","21.2","19.600000000000001","22.8","1",,,,,,"tomlinson, primack & bunt; sheue, liu & yong 2003","biotropica; taxon","https://doi.org/10.2307/2387918","https://doi.org/10.2307/3647398",,,
