"","X.1","genus_old","Plant_species","Id","Pollinator_species","Interaction","X","db","order","family","genus","guild","Z_scores"
"5058",50620,"Phorinia","Syzygium glomeratum","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Phorinia sp",5,458,"itis","Diptera","Tachinidae","Phorinia","Non-syrphids-diptera",-0.0480839374567301
"5059",50628,"Phorinia","Molinaea alternifolia","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Phorinia sp",1,458,"itis","Diptera","Tachinidae","Phorinia","Non-syrphids-diptera",-0.412456149529894
"5060",50638,"Phorinia","Toddalia asiatica","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Phorinia sp",16,458,"itis","Diptera","Tachinidae","Phorinia","Non-syrphids-diptera",0.953939645744469
"5061",50640,"Phorinia","Erythroxylum macrocarpum","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Phorinia sp",1,458,"itis","Diptera","Tachinidae","Phorinia","Non-syrphids-diptera",-0.412456149529894
"5062",50642,"Phorinia","Phyllanthus phillyreifolius","14_1_kaiser-bunbury_2010_mauritius_control.csv","Phorinia sp",1,458,"itis","Diptera","Tachinidae","Phorinia","Non-syrphids-diptera",-0.394281555801047
"5063",50650,"Phorinia","Stillingia lineata","14_1_kaiser-bunbury_2010_mauritius_control.csv","Phorinia sp",9,458,"itis","Diptera","Tachinidae","Phorinia","Non-syrphids-diptera",0.166095545488801
"5064",50651,"Phorinia","Embelia angustifolia","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Phorinia sp",1,458,"itis","Diptera","Tachinidae","Phorinia","Non-syrphids-diptera",-0.412456149529894
"5065",50653,"Phorinia","Syzygium coriaceum","14_1_kaiser-bunbury_2010_mauritius_control.csv","Phorinia sp",1,458,"itis","Diptera","Tachinidae","Phorinia","Non-syrphids-diptera",-0.394281555801047
"5066",50693,"Phyllolabis","Saxifraga aizoides","4_1_elberling_sweeden_1999.csv","Phyllolabis macroura",1,2042,"itis","Diptera","Tipulidae","Phyllolabis","Non-syrphids-diptera",-0.408742151633576
"5067",50700,"Phyllolabis","Parnassia palustris","4_1_elberling_sweeden_1999.csv","Phyllolabis macroura",1,2042,"itis","Diptera","Tipulidae","Phyllolabis","Non-syrphids-diptera",-0.408742151633576
"5068",50702,"Phyllopertha","Trientalis europaea","3_3_dupont_2009_denmark_so.csv","Phyllopertha horticola",6,233,"itis","Coleoptera","Rutelidae","Phyllopertha","Coleoptera",-0.280481601398164
"5069",50731,"Phyllopertha","Solidago virgaurea","3_1_dupont_2009_denmark_hl.csv","Phyllopertha horticola",4,233,"itis","Coleoptera","Rutelidae","Phyllopertha","Coleoptera",-0.215114284057547
"5070",50732,"Physiphoa","Canthium bibracteatum","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv","Physiphoa azurea",6,507,"itis","Diptera","Ulidiidae","Physiphora","Non-syrphids-diptera",-0.368307426429386
"5071",50771,"Physiphoa","Nephrosperma vanhoutteanum","13_1_kaiser-bunbury_2011_seychelles_bernica.csv","Physiphoa azurea",1,507,"itis","Diptera","Ulidiidae","Physiphora","Non-syrphids-diptera",-0.438418618038153
"5072",50787,"Physiphoa","Gastonia crassa","13_3_kaiser-bunbury_2011_seychelles_copolia.csv","Physiphoa azurea",1,507,"itis","Diptera","Ulidiidae","Physiphora","Non-syrphids-diptera",-0.491319363897041
"5073",50802,"Physiphoa","Cinnamomum verum","13_5_kaiser-bunbury_2011_seychelles_tea_plantation.csv","Physiphoa azurea",1,507,"itis","Diptera","Ulidiidae","Physiphora","Non-syrphids-diptera",-0.419512023680387
"5074",50817,"Physiphora","Roscheria melanochaetes","11_5_kaiser-bunbury_2017_seychelles_rosebelle.csv","Physiphora azurea",1,NA,NA,"Diptera","Ulidiidae","Physiphora","Non-syrphids-diptera",-0.435840634450694
"5075",50830,"Physiphora","Mimusops sechellarum","11_1_kaiser-bunbury_2017_seychelles_bernica.csv","Physiphora azurea",1,NA,NA,"Diptera","Ulidiidae","Physiphora","Non-syrphids-diptera",-0.393308120571257
"5076",50843,"Physiphora","Soulamea terminalioides","11_7_kaiser-bunbury_2017_seychelles_tea_plantation.csv","Physiphora azurea",1,NA,NA,"Diptera","Ulidiidae","Physiphora","Non-syrphids-diptera",-0.317954448743368
"5077",50862,"Physiphora","Soulamea terminalioides","11_6_kaiser-bunbury_2017_seychelles_salazie.csv","Physiphora azurea",2,NA,NA,"Diptera","Ulidiidae","Physiphora","Non-syrphids-diptera",-0.307742378349967
"5078",50868,"Physiphora","Roscheria melanochaetes","11_6_kaiser-bunbury_2017_seychelles_salazie.csv","Physiphora azurea",1,NA,NA,"Diptera","Ulidiidae","Physiphora","Non-syrphids-diptera",-0.333738315378726
"5079",50874,"Physiphora","Nephrosperma vanhoutteanum","11_4_kaiser-bunbury_2017_seychelles_reserve.csv","Physiphora azurea",1,NA,NA,"Diptera","Ulidiidae","Physiphora","Non-syrphids-diptera",-0.440925152204132
"5080",50884,"Physocephala","Scabiosa stellata","1_5_bartomeus_spain_2008_miqop_1_2.csv","Physocephala sp.",1,1101,"itis","Diptera","Conopidae","Physocephala","Non-syrphids-diptera",-0.563895328209474
"5081",50897,"Phystis","Borreria eryngioides","10_1_souza_2017_brazil_chaco.csv","Phystis simois variegata",1,NA,NA,"Lepidoptera","Nymphalidae","Phystis","Lepidoptera",-0.206513385826537
"5082",50998,"Phytomyza","Potentilla crantzii","4_1_elberling_sweeden_1999.csv","Phytomyza aquilonia",1,776,"itis","Diptera","Agromyzidae","Phytomyza","Non-syrphids-diptera",-0.408742151633576
"5083",51040,"Pieris","Cirsium arvense","17_1_arroyo_correa_new_zealand_2019_1.csv","Pieris sp.",3,107,"itis","Lepidoptera","Pieridae","Pieris","Lepidoptera",-0.0731957747576641
"5084",51046,"Pieris","Primula poisonii","5_1_fang_2008_china.csv","Pieris sp.",1,107,"itis","Lepidoptera","Pieridae","Pieris","Lepidoptera",-0.374362240872682
"5085",51063,"Pieris","Lavandula pedunculata","12_7_bartomeus_spain_2008_Esparragal_unp.csv","Pieris rapae",6,107,"itis","Lepidoptera","Pieridae","Pieris","Lepidoptera",0.326952675594576
"5086",51064,"Pieris","Crepis capillaris","17_1_arroyo_correa_new_zealand_2019_1.csv","Pieris sp.",1,107,"itis","Lepidoptera","Pieridae","Pieris","Lepidoptera",-0.419655775277275
"5087",51065,"Pieris","Genista anglica","3_3_dupont_2009_denmark_so.csv","Pieris napi",2,107,"itis","Lepidoptera","Pieridae","Pieris","Lepidoptera",-0.385334536500281
"5088",51067,"Pieris","Rosmarinus officinalis","12_16_bartomeus_spain_2008_Villamanriquesur_unp.csv","Pieris rapae",1,107,"itis","Lepidoptera","Pieridae","Pieris","Lepidoptera",-0.490374069604722
"5089",51098,"Pieris","Scabiosa stellata","1_5_bartomeus_spain_2008_miqop_1_2.csv","Pieris rapae",1,107,"itis","Lepidoptera","Pieridae","Pieris","Lepidoptera",-0.563895328209474
"5090",51142,"Pieris","Picris hieracioides","5_1_fang_2008_china.csv","Pieris sp.",3,107,"itis","Lepidoptera","Pieridae","Pieris","Lepidoptera",-0.297067109475241
"5091",51148,"Pieris","Hypochaeris radicata","17_3_arroyo_correa_new_zealand_2019_3.csv","Pieris rapae",1,107,"itis","Lepidoptera","Pieridae","Pieris","Lepidoptera",-0.353126745730082
"5092",51182,"Pieris","Rosmarinus officinalis","12_8_bartomeus_spain_2008_LaCunya_unp.csv","Pieris brassicae",1,107,"itis","Lepidoptera","Pieridae","Pieris","Lepidoptera",-0.41682707792345
"5093",51205,"Pieris","Cirsium arvense","17_1_arroyo_correa_new_zealand_2019_1.csv","Pieris rapae",2,107,"itis","Lepidoptera","Pieridae","Pieris","Lepidoptera",-0.246425775017469
"5094",51213,"Pieris","Halimium commutatum","12_8_bartomeus_spain_2008_LaCunya_unp.csv","Pieris brassicae",3,107,"itis","Lepidoptera","Pieridae","Pieris","Lepidoptera",-0.121841761239162
"5095",51256,"Pieris","Crepis capillaris","17_2_arroyo_correa_new_zealand_2019_2.csv","Pieris rapae",1,107,"itis","Lepidoptera","Pieridae","Pieris","Lepidoptera",-0.342565128834666
"5096",51263,"Pieris","Crepis capillaris","17_2_arroyo_correa_new_zealand_2019_2.csv","Pieris sp.",1,107,"itis","Lepidoptera","Pieridae","Pieris","Lepidoptera",-0.342565128834666
"5097",51264,"Pieris","Cirsium arvense","17_2_arroyo_correa_new_zealand_2019_2.csv","Pieris rapae",3,107,"itis","Lepidoptera","Pieridae","Pieris","Lepidoptera",-0.0248922757976747
"5098",51274,"Pieris","Hypochaeris radicata","17_2_arroyo_correa_new_zealand_2019_2.csv","Pieris rapae",1,107,"itis","Lepidoptera","Pieridae","Pieris","Lepidoptera",-0.342565128834666
"5099",51278,"Pieris","Cirsium arvense","17_2_arroyo_correa_new_zealand_2019_2.csv","Pieris sp.",4,107,"itis","Lepidoptera","Pieridae","Pieris","Lepidoptera",0.133944150720821
"5100",51296,"Pipiza","Trientalis europaea","3_3_dupont_2009_denmark_so.csv","Pipiza lugubris",2,234,"itis","Diptera","Syrphidae","Pipiza","Syrphids",-0.385334536500281
"5101",51311,"Pipizella","Solidago virgaurea","3_1_dupont_2009_denmark_hl.csv","Pipizella viduata",2,2005,"itis","Diptera","Syrphidae","Pipizella","Syrphids",-0.241389988553167
"5102",51330,"Pipizella","Trientalis europaea","3_3_dupont_2009_denmark_so.csv","Pipizella viduata",2,2005,"itis","Diptera","Syrphidae","Pipizella","Syrphids",-0.385334536500281
"5103",51341,"Pipunculidae","Muehlenbeckia complexa","17_2_arroyo_correa_new_zealand_2019_2.csv","Pipunculidae",1,NA,NA,"Diptera","Pipunculidae",NA,"Non-syrphids-diptera",-0.342565128834666
"5104",51349,"Plagiolepsis","Cistus salvifolius","1_4_bartomeus_spain_2008_medca_2_3.csv","Plagiolepsis pigmaea",1,27,"itis","Hymenoptera","Formicidae","Anoplolepsis","Non-bee-Hymenoptera",-0.767190764560439
"5105",51354,"Plagiolepsis","Cistus salvifolius","1_3_bartomeus_spain_2008_medca_1_2.csv","Plagiolepsis pigmaea",3,27,"itis","Hymenoptera","Formicidae","Anoplolepsis","Non-bee-Hymenoptera",0.107615368197605
"5106",51367,"Plagiolepsis","Cistus monspeliensis","1_3_bartomeus_spain_2008_medca_1_2.csv","Plagiolepsis pigmaea",3,27,"itis","Hymenoptera","Formicidae","Anoplolepsis","Non-bee-Hymenoptera",0.107615368197605
"5107",51375,"Plagiolepsis","Carpobrotus affinis","1_1_bartomeus_spain_2008_batca_1_2.csv","Plagiolepsis pigmaea",2,27,"itis","Hymenoptera","Formicidae","Anoplolepsis","Non-bee-Hymenoptera",-0.198745203560767
"5108",51380,"Plagiolepsis","Euphorbea segatalis","1_1_bartomeus_spain_2008_batca_1_2.csv","Plagiolepsis pigmaea",1,27,"itis","Hymenoptera","Formicidae","Anoplolepsis","Non-bee-Hymenoptera",-0.487246305503816
"5109",51381,"Plagiolepsis","Convolvulus althaeoides","1_1_bartomeus_spain_2008_batca_1_2.csv","Plagiolepsis pigmaea",2,27,"itis","Hymenoptera","Formicidae","Anoplolepsis","Non-bee-Hymenoptera",-0.198745203560767
"5110",51398,"Plagiostenopterina","Cinnamomum verum","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv","Plagiostenopterina cyanosoma",2,508,"itis","Diptera","Platystomatidae","Plagiostenopterina","Non-syrphids-diptera",-0.534903246809862
"5111",51400,"Plagiostenopterina","Erythroxylum sechellarum","13_3_kaiser-bunbury_2011_seychelles_copolia.csv","Plagiostenopterina cyanosoma",1,508,"itis","Diptera","Platystomatidae","Plagiostenopterina","Non-syrphids-diptera",-0.491319363897041
"5112",51446,"Plagiostenopterina","Nephrosperma vanhoutteanum","13_5_kaiser-bunbury_2011_seychelles_tea_plantation.csv","Plagiostenopterina cyanosoma",1,508,"itis","Diptera","Platystomatidae","Plagiostenopterina","Non-syrphids-diptera",-0.419512023680387
"5113",51457,"Plagiostenopterina","Erythroxylum sechellarum","13_2_kaiser-bunbury_2011_seychelles_casse_dent.csv","Plagiostenopterina cyanosoma",2,508,"itis","Diptera","Platystomatidae","Plagiostenopterina","Non-syrphids-diptera",-0.370693576795004
"5114",51464,"Plagiostenopterina","Paragenipa lancifolia","13_1_kaiser-bunbury_2011_seychelles_bernica.csv","Plagiostenopterina cyanosoma",3,508,"itis","Diptera","Platystomatidae","Plagiostenopterina","Non-syrphids-diptera",-0.363794172414638
"5115",51466,"Plagiostenopterina","Phoenicophorium borsigianum","13_5_kaiser-bunbury_2011_seychelles_tea_plantation.csv","Plagiostenopterina cyanosoma",1,508,"itis","Diptera","Platystomatidae","Plagiostenopterina","Non-syrphids-diptera",-0.419512023680387
"5116",51477,"Platycheirus","Lotus corniculatus","2_1_dicks_2002_england_shelfanger.csv","Platycheirus sp.",1,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",-0.222325251687322
"5117",51478,"Platycheirus","Leucanthemum vulgare","2_1_dicks_2002_england_shelfanger.csv","Platycheirus sp.",5,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",-0.179399603891501
"5118",51481,"Platycheirus","Filipendula ulmaria","2_2_dicks_2002_england_hicklingbroad.csv","Platycheirus sp.",1,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",-0.202383050689563
"5119",51483,"Platycheirus","Aster oreophilus","5_1_fang_2008_china.csv","Platycheirus sp.",3,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",-0.297067109475241
"5120",51498,"Platycheirus","Dryas integrifolia","7_1_lundgren_2005_greenland.csv","Platycheirus lundbecki",2,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",0.564213859864543
"5121",51505,"Platycheirus","Galeopsis bifida","5_1_fang_2008_china.csv","Platycheirus sp.",4,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",-0.25841954377652
"5122",51520,"Platycheirus","Polygonum runcinatum","5_1_fang_2008_china.csv","Platycheirus sp.",10,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",-0.0265341495841962
"5123",51523,"Platycheirus","Campanula gieseckiana","7_1_lundgren_2005_greenland.csv","Platycheirus lundbecki",1,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",-0.512921690785949
"5124",51529,"Platycheirus","Mentha haplocalyx","5_1_fang_2008_china.csv","Platycheirus sp.",1,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",-0.374362240872682
"5125",51546,"Platycheirus","Vaccinium vitis-idaea","3_2_dupont_2009_denmark_ib.csv","Platycheirus albimanus",23,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",-0.0178265071590316
"5126",51549,"Platycheirus","Salvia przewalskii","5_1_fang_2008_china.csv","Platycheirus sp.",1,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",-0.374362240872682
"5127",51557,"Platycheirus","Potentilla lancinata","5_1_fang_2008_china.csv","Platycheirus sp.",1,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",-0.374362240872682
"5128",51560,"Platycheirus","Centaurea nigra","2_2_dicks_2002_england_hicklingbroad.csv","Platycheirus sp.",2,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",-0.183162314031895
"5129",51563,"Platycheirus","Arenaria yunnanensis","5_1_fang_2008_china.csv","Platycheirus sp.",17,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",0.243998810306848
"5130",51572,"Platycheirus","Condalia microphylla","15_2_peralta_2006_mendoza_site_2.csv","Platycheirus sp.",1,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",-0.512762466902264
"5131",51580,"Platycheirus","Chamaenerium angustifolium","3_3_dupont_2009_denmark_so.csv","Platycheirus peltatus",17,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",0.00786397013265882
"5132",51586,"Platycheirus","Leucanthemum vulgare","2_2_dicks_2002_england_hicklingbroad.csv","Platycheirus sp.",1,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",-0.202383050689563
"5133",51592,"Platycheirus","Dryas integrifolia","7_1_lundgren_2005_greenland.csv","Platycheirus hyperboreus",2,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",0.564213859864543
"5134",51598,"Platycheirus","Cyananthus delavayi","5_1_fang_2008_china.csv","Platycheirus sp.",2,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",-0.335714675173961
"5135",51651,"Platycheirus","Condalia microphylla","15_3_peralta_2006_mendoza_site_3.csv","Platycheirus sp.",6,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",-0.358861409943209
"5136",51660,"Platycheirus","Swertia forrestii","5_1_fang_2008_china.csv","Platycheirus sp.",8,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",-0.103829280981637
"5137",51670,"Platycheirus","Aloyssia gratissima","15_1_peralta_2006_mendoza_site_1.csv","Platycheirus sp.",1,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",-0.339689097225452
"5138",51674,"Platycheirus","Polygonum sinomontanum","5_1_fang_2008_china.csv","Platycheirus sp.",17,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",0.243998810306848
"5139",51706,"Platycheirus","Silene acaulis","7_1_lundgren_2005_greenland.csv","Platycheirus hyperboreus",1,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",-0.512921690785949
"5140",51718,"Platycheirus","Potentilla griffithii","5_1_fang_2008_china.csv","Platycheirus sp.",1,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",-0.374362240872682
"5141",51732,"Platycheirus","Geranium delavaryi","5_1_fang_2008_china.csv","Platycheirus sp.",2,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",-0.335714675173961
"5142",51740,"Platycheirus","Adenophora capillaris","5_1_fang_2008_china.csv","Platycheirus sp.",2,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",-0.335714675173961
"5143",51749,"Platycheirus","Saussurea wardii","5_1_fang_2008_china.csv","Platycheirus sp.",3,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",-0.297067109475241
"5144",51750,"Platycheirus","Adenophora jasionifolia","5_1_fang_2008_china.csv","Platycheirus sp.",1,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",-0.374362240872682
"5145",51757,"Platycheirus","Stellaria yunnanensis","5_1_fang_2008_china.csv","Platycheirus sp.",1,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",-0.374362240872682
"5146",51758,"Platycheirus","Campanula gieseckiana","7_1_lundgren_2005_greenland.csv","Platycheirus groenlandicus",1,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",-0.512921690785949
"5147",51763,"Platycheirus","Genista anglica","3_3_dupont_2009_denmark_so.csv","Platycheirus albimanus",20,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",0.0865036714592468
"5148",51770,"Platycheirus","Melampyrum pratense","3_1_dupont_2009_denmark_hl.csv","Platycheirus albimanus",8,108,"itis","Diptera","Syrphidae","Platycheirus","Syrphids",-0.162562875066308
"5149",51879,"Platynochaetus","Cistus salvifolius","1_3_bartomeus_spain_2008_medca_1_2.csv","Platynochaetus setosus",1,1687,"itis","Diptera","Syrphidae","Platynochaetus","Syrphids",-0.538076840988026
"5150",51886,"Platynochaetus","Teucrium fruticans","12_2_bartomeus_spain_2008_ConventodelaLuz_unp.csv","Platynochaetus setosus",2,1687,"itis","Diptera","Syrphidae","Platynochaetus","Syrphids",-0.419511918600239
"5151",51892,"Platynochaetus","Rosmarinus officinalis","1_3_bartomeus_spain_2008_medca_1_2.csv","Platynochaetus setosus",3,1687,"itis","Diptera","Syrphidae","Platynochaetus","Syrphids",0.107615368197605
"5152",51906,"Platynochaetus","Asphodelus fistulosus","12_11_bartomeus_spain_2008_Niebla_unp.csv","Platynochaetus setosus",2,1687,"itis","Diptera","Syrphidae","Platynochaetus","Syrphids",-0.415873221242559
"5153",51908,"Platynochaetus","Cistus salvifolius","12_3_bartomeus_spain_2008_Bonares_unp.csv","Platynochaetus setosus",2,1687,"itis","Diptera","Syrphidae","Platynochaetus","Syrphids",-0.431970802040606
"5154",51912,"Platynochaetus","Lavandula stoechas","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv","Platynochaetus setosus",4,1687,"itis","Diptera","Syrphidae","Platynochaetus","Syrphids",-0.184100983693206
"5155",51918,"Platynochaetus","Halimium commutatum","12_3_bartomeus_spain_2008_Bonares_unp.csv","Platynochaetus setosus",5,1687,"itis","Diptera","Syrphidae","Platynochaetus","Syrphids",-0.257816565644789
"5156",51923,"Platynochaetus","Cistus albidus","1_3_bartomeus_spain_2008_medca_1_2.csv","Platynochaetus setosus",1,1687,"itis","Diptera","Syrphidae","Platynochaetus","Syrphids",-0.538076840988026
"5157",51943,"Platynochaetus","Halimium commutatum","12_5_bartomeus_spain_2008_Elpinar_unp.csv","Platynochaetus setosus",1,1687,"itis","Diptera","Syrphidae","Platynochaetus","Syrphids",-0.801425946456934
"5158",51948,"Platypalpus","Saxifraga aizoides","4_1_elberling_sweeden_1999.csv","Platypalpus nigritarsis",3,2044,"itis","Diptera","Hybotidae","Platypalpus","Non-syrphids-diptera",0.605430104299357
"5159",52021,"Plebeia","Tripogandra glandulosa","10_1_souza_2017_brazil_chaco.csv","Plebeia catamarcensis",5,NA,NA,"Hymenoptera","Apidae","Plebeia","Bee",-0.181719810214988
"5160",52026,"Plebeia","Jatropa sp.","10_1_souza_2017_brazil_chaco.csv","Plebeia catamarcensis",15,NA,NA,"Hymenoptera","Apidae","Plebeia","Bee",-0.119735871186117
"5161",52180,"Poecilognathus","Capparis atamisquea","15_3_peralta_2006_mendoza_site_3.csv","Poecilognathus sp.",1,NA,NA,"Diptera","Bombyliidae","Poecilognathus","Non-syrphids-diptera",-0.419525434914826
"5162",52247,"Polistes","Sideroxylon cinereum","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Polistes hebraeus",5,28,"itis","Hymenoptera","Vespidae","Polistes","Non-bee-Hymenoptera",-0.0480839374567301
"5163",52249,"Polistes","Chrysobalanus icaco","13_6_kaiser-bunbury_2011_seychelles_trois_ferres.csv","Polistes olivaceus",2,28,"itis","Hymenoptera","Vespidae","Polistes","Non-bee-Hymenoptera",-0.351439362621775
"5164",52250,"Polistes","Roussea simplex","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Polistes hebraeus",6,28,"itis","Hymenoptera","Vespidae","Polistes","Non-bee-Hymenoptera",0.0430091155615608
"5165",52253,"Polistes","Alstonia macrophylla","13_6_kaiser-bunbury_2011_seychelles_trois_ferres.csv","Polistes olivaceus",1,28,"itis","Hymenoptera","Vespidae","Polistes","Non-bee-Hymenoptera",-0.39513782920699
"5166",52268,"Polistes","Syzygium venosum","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Polistes hebraeus",5,28,"itis","Hymenoptera","Vespidae","Polistes","Non-bee-Hymenoptera",-0.0480839374567301
"5167",52270,"Polistes","Memecylon elaeagni","11_3_kaiser-bunbury_2017_seychelles_copolia.csv","Polistes olivaceus",2,28,"itis","Hymenoptera","Vespidae","Polistes","Non-bee-Hymenoptera",-0.414284287539773
"5168",52273,"Polistes","Mimusops sechellarum","11_3_kaiser-bunbury_2017_seychelles_copolia.csv","Polistes olivaceus",1,28,"itis","Hymenoptera","Vespidae","Polistes","Non-bee-Hymenoptera",-0.49568519387746
"5169",52279,"Polistes","Prosopis flexuosa","15_3_peralta_2006_mendoza_site_3.csv","Polistes cavapyta",1,28,"itis","Hymenoptera","Vespidae","Polistes","Non-bee-Hymenoptera",-0.419525434914826
"5170",52283,"Polistes","Roscheria melanochaetes","11_3_kaiser-bunbury_2017_seychelles_copolia.csv","Polistes olivaceus",1,28,"itis","Hymenoptera","Vespidae","Polistes","Non-bee-Hymenoptera",-0.49568519387746
"5171",52287,"Polistes","Syzygium petrinese","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Polistes hebraeus",7,28,"itis","Hymenoptera","Vespidae","Polistes","Non-bee-Hymenoptera",0.134102168579852
"5172",52291,"Polistes","Nephrosperma vanhoutteanum","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv","Polistes olivaceus",1,28,"itis","Hymenoptera","Vespidae","Polistes","Non-bee-Hymenoptera",-0.576552201904981
"5173",52292,"Polistes","Thymelaea hirusta","1_1_bartomeus_spain_2008_batca_1_2.csv","Polistes gallicum",4,28,"itis","Hymenoptera","Vespidae","Polistes","Non-bee-Hymenoptera",0.37825700032533
"5174",52300,"Polistes","Psiadia terebinthina","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Polistes hebraeus",1,28,"itis","Hymenoptera","Vespidae","Polistes","Non-bee-Hymenoptera",-0.412456149529894
"5175",52312,"Polistes","Pandanus wiehii","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Polistes hebraeus",1,28,"itis","Hymenoptera","Vespidae","Polistes","Non-bee-Hymenoptera",-0.412456149529894
"5176",52318,"Polistes","Arrabidaea sp.","10_1_souza_2017_brazil_chaco.csv","Polistes sp.",1,28,"itis","Hymenoptera","Vespidae","Polistes","Non-bee-Hymenoptera",-0.206513385826537
"5177",52319,"Polistes","Chassalia coriacea","14_1_kaiser-bunbury_2010_mauritius_control.csv","Polistes hebraeus",2,28,"itis","Hymenoptera","Vespidae","Polistes","Non-bee-Hymenoptera",-0.324234418139816
"5178",52325,"Polistes","Sideroxylon puberulum","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Polistes hebraeus",4,28,"itis","Hymenoptera","Vespidae","Polistes","Non-bee-Hymenoptera",-0.139176990475021
"5179",52331,"Polistes","Phoenicophorium borsigianum","11_4_kaiser-bunbury_2017_seychelles_reserve.csv","Polistes olivaceus",1,28,"itis","Hymenoptera","Vespidae","Polistes","Non-bee-Hymenoptera",-0.440925152204132
"5180",52332,"Polistes","Erythroxylum macrocarpum","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Polistes hebraeus",1,28,"itis","Hymenoptera","Vespidae","Polistes","Non-bee-Hymenoptera",-0.412456149529894
"5181",52333,"Polistes","Gastonia crassa","11_8_kaiser-bunbury_2017_seychelles_trois_feres.csv","Polistes olivaceus",11,28,"itis","Hymenoptera","Vespidae","Polistes","Non-bee-Hymenoptera",-0.0580329751303439
"5182",52336,"Polistes","Chrysobalanus icaco","13_5_kaiser-bunbury_2011_seychelles_tea_plantation.csv","Polistes olivaceus",7,28,"itis","Hymenoptera","Vespidae","Polistes","Non-bee-Hymenoptera",-0.149409925177566
"5183",52341,"Polistes","Cinnamomum verum","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv","Polistes olivaceus",3,28,"itis","Hymenoptera","Vespidae","Polistes","Non-bee-Hymenoptera",-0.493254291714743
"5184",52342,"Polistes","Chrysobalanus icaco","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv","Polistes olivaceus",1,28,"itis","Hymenoptera","Vespidae","Polistes","Non-bee-Hymenoptera",-0.576552201904981
"5185",52343,"Polistes","Condalia microphylla","15_2_peralta_2006_mendoza_site_2.csv","Polistes cavapyta",1,28,"itis","Hymenoptera","Vespidae","Polistes","Non-bee-Hymenoptera",-0.512762466902264
"5186",52351,"Polistes","Bertiera zaluzania","14_1_kaiser-bunbury_2010_mauritius_control.csv","Polistes hebraeus",1,28,"itis","Hymenoptera","Vespidae","Polistes","Non-bee-Hymenoptera",-0.394281555801047
"5187",52354,"Polistes","Pyrostria bibracteata","11_6_kaiser-bunbury_2017_seychelles_salazie.csv","Polistes olivaceus",1,28,"itis","Hymenoptera","Vespidae","Polistes","Non-bee-Hymenoptera",-0.333738315378726
"5188",52363,"Polistes","Memecylon elaeagni","13_6_kaiser-bunbury_2011_seychelles_trois_ferres.csv","Polistes olivaceus",1,28,"itis","Hymenoptera","Vespidae","Polistes","Non-bee-Hymenoptera",-0.39513782920699
