"","Plant_species","guild","Id","Interaction","Z_scores","Order_all","Family_all","Genus_all","Species_all","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_data_type","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","species","phylo"
"2235","Psychotria pervillei","Apidae","11_7_kaiser-bunbury_2017_seychelles_tea_plantation.csv",13,-0.347283457339488,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2236","Psychotria pervillei","Apidae","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",48,0.552952399874084,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2237","Psychotria pervillei","Apidae","13_2_kaiser-bunbury_2011_seychelles_casse_dent.csv",23,0.00336908681833356,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2238","Psychotria pervillei","Apidae","13_3_kaiser-bunbury_2011_seychelles_copolia.csv",71,2.39392772450482,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2239","Psychotria pervillei","Apidae","13_5_kaiser-bunbury_2011_seychelles_tea_plantation.csv",2,-0.580630434007903,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2240","Psychotria pervillei","Apidae","13_6_kaiser-bunbury_2011_seychelles_trois_ferres.csv",7,-0.376120184351048,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2241","Psychotria pervillei","Coleoptera","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",1,-0.612865116768653,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2242","Psychotria pervillei","Hymenoptera","11_1_kaiser-bunbury_2017_seychelles_bernica.csv",28,0.0931034200710871,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2243","Psychotria pervillei","Hymenoptera","11_2_kaiser-bunbury_2017_seychelles_casse_dent.csv",7,-0.415979278793664,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2244","Psychotria pervillei","Hymenoptera","11_3_kaiser-bunbury_2017_seychelles_copolia.csv",16,0.094752398794141,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2245","Psychotria pervillei","Hymenoptera","11_4_kaiser-bunbury_2017_seychelles_reserve.csv",8,-0.480571083852723,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2246","Psychotria pervillei","Hymenoptera","11_5_kaiser-bunbury_2017_seychelles_rosebelle.csv",6,-0.298028681022798,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2247","Psychotria pervillei","Hymenoptera","11_6_kaiser-bunbury_2017_seychelles_salazie.csv",27,-0.0741571071040777,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2248","Psychotria pervillei","Hymenoptera","11_7_kaiser-bunbury_2017_seychelles_tea_plantation.csv",57,0.36651022314375,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2249","Psychotria pervillei","Hymenoptera","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",7,-0.464037348686602,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2250","Psychotria pervillei","Hymenoptera","13_2_kaiser-bunbury_2011_seychelles_casse_dent.csv",20,-0.0731573137695294,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2251","Psychotria pervillei","Hymenoptera","13_3_kaiser-bunbury_2011_seychelles_copolia.csv",23,0.287496373025138,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2252","Psychotria pervillei","Hymenoptera","13_6_kaiser-bunbury_2011_seychelles_trois_ferres.csv",10,-0.277511896318938,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2253","Psychotria pervillei","Non-syrphids-diptera","11_1_kaiser-bunbury_2017_seychelles_bernica.csv",1,-0.603023689998887,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2254","Psychotria pervillei","Non-syrphids-diptera","11_3_kaiser-bunbury_2017_seychelles_copolia.csv",2,-0.620332110855392,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2255","Psychotria pervillei","Non-syrphids-diptera","11_5_kaiser-bunbury_2017_seychelles_rosebelle.csv",3,-0.431474359092708,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2256","Psychotria pervillei","Non-syrphids-diptera","11_6_kaiser-bunbury_2017_seychelles_salazie.csv",11,-0.341753816994537,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2257","Psychotria pervillei","Non-syrphids-diptera","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",1,-0.612865116768653,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2258","Psychotria pervillei","Non-syrphids-diptera","13_2_kaiser-bunbury_2011_seychelles_casse_dent.csv",1,-0.557824517492662,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2259","Psychotria pervillei","Non-syrphids-diptera","13_3_kaiser-bunbury_2011_seychelles_copolia.csv",4,-0.546299370268903,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2260","Psychotria pervillei","Non-syrphids-diptera","13_6_kaiser-bunbury_2011_seychelles_trois_ferres.csv",1,-0.573336760415268,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2261","Psychotria pervillei","Syrphids","11_6_kaiser-bunbury_2017_seychelles_salazie.csv",2,-0.492276966307921,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2262","Psychotria pervillei","Syrphids","11_7_kaiser-bunbury_2017_seychelles_tea_plantation.csv",2,-0.525731877460297,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2263","Psychotria pervillei","Syrphids","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",2,-0.588060488754978,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2264","Psychotria pervillei","Syrphids","13_3_kaiser-bunbury_2011_seychelles_copolia.csv",1,-0.677951329736383,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2265","Pterocephalus hookeri","Apidae","5_1_fang_2008_china.csv",47,0.464818431501663,"Dipsacales","Caprifoliaceae","Pterocephalus","Pterocephalus hookeri","hermaphrodite","NA",NA,"NA","NA","tube","actinomorphic","80","80","40","5","11","15","1","herb","perennial","0.3",NA,"Pterocephalus hookeri"
"2266","Pterocephalus hookeri","Coleoptera","5_1_fang_2008_china.csv",1,-0.5453092370254,"Dipsacales","Caprifoliaceae","Pterocephalus","Pterocephalus hookeri","hermaphrodite","NA",NA,"NA","NA","tube","actinomorphic","80","80","40","5","11","15","1","herb","perennial","0.3",NA,"Pterocephalus hookeri"
"2267","Pterocephalus hookeri","Hymenoptera","5_1_fang_2008_china.csv",20,-0.128082591329439,"Dipsacales","Caprifoliaceae","Pterocephalus","Pterocephalus hookeri","hermaphrodite","NA",NA,"NA","NA","tube","actinomorphic","80","80","40","5","11","15","1","herb","perennial","0.3",NA,"Pterocephalus hookeri"
"2268","Pterocephalus hookeri","Lepidoptera","5_1_fang_2008_china.csv",3,-0.501390642741615,"Dipsacales","Caprifoliaceae","Pterocephalus","Pterocephalus hookeri","hermaphrodite","NA",NA,"NA","NA","tube","actinomorphic","80","80","40","5","11","15","1","herb","perennial","0.3",NA,"Pterocephalus hookeri"
"2269","Pterocephalus hookeri","Non-syrphids-diptera","5_1_fang_2008_china.csv",1,-0.5453092370254,"Dipsacales","Caprifoliaceae","Pterocephalus","Pterocephalus hookeri","hermaphrodite","NA",NA,"NA","NA","tube","actinomorphic","80","80","40","5","11","15","1","herb","perennial","0.3",NA,"Pterocephalus hookeri"
"2270","Pyrola grandiflora","Syrphids","7_1_lundgren_2005_greenland.csv",1,-0.66321159825515,"Ericales","Ericaceae","Pyrola","Pyrola grandiflora","hermaphrodite","self_compatible",NA,"NA","NA","dish","actinomorphic","8","8","30","11","2","6.25","5525","herb","perennial","0.15",NA,"Pyrola grandiflora"
"2271","Pyrostria bibracteata","Apidae","11_1_kaiser-bunbury_2017_seychelles_bernica.csv",49,0.634535616792178,"Gentianales","Rubiaceae","Pyrostria","Pyrostria bibracteata","dioecious","dioecious",NA,"quantitative","0","campanulate","actinomorphic","NA","18","30","3.1","3.1","1","6","shrub","perennial","6",NA,"Pyrostria bibracteata"
"2272","Pyrostria bibracteata","Apidae","11_2_kaiser-bunbury_2017_seychelles_casse_dent.csv",24,-0.106041229388367,"Gentianales","Rubiaceae","Pyrostria","Pyrostria bibracteata","dioecious","dioecious",NA,"quantitative","0","campanulate","actinomorphic","NA","18","30","3.1","3.1","1","6","shrub","perennial","6",NA,"Pyrostria bibracteata"
"2273","Pyrostria bibracteata","Apidae","11_4_kaiser-bunbury_2017_seychelles_reserve.csv",23,-0.243016059448252,"Gentianales","Rubiaceae","Pyrostria","Pyrostria bibracteata","dioecious","dioecious",NA,"quantitative","0","campanulate","actinomorphic","NA","18","30","3.1","3.1","1","6","shrub","perennial","6",NA,"Pyrostria bibracteata"
"2274","Pyrostria bibracteata","Apidae","11_5_kaiser-bunbury_2017_seychelles_rosebelle.csv",3,-0.431474359092708,"Gentianales","Rubiaceae","Pyrostria","Pyrostria bibracteata","dioecious","dioecious",NA,"quantitative","0","campanulate","actinomorphic","NA","18","30","3.1","3.1","1","6","shrub","perennial","6",NA,"Pyrostria bibracteata"
"2275","Pyrostria bibracteata","Apidae","11_6_kaiser-bunbury_2017_seychelles_salazie.csv",68,0.611559461990224,"Gentianales","Rubiaceae","Pyrostria","Pyrostria bibracteata","dioecious","dioecious",NA,"quantitative","0","campanulate","actinomorphic","NA","18","30","3.1","3.1","1","6","shrub","perennial","6",NA,"Pyrostria bibracteata"
"2276","Pyrostria bibracteata","Apidae","11_7_kaiser-bunbury_2017_seychelles_tea_plantation.csv",16,-0.298615706397449,"Gentianales","Rubiaceae","Pyrostria","Pyrostria bibracteata","dioecious","dioecious",NA,"quantitative","0","campanulate","actinomorphic","NA","18","30","3.1","3.1","1","6","shrub","perennial","6",NA,"Pyrostria bibracteata"
"2277","Pyrostria bibracteata","Apidae","11_8_kaiser-bunbury_2017_seychelles_trois_feres.csv",59,0.653430326381617,"Gentianales","Rubiaceae","Pyrostria","Pyrostria bibracteata","dioecious","dioecious",NA,"quantitative","0","campanulate","actinomorphic","NA","18","30","3.1","3.1","1","6","shrub","perennial","6",NA,"Pyrostria bibracteata"
"2278","Pyrostria bibracteata","Coleoptera","11_4_kaiser-bunbury_2017_seychelles_reserve.csv",1,-0.591430095241476,"Gentianales","Rubiaceae","Pyrostria","Pyrostria bibracteata","dioecious","dioecious",NA,"quantitative","0","campanulate","actinomorphic","NA","18","30","3.1","3.1","1","6","shrub","perennial","6",NA,"Pyrostria bibracteata"
"2279","Pyrostria bibracteata","Coleoptera","11_6_kaiser-bunbury_2017_seychelles_salazie.csv",5,-0.442102583203459,"Gentianales","Rubiaceae","Pyrostria","Pyrostria bibracteata","dioecious","dioecious",NA,"quantitative","0","campanulate","actinomorphic","NA","18","30","3.1","3.1","1","6","shrub","perennial","6",NA,"Pyrostria bibracteata"
"2280","Pyrostria bibracteata","Hymenoptera","11_1_kaiser-bunbury_2017_seychelles_bernica.csv",29,0.118885905629234,"Gentianales","Rubiaceae","Pyrostria","Pyrostria bibracteata","dioecious","dioecious",NA,"quantitative","0","campanulate","actinomorphic","NA","18","30","3.1","3.1","1","6","shrub","perennial","6",NA,"Pyrostria bibracteata"
"2281","Pyrostria bibracteata","Hymenoptera","11_2_kaiser-bunbury_2017_seychelles_casse_dent.csv",16,-0.251894429108507,"Gentianales","Rubiaceae","Pyrostria","Pyrostria bibracteata","dioecious","dioecious",NA,"quantitative","0","campanulate","actinomorphic","NA","18","30","3.1","3.1","1","6","shrub","perennial","6",NA,"Pyrostria bibracteata"
"2282","Pyrostria bibracteata","Hymenoptera","11_4_kaiser-bunbury_2017_seychelles_reserve.csv",40,0.0262129682101485,"Gentianales","Rubiaceae","Pyrostria","Pyrostria bibracteata","dioecious","dioecious",NA,"quantitative","0","campanulate","actinomorphic","NA","18","30","3.1","3.1","1","6","shrub","perennial","6",NA,"Pyrostria bibracteata"
"2283","Pyrostria bibracteata","Hymenoptera","11_6_kaiser-bunbury_2017_seychelles_salazie.csv",83,0.86243137751253,"Gentianales","Rubiaceae","Pyrostria","Pyrostria bibracteata","dioecious","dioecious",NA,"quantitative","0","campanulate","actinomorphic","NA","18","30","3.1","3.1","1","6","shrub","perennial","6",NA,"Pyrostria bibracteata"
"2284","Pyrostria bibracteata","Hymenoptera","11_7_kaiser-bunbury_2017_seychelles_tea_plantation.csv",11,-0.379728624634181,"Gentianales","Rubiaceae","Pyrostria","Pyrostria bibracteata","dioecious","dioecious",NA,"quantitative","0","campanulate","actinomorphic","NA","18","30","3.1","3.1","1","6","shrub","perennial","6",NA,"Pyrostria bibracteata"
"2285","Pyrostria bibracteata","Hymenoptera","11_8_kaiser-bunbury_2017_seychelles_trois_feres.csv",5,-0.479004706909397,"Gentianales","Rubiaceae","Pyrostria","Pyrostria bibracteata","dioecious","dioecious",NA,"quantitative","0","campanulate","actinomorphic","NA","18","30","3.1","3.1","1","6","shrub","perennial","6",NA,"Pyrostria bibracteata"
"2286","Pyrostria bibracteata","Lepidoptera","11_6_kaiser-bunbury_2017_seychelles_salazie.csv",1,-0.509001760676074,"Gentianales","Rubiaceae","Pyrostria","Pyrostria bibracteata","dioecious","dioecious",NA,"quantitative","0","campanulate","actinomorphic","NA","18","30","3.1","3.1","1","6","shrub","perennial","6",NA,"Pyrostria bibracteata"
"2287","Pyrostria bibracteata","Non-syrphids-diptera","11_1_kaiser-bunbury_2017_seychelles_bernica.csv",6,-0.474111262208151,"Gentianales","Rubiaceae","Pyrostria","Pyrostria bibracteata","dioecious","dioecious",NA,"quantitative","0","campanulate","actinomorphic","NA","18","30","3.1","3.1","1","6","shrub","perennial","6",NA,"Pyrostria bibracteata"
"2288","Pyrostria bibracteata","Non-syrphids-diptera","11_2_kaiser-bunbury_2017_seychelles_casse_dent.csv",10,-0.361284328898612,"Gentianales","Rubiaceae","Pyrostria","Pyrostria bibracteata","dioecious","dioecious",NA,"quantitative","0","campanulate","actinomorphic","NA","18","30","3.1","3.1","1","6","shrub","perennial","6",NA,"Pyrostria bibracteata"
