"","Species_all","Plant_species","bee_family","Id","Interaction","Z_scores","Order_all","Family_all","Genus_all","Breeding_system.x","IMPUTED_Compatibility.x","Autonomous_selfing_level.x","Autonomous_selfing_level_data_type","Autonomous_selfing_level_fruit_set.x","Flower_morphology.x","Flower_symmetry.x","Flowers_per_plant.x","Flowers_per_inflorescence.x","Floral_unit_width.x","Corolla_diameter_mean.x","Corolla_length_mean.x","STYLE_IMPUTED.x","OVULES_IMPUTED.x","life_form.x","lifespan.x","IMPUTED_plant_height_mean_m.x","Breeding_system.y","IMPUTED_Compatibility.y","Autonomous_selfing_level.y","Autonomous_selfing_level_fruit_set.y","Flower_morphology.y","Flower_symmetry.y","Flowers_per_plant.y","Flowers_per_inflorescence.y","Floral_unit_width.y","Corolla_diameter_mean.y","Corolla_length_mean.y","STYLE_IMPUTED.y","OVULES_IMPUTED.y","life_form.y","lifespan.y","IMPUTED_plant_height_mean_m.y","Nectar_presence_absence","Clusters"
"82","Aster souliei","Aster souliei","Apidae","5_1_fang_2008_china.csv",9,-0.498863902863626,"Asterales","Asteraceae","Aster","hermaphrodite","self_incompatible","none","qualitative","NA","capitulum","actinomorphic","2","1","13.2","13.2","10","5","200","herb","perennial","0.23499999999999999","Hermaphrodite","self_incompatible","none",-0.708177378297588,"Capitulum","actinomorphic",-0.235455964560391,-0.168611604384771,-0.629030226069107,-0.110002827797091,-0.0550542356215452,-0.166194998672714,-0.0100150065687369,"herb","Perennial",-0.513012558187168,"yes",3
"83","Aster souliei","Aster souliei","Halictidae","5_1_fang_2008_china.csv",17,-0.365052964962234,"Asterales","Asteraceae","Aster","hermaphrodite","self_incompatible","none","qualitative","NA","capitulum","actinomorphic","2","1","13.2","13.2","10","5","200","herb","perennial","0.23499999999999999","Hermaphrodite","self_incompatible","none",-0.708177378297588,"Capitulum","actinomorphic",-0.235455964560391,-0.168611604384771,-0.629030226069107,-0.110002827797091,-0.0550542356215452,-0.166194998672714,-0.0100150065687369,"herb","Perennial",-0.513012558187168,"yes",3
"84","Aster vestitus","Aster vestitus","Halictidae","5_1_fang_2008_china.csv",9,-0.498863902863626,"Asterales","Asteraceae","Aster","hermaphrodite","self_incompatible","none","qualitative","NA","capitulum","actinomorphic","1","1","80","80","15","5","75","herb","perennial","0.95","Hermaphrodite","self_incompatible","none",-0.708177378297588,"Capitulum","actinomorphic",-0.235572315817123,-0.168611604384771,0.86282507461791,3.1839320197582,0.235294612159246,-0.166194998672714,-0.0835863734023153,"herb","Perennial",-0.309038193382467,"yes",3
"85","Aster yunnanensis","Aster yunnanensis","Halictidae","5_1_fang_2008_china.csv",1,-0.632674840765017,"Asterales","Asteraceae","Aster","hermaphrodite","self_incompatible","none","qualitative","NA","capitulum","actinomorphic","5","1","62.5","62.5","9.1","5","75","herb","perennial","0.52500000000000002","Hermaphrodite","self_incompatible","none",-0.708177378297588,"Capitulum","actinomorphic",-0.235106910790196,-0.168611604384771,0.471994718899006,2.32099998634177,-0.107317028222088,-0.166194998672714,-0.0835863734023153,"herb","Perennial",-0.430281696937709,"yes",3
"86","Aster yunnanensis","Aster yunnanensis","Apidae","5_1_fang_2008_china.csv",8,-0.515590270101299,"Asterales","Asteraceae","Aster","hermaphrodite","self_incompatible","none","qualitative","NA","capitulum","actinomorphic","5","1","62.5","62.5","9.1","5","75","herb","perennial","0.52500000000000002","Hermaphrodite","self_incompatible","none",-0.708177378297588,"Capitulum","actinomorphic",-0.235106910790196,-0.168611604384771,0.471994718899006,2.32099998634177,-0.107317028222088,-0.166194998672714,-0.0835863734023153,"herb","Perennial",-0.430281696937709,"yes",3
"87","Astragalus alpinus","Astragalus alpinus","Apidae","4_1_elberling_sweeden_1999.csv",3,2.04124145231932,"Fabales","Fabaceae","Astragalus","hermaphrodite","self_incompatible","none","quantitative","0","tube","zygomorphic","120","15","24","9","12","12","7","herb","perennial","0.14000000000000001","Hermaphrodite","self_incompatible","none",-0.708177378297588,"Tube","zygomorphic",-0.221726516266038,-0.134189914730911,-0.387832063682583,-0.317106515817034,0.0610853034907714,0.610183666287933,-0.123609196959782,"herb","Perennial",-0.540114047217163,"yes",3
"88","Astragalus pullus","Astragalus pullus","Apidae","5_1_fang_2008_china.csv",71,0.538170865872159,"Fabales","Fabaceae","Astragalus","hermaphrodite","self_incompatible","none","qualitative","NA","tube","zygomorphic","120","20","30","5","10","10","16","shrub","perennial","0.15","Hermaphrodite","self_incompatible","none",-0.708177378297588,"Tube","zygomorphic",-0.221726516266038,-0.121896454140247,-0.253833084578959,-0.514348123455075,-0.0550542356215452,0.388361190584891,-0.118312058547764,"shrub","Perennial",-0.537261258898217,"yes",3
"89","Atamisquea emarginata","Capparis atamisquea","Apidae","15_3_peralta_2006_mendoza_site_3.csv",85,0.685664734602444,"Brassicales","Capparaceae","Atamisquea","hermaphrodite","self_incompatible","none","quantitative","3.5","dish","zygomorphic","10000","6","40","13","NA","6","23","shrub","perennial","4.5","Hermaphrodite","self_incompatible","none",-0.576959325269864,"Open","zygomorphic",0.927823900244245,-0.156318143794107,-0.0305014527395854,-0.119864908178993,-0.0948925171108015,-0.0552837608211929,-0.114192062005084,"shrub","Perennial",0.703701659843675,"yes",3
"90","Ayenia tomentosa","Ayenia tomentosa","Megachilidae","10_1_souza_2017_brazil_chaco.csv",1,-0.302398296687748,"Malvales","Malvaceae","Ayenia","hermaphrodite","self_incompatible","none","quantitative","0","bowl","actinomorphic","15","15","20","NA","NA","0.5","10","herb","perennial","0.55000000000000004","Hermaphrodite","self_incompatible","none",-0.708177378297588,"Open","actinomorphic",-0.233943398222878,-0.134189914730911,-0.477164716418333,-0.221107381699537,-0.379057556609964,-0.665295569004559,-0.121843484155776,"herb","Perennial",-0.423149726140342,"yes",3
"91","Azorina vidalii","Azorina vidalii","Apidae","8_1_olesen_2002_azores.csv",98,1.28780085576514,"Asterales","Campanulaceae","Azorina","hermaphrodite","self_compatible","none","qualitative","NA","campanulate","actinomorphic","50","12","50","11","24","15",NA,"shrub","perennial","1.2","Hermaphrodite","self_compatible","none",-0.708177378297588,"Campanulate","actinomorphic",-0.229871104237265,-0.14156599108531,0.192830179099788,-0.218485711998013,0.757922538164671,0.942917379842497,-0.0670591347950556,"shrub","Perennial",-0.237718485408795,"yes",3
"92","Badula insularis","Badula insularis","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",1,-0.554706105196914,"Ericales","Primulaceae","Badula","hermaphrodite","NA","NA","NA","NA","NA","NA","300","30","30","NA","NA","0.1","4","tree","perennial","3.5","Hermaphrodite","partially_self_compatible","low",-0.393237358666481,"Open","actinomorphic",-0.200783290054312,-0.097309532958918,-0.253833084578959,-0.494830244539259,-0.374583419127018,-0.709660064145167,-0.125374909763788,"tree","Perennial",0.418422827948987,"no",2
"93","Bakerella hoyifolia","Bakerella hoyifolia","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",2,-0.51416280182704,"Santalales","Loranthaceae","Bakerella","hermaphrodite","self_compatible","medium","qualitative","NA","tube","actinomorphic","400","40","50","4.0999999999999996","24.5","25","8","herb","perennial","0.75","Hermaphrodite","self_compatible","medium",1.185111672531,"Tube","actinomorphic",-0.189148164381131,-0.0727226117775892,0.192830179099788,-0.558727485173635,0.78695742294275,2.05202975835771,-0.123020626025113,"herb","Perennial",-0.366093959761404,"yes",1
"94","Bartsia alpina","Bartsia alpina","Apidae","4_1_elberling_sweeden_1999.csv",1,-0.408248290463863,"Lamiales","Orobanchaceae","Bartsia","hermaphrodite","self_compatible","none","qualitative","NA","tube","zygomorphic","10","10","35","5","17.5","17","94","herb","perennial","0.23","Hermaphrodite","self_compatible","none",-0.708177378297588,"Tube","zygomorphic",-0.234525154506537,-0.146483375321575,-0.142167268659272,-0.514348123455075,0.380469036049642,1.16473985554554,-0.0724035256436114,"herb","Perennial",-0.514438952346642,"yes",3
"95","Bertiera zaluzania","Bertiera zaluzania","Apidae","14_1_kaiser-bunbury_2010_mauritius_control.csv",71,1.14848667061978,"Gentianales","Rubiaceae","Bertiera","dioecious","dioecious","none","quantitative","0","tube","actinomorphic","300","50","75","15","15","15","100","shrub","perennial","1","Dioecious","dioecious","none",-0.708177378297588,"Tube","actinomorphic",-0.200783290054312,-0.0481356905962605,0.751159258698223,-0.0212441043599718,0.235294612159246,0.942917379842497,-0.0688721000355996,"shrub","Perennial",-0.294774251787732,"yes",4
"96","Bertiera zaluzania","Bertiera zaluzania","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",23,0.337246568940317,"Gentianales","Rubiaceae","Bertiera","dioecious","dioecious","none","quantitative","0","tube","actinomorphic","300","50","75","15","15","15","100","shrub","perennial","1","Dioecious","dioecious","none",-0.708177378297588,"Tube","actinomorphic",-0.200783290054312,-0.0481356905962605,0.751159258698223,-0.0212441043599718,0.235294612159246,0.942917379842497,-0.0688721000355996,"shrub","Perennial",-0.294774251787732,"yes",4
"97","Bistorta macrophylla","Polygonum macrophyllum","Apidae","5_1_fang_2008_china.csv",3,-0.599222106289669,"Caryophyllales","Polygonaceae","Bistorta","hermaphrodite","self_compatible","NA","NA","NA","tube","actinomorphic","500","100","12.5","1","2.75","6","1","herb","perennial","0.15","Hermaphrodite","self_compatible","low",-0.0723228114794577,"Tube","actinomorphic",-0.17751303870795,0.0747989153103831,-0.644663440297863,-0.711589731093117,-0.476060064903693,-0.0552837608211929,-0.127140622567794,"herb","Perennial",-0.537261258898217,"yes",2
"98","Bistorta macrophylla","Polygonum macrophyllum","Halictidae","5_1_fang_2008_china.csv",16,-0.381779332199908,"Caryophyllales","Polygonaceae","Bistorta","hermaphrodite","self_compatible","NA","NA","NA","tube","actinomorphic","500","100","12.5","1","2.75","6","1","herb","perennial","0.15","Hermaphrodite","self_compatible","low",-0.0723228114794577,"Tube","actinomorphic",-0.17751303870795,0.0747989153103831,-0.644663440297863,-0.711589731093117,-0.476060064903693,-0.0552837608211929,-0.127140622567794,"herb","Perennial",-0.537261258898217,"yes",2
"99","Bistorta sinomontana","Polygonum sinomontanum","Apidae","5_1_fang_2008_china.csv",1,-0.632674840765017,"Caryophyllales","Polygonaceae","Bistorta","hermaphrodite","self_compatible","NA","NA","NA","tube","actinomorphic","100","100","10","3","4.5","3.6","1","herb","perennial","0.7","Hermaphrodite","self_compatible","low",-0.0909970149689174,"Tube","actinomorphic",-0.224053541400674,0.0747989153103831,-0.700496348257707,-0.612968927274096,-0.374437968180416,-0.321470731664843,-0.127140622567794,"herb","Perennial",-0.380357901356138,"yes",2
"100","Bistorta sinomontana","Polygonum sinomontanum","Halictidae","5_1_fang_2008_china.csv",32,-0.114157456397125,"Caryophyllales","Polygonaceae","Bistorta","hermaphrodite","self_compatible","NA","NA","NA","tube","actinomorphic","100","100","10","3","4.5","3.6","1","herb","perennial","0.7","Hermaphrodite","self_compatible","low",-0.0909970149689174,"Tube","actinomorphic",-0.224053541400674,0.0747989153103831,-0.700496348257707,-0.612968927274096,-0.374437968180416,-0.321470731664843,-0.127140622567794,"herb","Perennial",-0.380357901356138,"yes",2
"101","Bituminaria bituminosa","Psoralea bituminosa","Megachilidae","1_6_bartomeus_spain_2008_selop_1_2.csv",3,0.340712177695376,"Fabales","Fabaceae","Bituminaria","hermaphrodite","self_compatible","NA","NA","NA","tube","zygomorphic","200","30","10","2.5","11.5","9","1","herb","annual","0.27500000000000002","Hermaphrodite","self_compatible","low",0.0628499037273721,"Tube","zygomorphic",-0.212418415727493,-0.097309532958918,-0.700496348257707,-0.637624128228851,0.0320504187126922,0.27744995273337,-0.127140622567794,"herb","Short lived",-0.501601404911381,"yes",5
"102","Bituminaria bituminosa","Psoralea bituminosa","Halictidae","1_6_bartomeus_spain_2008_selop_1_2.csv",1,-0.632751187148554,"Fabales","Fabaceae","Bituminaria","hermaphrodite","self_compatible","NA","NA","NA","tube","zygomorphic","200","30","10","2.5","11.5","9","1","herb","annual","0.27500000000000002","Hermaphrodite","self_compatible","low",0.0628499037273721,"Tube","zygomorphic",-0.212418415727493,-0.097309532958918,-0.700496348257707,-0.637624128228851,0.0320504187126922,0.27744995273337,-0.127140622567794,"herb","Short lived",-0.501601404911381,"yes",5
"103","Bituminaria bituminosa","Psoralea bituminosa","Andrenidae","1_6_bartomeus_spain_2008_selop_1_2.csv",1,-0.632751187148554,"Fabales","Fabaceae","Bituminaria","hermaphrodite","self_compatible","NA","NA","NA","tube","zygomorphic","200","30","10","2.5","11.5","9","1","herb","annual","0.27500000000000002","Hermaphrodite","self_compatible","low",0.0628499037273721,"Tube","zygomorphic",-0.212418415727493,-0.097309532958918,-0.700496348257707,-0.637624128228851,0.0320504187126922,0.27744995273337,-0.127140622567794,"herb","Short lived",-0.501601404911381,"yes",5
"104","Brassica fruticulosa","Brassica fruticulosa","Colletidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",1,-0.562339917807005,"Brassicales","Brassicaceae","Brassica","hermaphrodite","self_incompatible","none","quantitative","0","tube","actinomorphic","20","5","30","15","5.5","1.96","20.2","shrub","perennial","2","Hermaphrodite","self_incompatible","none",-0.708177378297588,"Tube","actinomorphic",-0.233361641939219,-0.15877683591224,-0.253833084578959,-0.0212441043599718,-0.316368198624258,-0.503365161741338,-0.115840060622156,"shrub","Perennial",-0.00949541989304437,"yes",3
"105","Buddleja mendozensis","Buddleja mendozensis","Apidae","15_4_peralta_2006_mendoza_site_4.csv",3,-0.457873315294376,"Lamiales","Scrophulariaceae","Buddleja","hermaphrodite","self_compatible","high","quantitative","71","tube","actinomorphic","500","20","8","2","4","2.25","143","shrub","perennial","1.1000000000000001","Hermaphrodite","self_compatible","high",1.95367455455053,"Tube","actinomorphic",-0.17751303870795,-0.121896454140247,-0.745162674625582,-0.662279329183607,-0.403472852958495,-0.471200902764397,-0.0435635498448486,"shrub","Perennial",-0.266246368598263,"yes",2
"106","Buddleja mendozensis","Buddleja mendozensis","Halictidae","15_4_peralta_2006_mendoza_site_4.csv",6,-0.405875083904479,"Lamiales","Scrophulariaceae","Buddleja","hermaphrodite","self_compatible","high","quantitative","71","tube","actinomorphic","500","20","8","2","4","2.25","143","shrub","perennial","1.1000000000000001","Hermaphrodite","self_compatible","high",1.95367455455053,"Tube","actinomorphic",-0.17751303870795,-0.121896454140247,-0.745162674625582,-0.662279329183607,-0.403472852958495,-0.471200902764397,-0.0435635498448486,"shrub","Perennial",-0.266246368598263,"yes",2
"107","Calendula arvensis","Calendula arvensis","Halictidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",3,-0.399403642481059,"Asterales","Asteraceae","Calendula","hermaphrodite","self_compatible","medium","quantitative","74.2","capitulum","actinomorphic","10","1","24.1","24.1","6","3","30","herb","biennial","0.25","Hermaphrodite","self_compatible","medium",2.07364534589016,"Capitulum","actinomorphic",-0.234525154506537,-0.168611604384771,-0.38559874736419,0.427480553016573,-0.287333313846178,-0.388017474375756,-0.110072065462404,"herb","Short lived",-0.508733375708748,"yes",1
"108","Calendula arvensis","Calendula arvensis","Andrenidae","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",1,-0.433856665633649,"Asterales","Asteraceae","Calendula","hermaphrodite","self_compatible","medium","quantitative","74.2","capitulum","actinomorphic","10","1","24.1","24.1","6","3","30","herb","biennial","0.25","Hermaphrodite","self_compatible","medium",2.07364534589016,"Capitulum","actinomorphic",-0.234525154506537,-0.168611604384771,-0.38559874736419,0.427480553016573,-0.287333313846178,-0.388017474375756,-0.110072065462404,"herb","Short lived",-0.508733375708748,"yes",1
"109","Calendula arvensis","Calendula arvensis","Halictidae","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",1,-0.433856665633649,"Asterales","Asteraceae","Calendula","hermaphrodite","self_compatible","medium","quantitative","74.2","capitulum","actinomorphic","10","1","24.1","24.1","6","3","30","herb","biennial","0.25","Hermaphrodite","self_compatible","medium",2.07364534589016,"Capitulum","actinomorphic",-0.234525154506537,-0.168611604384771,-0.38559874736419,0.427480553016573,-0.287333313846178,-0.388017474375756,-0.110072065462404,"herb","Short lived",-0.508733375708748,"yes",1
"110","Calluna vulgaris","Calluna vulgaris","Andrenidae","3_2_dupont_2009_denmark_ib.csv",9,-0.294244586348445,"Ericales","Ericaceae","Calluna","hermaphrodite","partially_self_compatible","low","quantitative","10.9","campanulate","actinomorphic","2500","40","18","6","6","5","3.1","shrub","perennial","0.5","Hermaphrodite","partially_self_compatible","low",-0.299526870296962,"Campanulate","actinomorphic",0.05518947475567,-0.0727226117775892,-0.521831042786208,-0.465037721545565,-0.287333313846178,-0.166194998672714,-0.12590462360499,"shrub","Perennial",-0.437413667735076,"yes",2
"111","Calluna vulgaris","Calluna vulgaris","Colletidae","3_2_dupont_2009_denmark_ib.csv",4,-0.320283930273086,"Ericales","Ericaceae","Calluna","hermaphrodite","partially_self_compatible","low","quantitative","10.9","campanulate","actinomorphic","2500","40","18","6","6","5","3.1","shrub","perennial","0.5","Hermaphrodite","partially_self_compatible","low",-0.299526870296962,"Campanulate","actinomorphic",0.05518947475567,-0.0727226117775892,-0.521831042786208,-0.465037721545565,-0.287333313846178,-0.166194998672714,-0.12590462360499,"shrub","Perennial",-0.437413667735076,"yes",2
"112","Calluna vulgaris","Calluna vulgaris","Andrenidae","3_1_dupont_2009_denmark_hl.csv",11,-0.340677561628561,"Ericales","Ericaceae","Calluna","hermaphrodite","partially_self_compatible","low","quantitative","10.9","campanulate","actinomorphic","2500","40","18","6","6","5","3.1","shrub","perennial","0.5","Hermaphrodite","partially_self_compatible","low",-0.299526870296962,"Campanulate","actinomorphic",0.05518947475567,-0.0727226117775892,-0.521831042786208,-0.465037721545565,-0.287333313846178,-0.166194998672714,-0.12590462360499,"shrub","Perennial",-0.437413667735076,"yes",2
"113","Calluna vulgaris","Calluna vulgaris","Colletidae","3_1_dupont_2009_denmark_hl.csv",2,-0.386993242212505,"Ericales","Ericaceae","Calluna","hermaphrodite","partially_self_compatible","low","quantitative","10.9","campanulate","actinomorphic","2500","40","18","6","6","5","3.1","shrub","perennial","0.5","Hermaphrodite","partially_self_compatible","low",-0.299526870296962,"Campanulate","actinomorphic",0.05518947475567,-0.0727226117775892,-0.521831042786208,-0.465037721545565,-0.287333313846178,-0.166194998672714,-0.12590462360499,"shrub","Perennial",-0.437413667735076,"yes",2
"114","Calluna vulgaris","Calluna vulgaris","Apidae","3_1_dupont_2009_denmark_hl.csv",4,-0.376700868749406,"Ericales","Ericaceae","Calluna","hermaphrodite","partially_self_compatible","low","quantitative","10.9","campanulate","actinomorphic","2500","40","18","6","6","5","3.1","shrub","perennial","0.5","Hermaphrodite","partially_self_compatible","low",-0.299526870296962,"Campanulate","actinomorphic",0.05518947475567,-0.0727226117775892,-0.521831042786208,-0.465037721545565,-0.287333313846178,-0.166194998672714,-0.12590462360499,"shrub","Perennial",-0.437413667735076,"yes",2
"115","Calluna vulgaris","Calluna vulgaris","Apidae","3_2_dupont_2009_denmark_ib.csv",2,-0.330699667842942,"Ericales","Ericaceae","Calluna","hermaphrodite","partially_self_compatible","low","quantitative","10.9","campanulate","actinomorphic","2500","40","18","6","6","5","3.1","shrub","perennial","0.5","Hermaphrodite","partially_self_compatible","low",-0.299526870296962,"Campanulate","actinomorphic",0.05518947475567,-0.0727226117775892,-0.521831042786208,-0.465037721545565,-0.287333313846178,-0.166194998672714,-0.12590462360499,"shrub","Perennial",-0.437413667735076,"yes",2
"116","Calophyllum eputamen","Calophyllum eputamen","Apidae","14_1_kaiser-bunbury_2010_mauritius_control.csv",8,-0.41562528032037,"Malpighiales","Clusiaceae","Calophyllum","NA","self_compatible","NA","NA","NA","NA","actinomorphic","2000","50","100","15","NA","10","1","tree","perennial","NA","Hermaphrodite","self_compatible","low",-0.465075002660032,"Open","actinomorphic",-0.00298615361023504,-0.0481356905962605,1.30948833829666,-0.0212441043599718,-0.290640387222402,0.388361190584891,-0.127140622567794,"tree","Perennial",1.40976676878303,"no",2
"117","Calophyllum eputamen","Calophyllum eputamen","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",5,-0.392532891717418,"Malpighiales","Clusiaceae","Calophyllum","NA","self_compatible","NA","NA","NA","NA","actinomorphic","2000","50","100","15","NA","10","1","tree","perennial","NA","Hermaphrodite","self_compatible","low",-0.465075002660032,"Open","actinomorphic",-0.00298615361023504,-0.0481356905962605,1.30948833829666,-0.0212441043599718,-0.290640387222402,0.388361190584891,-0.127140622567794,"tree","Perennial",1.40976676878303,"no",2
"118","Camassia scilloides","Camassia scilloides","Apidae","16_1_burkle_usa_2013.csv",15,-0.249027678398418,"Asparagales","Asparagaceae","Camassia","hermaphrodite","self_compatible","NA","NA","NA","exposed","actinomorphic","40","40","100","20","13.5","0.5","30","herb","perennial","0.6","Hermaphrodite","self_compatible","low",-0.167598008183348,"Open","actinomorphic",-0.231034616804583,-0.0727226117775892,1.30948833829666,0.22530790518758,0.148189957825009,-0.665295569004559,-0.110072065462404,"herb","Perennial",-0.408885784545607,"yes",2
"119","Camassia scilloides","Camassia scilloides","Andrenidae","16_1_burkle_usa_2013.csv",2,-0.389531404201092,"Asparagales","Asparagaceae","Camassia","hermaphrodite","self_compatible","NA","NA","NA","exposed","actinomorphic","40","40","100","20","13.5","0.5","30","herb","perennial","0.6","Hermaphrodite","self_compatible","low",-0.167598008183348,"Open","actinomorphic",-0.231034616804583,-0.0727226117775892,1.30948833829666,0.22530790518758,0.148189957825009,-0.665295569004559,-0.110072065462404,"herb","Perennial",-0.408885784545607,"yes",2
"120","Camassia scilloides","Camassia scilloides","Halictidae","16_1_burkle_usa_2013.csv",16,-0.23821969949052,"Asparagales","Asparagaceae","Camassia","hermaphrodite","self_compatible","NA","NA","NA","exposed","actinomorphic","40","40","100","20","13.5","0.5","30","herb","perennial","0.6","Hermaphrodite","self_compatible","low",-0.167598008183348,"Open","actinomorphic",-0.231034616804583,-0.0727226117775892,1.30948833829666,0.22530790518758,0.148189957825009,-0.665295569004559,-0.110072065462404,"herb","Perennial",-0.408885784545607,"yes",2
"121","Campnosperma seychellarum","Campnosperma seychellarum","Halictidae","11_3_kaiser-bunbury_2017_seychelles_copolia.csv",2,-0.85551111359084,"Sapindales","Anacardiaceae","Campnosperma","dioecious","dioecious","NA","quantitative","0","NA","actinomorphic","750","30","15","2.7","3","1","1","tree","perennial","10","Dioecious","dioecious","none",-0.708177378297588,"Open","actinomorphic",-0.148425224524998,-0.097309532958918,-0.58883053233802,-0.627762047846949,-0.461542622514653,-0.609839950078798,-0.127140622567794,"tree","Perennial",2.27273523526446,"no",4
"122","Campnosperma seychellarum","Campnosperma seychellarum","Apidae","11_3_kaiser-bunbury_2017_seychelles_copolia.csv",2,-0.85551111359084,"Sapindales","Anacardiaceae","Campnosperma","dioecious","dioecious","NA","quantitative","0","NA","actinomorphic","750","30","15","2.7","3","1","1","tree","perennial","10","Dioecious","dioecious","none",-0.708177378297588,"Open","actinomorphic",-0.148425224524998,-0.097309532958918,-0.58883053233802,-0.627762047846949,-0.461542622514653,-0.609839950078798,-0.127140622567794,"tree","Perennial",2.27273523526446,"no",4
"123","Campnosperma seychellarum","Campnosperma seychellarum","Apidae","11_7_kaiser-bunbury_2017_seychelles_tea_plantation.csv",11,-0.474815045286059,"Sapindales","Anacardiaceae","Campnosperma","dioecious","dioecious","NA","quantitative","0","NA","actinomorphic","750","30","15","2.7","3","1","1","tree","perennial","10","Dioecious","dioecious","none",-0.708177378297588,"Open","actinomorphic",-0.148425224524998,-0.097309532958918,-0.58883053233802,-0.627762047846949,-0.461542622514653,-0.609839950078798,-0.127140622567794,"tree","Perennial",2.27273523526446,"no",4
"124","Campnosperma seychellarum","Campnosperma seychellarum","Apidae","13_3_kaiser-bunbury_2011_seychelles_copolia.csv",1,-0.851040928213673,"Sapindales","Anacardiaceae","Campnosperma","dioecious","dioecious","NA","quantitative","0","NA","actinomorphic","750","30","15","2.7","3","1","1","tree","perennial","10","Dioecious","dioecious","none",-0.708177378297588,"Open","actinomorphic",-0.148425224524998,-0.097309532958918,-0.58883053233802,-0.627762047846949,-0.461542622514653,-0.609839950078798,-0.127140622567794,"tree","Perennial",2.27273523526446,"no",4
"125","Campnosperma seychellarum","Campnosperma seychellarum","Halictidae","11_7_kaiser-bunbury_2017_seychelles_tea_plantation.csv",7,-0.530073692797799,"Sapindales","Anacardiaceae","Campnosperma","dioecious","dioecious","NA","quantitative","0","NA","actinomorphic","750","30","15","2.7","3","1","1","tree","perennial","10","Dioecious","dioecious","none",-0.708177378297588,"Open","actinomorphic",-0.148425224524998,-0.097309532958918,-0.58883053233802,-0.627762047846949,-0.461542622514653,-0.609839950078798,-0.127140622567794,"tree","Perennial",2.27273523526446,"no",4
"126","Camptosema paraguariense","Camptosema paraguariense","Apidae","10_1_souza_2017_brazil_chaco.csv",5,-0.287647160263955,"Fabales","Fabaceae","Camptosema","hermaphrodite","NA","NA","NA","NA","papilionaceous","zygomorphic","5","5","10","5","11","10","9","herb","perennial","NA","Hermaphrodite","self_compatible","low",-0.165181661954701,"Papilionaceous","zygomorphic",-0.235106910790196,-0.15877683591224,-0.700496348257707,-0.514348123455075,0.00301553393461307,0.388361190584891,-0.122432055090445,"herb","Perennial",-0.288865413982113,"yes",5
"127","Canthium bibracteatum","Canthium bibracteatum","Apidae","13_6_kaiser-bunbury_2011_seychelles_trois_ferres.csv",16,-0.305540874073401,"Gentianales","Rubiaceae","Canthium","hermaphrodite","NA","NA","NA","NA","campanulate","actinomorphic","500","5","25","5.0999999999999996","3","3","2","shrub","perennial","6","Hermaphrodite","partially_self_compatible","low",-0.285386562963544,"Campanulate","actinomorphic",-0.17751303870795,-0.15877683591224,-0.365498900498646,-0.509417083264124,-0.461542622514653,-0.388017474375756,-0.126552051633125,"shrub","Perennial",1.13161990768571,"yes",2
"128","Canthium bibracteatum","Canthium bibracteatum","Halictidae","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",9,-0.538953267586802,"Gentianales","Rubiaceae","Canthium","hermaphrodite","NA","NA","NA","NA","campanulate","actinomorphic","500","5","25","5.0999999999999996","3","3","2","shrub","perennial","6","Hermaphrodite","partially_self_compatible","low",-0.285386562963544,"Campanulate","actinomorphic",-0.17751303870795,-0.15877683591224,-0.365498900498646,-0.509417083264124,-0.461542622514653,-0.388017474375756,-0.126552051633125,"shrub","Perennial",1.13161990768571,"yes",2
"129","Canthium bibracteatum","Canthium bibracteatum","Megachilidae","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",34,0.0360545438524042,"Gentianales","Rubiaceae","Canthium","hermaphrodite","NA","NA","NA","NA","campanulate","actinomorphic","500","5","25","5.0999999999999996","3","3","2","shrub","perennial","6","Hermaphrodite","partially_self_compatible","low",-0.285386562963544,"Campanulate","actinomorphic",-0.17751303870795,-0.15877683591224,-0.365498900498646,-0.509417083264124,-0.461542622514653,-0.388017474375756,-0.126552051633125,"shrub","Perennial",1.13161990768571,"yes",2
"130","Canthium bibracteatum","Canthium bibracteatum","Halictidae","13_2_kaiser-bunbury_2011_seychelles_casse_dent.csv",34,0.0617669963998264,"Gentianales","Rubiaceae","Canthium","hermaphrodite","NA","NA","NA","NA","campanulate","actinomorphic","500","5","25","5.0999999999999996","3","3","2","shrub","perennial","6","Hermaphrodite","partially_self_compatible","low",-0.285386562963544,"Campanulate","actinomorphic",-0.17751303870795,-0.15877683591224,-0.365498900498646,-0.509417083264124,-0.461542622514653,-0.388017474375756,-0.126552051633125,"shrub","Perennial",1.13161990768571,"yes",2
