"","Species_all","X","Plant_species","guild","Id","Interaction","Z_scores","Order_all","Family_all","Genus_all","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_data_type","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","species","phylo","clusters"
"1857","Phoenicophorium borsigianum",2006,"Phoenicophorium borsigianum","Coleoptera","13_5_kaiser-bunbury_2011_seychelles_tea_plantation.csv",26,0.19963933557752,"Arecales","Arecaceae","Phoenicophorium","monoecious","monoecious",NA,"quantitative",0,"spike","actinomorphic",2500,"2500",400,2,2,2,1300,"tree","perennial",13,NA,"Phoenicophorium borsigianum",1
"1858","Phoenicophorium borsigianum",2031,"Phoenicophorium borsigianum","Syrphids","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",5,-0.513646604713952,"Arecales","Arecaceae","Phoenicophorium","monoecious","monoecious",NA,"quantitative",0,"spike","actinomorphic",2500,"2500",400,2,2,2,1300,"tree","perennial",13,NA,"Phoenicophorium borsigianum",1
"1859","Phoenicophorium borsigianum",1994,"Phoenicophorium borsigianum","Apidae","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",8,-0.533594857813845,"Arecales","Arecaceae","Phoenicophorium","monoecious","monoecious",NA,"quantitative",0,"spike","actinomorphic",2500,"2500",400,2,2,2,1300,"tree","perennial",13,NA,"Phoenicophorium borsigianum",1
"1860","Phoenicophorium borsigianum",1992,"Phoenicophorium borsigianum","Apidae","13_2_kaiser-bunbury_2011_seychelles_casse_dent.csv",13,-0.25171891514121,"Arecales","Arecaceae","Phoenicophorium","monoecious","monoecious",NA,"quantitative",0,"spike","actinomorphic",2500,"2500",400,2,2,2,1300,"tree","perennial",13,NA,"Phoenicophorium borsigianum",1
"1861","Phoenicophorium borsigianum",2035,"Phoenicophorium borsigianum","Syrphids","13_5_kaiser-bunbury_2011_seychelles_tea_plantation.csv",1,-0.613141674407295,"Arecales","Arecaceae","Phoenicophorium","monoecious","monoecious",NA,"quantitative",0,"spike","actinomorphic",2500,"2500",400,2,2,2,1300,"tree","perennial",13,NA,"Phoenicophorium borsigianum",1
"1862","Phoenicophorium borsigianum",1995,"Phoenicophorium borsigianum","Apidae","13_5_kaiser-bunbury_2011_seychelles_tea_plantation.csv",10,-0.320540510812762,"Arecales","Arecaceae","Phoenicophorium","monoecious","monoecious",NA,"quantitative",0,"spike","actinomorphic",2500,"2500",400,2,2,2,1300,"tree","perennial",13,NA,"Phoenicophorium borsigianum",1
"1863","Phoenicophorium borsigianum",2002,"Phoenicophorium borsigianum","Coleoptera","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",27,0.0320552115869034,"Arecales","Arecaceae","Phoenicophorium","monoecious","monoecious",NA,"quantitative",0,"spike","actinomorphic",2500,"2500",400,2,2,2,1300,"tree","perennial",13,NA,"Phoenicophorium borsigianum",1
"1864","Phoenicophorium borsigianum",2004,"Phoenicophorium borsigianum","Coleoptera","13_3_kaiser-bunbury_2011_seychelles_copolia.csv",16,-0.0196915323989821,"Arecales","Arecaceae","Phoenicophorium","monoecious","monoecious",NA,"quantitative",0,"spike","actinomorphic",2500,"2500",400,2,2,2,1300,"tree","perennial",13,NA,"Phoenicophorium borsigianum",1
"1865","Phoenicophorium borsigianum",2003,"Phoenicophorium borsigianum","Coleoptera","13_2_kaiser-bunbury_2011_seychelles_casse_dent.csv",172,3.80418031601553,"Arecales","Arecaceae","Phoenicophorium","monoecious","monoecious",NA,"quantitative",0,"spike","actinomorphic",2500,"2500",400,2,2,2,1300,"tree","perennial",13,NA,"Phoenicophorium borsigianum",1
"1866","Phoenicophorium borsigianum",2029,"Phoenicophorium borsigianum","Syrphids","11_2_kaiser-bunbury_2017_seychelles_casse_dent.csv",2,-0.507137528618751,"Arecales","Arecaceae","Phoenicophorium","monoecious","monoecious",NA,"quantitative",0,"spike","actinomorphic",2500,"2500",400,2,2,2,1300,"tree","perennial",13,NA,"Phoenicophorium borsigianum",1
"1867","Phoenicophorium borsigianum",1988,"Phoenicophorium borsigianum","Apidae","11_2_kaiser-bunbury_2017_seychelles_casse_dent.csv",50,0.367981669702087,"Arecales","Arecaceae","Phoenicophorium","monoecious","monoecious",NA,"quantitative",0,"spike","actinomorphic",2500,"2500",400,2,2,2,1300,"tree","perennial",13,NA,"Phoenicophorium borsigianum",1
"1868","Phoenicophorium borsigianum",2032,"Phoenicophorium borsigianum","Syrphids","13_2_kaiser-bunbury_2011_seychelles_casse_dent.csv",5,-0.455789316708844,"Arecales","Arecaceae","Phoenicophorium","monoecious","monoecious",NA,"quantitative",0,"spike","actinomorphic",2500,"2500",400,2,2,2,1300,"tree","perennial",13,NA,"Phoenicophorium borsigianum",1
"1869","Phoenicophorium borsigianum",1990,"Phoenicophorium borsigianum","Apidae","11_8_kaiser-bunbury_2017_seychelles_trois_feres.csv",11,-0.353178592099285,"Arecales","Arecaceae","Phoenicophorium","monoecious","monoecious",NA,"quantitative",0,"spike","actinomorphic",2500,"2500",400,2,2,2,1300,"tree","perennial",13,NA,"Phoenicophorium borsigianum",1
"1870","Phoenicophorium borsigianum",1993,"Phoenicophorium borsigianum","Apidae","13_3_kaiser-bunbury_2011_seychelles_copolia.csv",20,0.155844413557658,"Arecales","Arecaceae","Phoenicophorium","monoecious","monoecious",NA,"quantitative",0,"spike","actinomorphic",2500,"2500",400,2,2,2,1300,"tree","perennial",13,NA,"Phoenicophorium borsigianum",1
"1871","Phoenicophorium borsigianum",1991,"Phoenicophorium borsigianum","Apidae","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",47,0.528147771860408,"Arecales","Arecaceae","Phoenicophorium","monoecious","monoecious",NA,"quantitative",0,"spike","actinomorphic",2500,"2500",400,2,2,2,1300,"tree","perennial",13,NA,"Phoenicophorium borsigianum",1
"1872","Phoenicophorium borsigianum",2030,"Phoenicophorium borsigianum","Syrphids","11_4_kaiser-bunbury_2017_seychelles_reserve.csv",4,-0.543919090360582,"Arecales","Arecaceae","Phoenicophorium","monoecious","monoecious",NA,"quantitative",0,"spike","actinomorphic",2500,"2500",400,2,2,2,1300,"tree","perennial",13,NA,"Phoenicophorium borsigianum",1
"1873","Phyllanthus phillyreifolius",2039,"Phyllanthus phillyreifolius","Hymenoptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",44,1.02098450159618,"Malpighiales","Phyllanthaceae","Phyllanthus","monoecious","monoecious","none","quantitative",0,NA,NA,150,"5",5,5,2,1,5,"tree","perennial",4,NA,"Phyllanthus phillyreifolius",1
"1874","Phyllanthus phillyreifolius",2038,"Phyllanthus phillyreifolius","Hymenoptera","14_1_kaiser-bunbury_2010_mauritius_control.csv",20,0.126099823909078,"Malpighiales","Phyllanthaceae","Phyllanthus","monoecious","monoecious","none","quantitative",0,NA,NA,150,"5",5,5,2,1,5,"tree","perennial",4,NA,"Phyllanthus phillyreifolius",1
"1875","Phyllanthus phillyreifolius",2040,"Phyllanthus phillyreifolius","Lepidoptera","14_1_kaiser-bunbury_2010_mauritius_control.csv",2,-0.558722236884857,"Malpighiales","Phyllanthaceae","Phyllanthus","monoecious","monoecious","none","quantitative",0,NA,NA,150,"5",5,5,2,1,5,"tree","perennial",4,NA,"Phyllanthus phillyreifolius",1
"1876","Phyllanthus phillyreifolius",2041,"Phyllanthus phillyreifolius","Non-syrphids-diptera","14_1_kaiser-bunbury_2010_mauritius_control.csv",4,-0.482630896796642,"Malpighiales","Phyllanthaceae","Phyllanthus","monoecious","monoecious","none","quantitative",0,NA,NA,150,"5",5,5,2,1,5,"tree","perennial",4,NA,"Phyllanthus phillyreifolius",1
"1877","Phyllanthus phillyreifolius",2037,"Phyllanthus phillyreifolius","Coleoptera","14_1_kaiser-bunbury_2010_mauritius_control.csv",3,-0.52067656684075,"Malpighiales","Phyllanthaceae","Phyllanthus","monoecious","monoecious","none","quantitative",0,NA,NA,150,"5",5,5,2,1,5,"tree","perennial",4,NA,"Phyllanthus phillyreifolius",1
"1878","Phyllanthus phillyreifolius",2042,"Phyllanthus phillyreifolius","Non-syrphids-diptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",3,-0.424027411542698,"Malpighiales","Phyllanthaceae","Phyllanthus","monoecious","monoecious","none","quantitative",0,NA,NA,150,"5",5,5,2,1,5,"tree","perennial",4,NA,"Phyllanthus phillyreifolius",1
"1879","Phyllanthus phillyreifolius",2043,"Phyllanthus phillyreifolius","Syrphids","14_2_kaiser-bunbury_2010_mauritius_restored.csv",3,-0.424027411542698,"Malpighiales","Phyllanthaceae","Phyllanthus","monoecious","monoecious","none","quantitative",0,NA,NA,150,"5",5,5,2,1,5,"tree","perennial",4,NA,"Phyllanthus phillyreifolius",1
"1880","Picris hieracioides",2047,"Picris hieracioides","Lepidoptera","5_1_fang_2008_china.csv",2,-0.523349939883508,"Asterales","Asteraceae","Picris","hermaphrodite","self_incompatible","none","quantitative",0,"capitulum","actinomorphic",10,"10",25,24.1,10,9.9,50,"herb","short_lived",0.5,NA,"Picris hieracioides",2
"1881","Picris hieracioides",2045,"Picris hieracioides","Coleoptera","5_1_fang_2008_china.csv",1,-0.5453092370254,"Asterales","Asteraceae","Picris","hermaphrodite","self_incompatible","none","quantitative",0,"capitulum","actinomorphic",10,"10",25,24.1,10,9.9,50,"herb","short_lived",0.5,NA,"Picris hieracioides",2
"1882","Picris hieracioides",2046,"Picris hieracioides","Hymenoptera","5_1_fang_2008_china.csv",18,-0.172001185613225,"Asterales","Asteraceae","Picris","hermaphrodite","self_incompatible","none","quantitative",0,"capitulum","actinomorphic",10,"10",25,24.1,10,9.9,50,"herb","short_lived",0.5,NA,"Picris hieracioides",2
"1883","Picris hieracioides",2049,"Picris hieracioides","Syrphids","5_1_fang_2008_china.csv",25,-0.0182861056199761,"Asterales","Asteraceae","Picris","hermaphrodite","self_incompatible","none","quantitative",0,"capitulum","actinomorphic",10,"10",25,24.1,10,9.9,50,"herb","short_lived",0.5,NA,"Picris hieracioides",2
"1884","Picris hieracioides",2044,"Picris hieracioides","Apidae","5_1_fang_2008_china.csv",31,0.11346967723138,"Asterales","Asteraceae","Picris","hermaphrodite","self_incompatible","none","quantitative",0,"capitulum","actinomorphic",10,"10",25,24.1,10,9.9,50,"herb","short_lived",0.5,NA,"Picris hieracioides",2
"1885","Picris hieracioides",2048,"Picris hieracioides","Non-syrphids-diptera","5_1_fang_2008_china.csv",2,-0.523349939883508,"Asterales","Asteraceae","Picris","hermaphrodite","self_incompatible","none","quantitative",0,"capitulum","actinomorphic",10,"10",25,24.1,10,9.9,50,"herb","short_lived",0.5,NA,"Picris hieracioides",2
"1886","Pilosella officinarum",1287,"Hieracium pilosella","Hymenoptera","17_1_arroyo_correa_new_zealand_2019_1.csv",5,-0.260775286802283,"Asterales","Asteraceae","Pilosella","hermaphrodite","self_incompatible","none","qualitative",NA,"capitulum","actinomorphic",1,"1",10,10,9,9,70,"herb","perennial",0.3,NA,"Pilosella officinarum",2
"1887","Pilosella officinarum",1288,"Hieracium pilosella","Hymenoptera","17_3_arroyo_correa_new_zealand_2019_3.csv",2,-0.414652576132454,"Asterales","Asteraceae","Pilosella","hermaphrodite","self_incompatible","none","qualitative",NA,"capitulum","actinomorphic",1,"1",10,10,9,9,70,"herb","perennial",0.3,NA,"Pilosella officinarum",2
"1888","Pilosella officinarum",1290,"Hieracium pilosella","Non-syrphids-diptera","17_1_arroyo_correa_new_zealand_2019_1.csv",1,-0.552230019110717,"Asterales","Asteraceae","Pilosella","hermaphrodite","self_incompatible","none","qualitative",NA,"capitulum","actinomorphic",1,"1",10,10,9,9,70,"herb","perennial",0.3,NA,"Pilosella officinarum",2
"1889","Pilosella officinarum",1291,"Hieracium pilosella","Non-syrphids-diptera","17_2_arroyo_correa_new_zealand_2019_2.csv",1,-0.40154491594709,"Asterales","Asteraceae","Pilosella","hermaphrodite","self_incompatible","none","qualitative",NA,"capitulum","actinomorphic",1,"1",10,10,9,9,70,"herb","perennial",0.3,NA,"Pilosella officinarum",2
"1890","Pilosella officinarum",1292,"Hieracium pilosella","Non-syrphids-diptera","3_3_dupont_2009_denmark_so.csv",4,-0.529239644393407,"Asterales","Asteraceae","Pilosella","hermaphrodite","self_incompatible","none","qualitative",NA,"capitulum","actinomorphic",1,"1",10,10,9,9,70,"herb","perennial",0.3,NA,"Pilosella officinarum",2
"1891","Pilosella officinarum",1289,"Hieracium pilosella","Lepidoptera","17_1_arroyo_correa_new_zealand_2019_1.csv",1,-0.552230019110717,"Asterales","Asteraceae","Pilosella","hermaphrodite","self_incompatible","none","qualitative",NA,"capitulum","actinomorphic",1,"1",10,10,9,9,70,"herb","perennial",0.3,NA,"Pilosella officinarum",2
"1892","Pimelea ligustrina",2051,"Pimelea ligustrina","Non-syrphids-diptera","6_1_inouye_1988_australia.csv",2,-0.509250717849545,"Malvales","Thymelaeaceae","Pimelea","hermaphrodite","self_compatible",NA,NA,NA,"tube","actinomorphic",1000,"25",40,8,10,6,1,"shrub","perennial",1.5,NA,"Pimelea ligustrina",5
"1893","Pimelea ligustrina",2050,"Pimelea ligustrina","Apidae","6_1_inouye_1988_australia.csv",3,-0.472002029971903,"Malvales","Thymelaeaceae","Pimelea","hermaphrodite","self_compatible",NA,NA,NA,"tube","actinomorphic",1000,"25",40,8,10,6,1,"shrub","perennial",1.5,NA,"Pimelea ligustrina",5
"1894","Pimelea ligustrina",2052,"Pimelea ligustrina","Syrphids","6_1_inouye_1988_australia.csv",3,-0.472002029971903,"Malvales","Thymelaeaceae","Pimelea","hermaphrodite","self_compatible",NA,NA,NA,"tube","actinomorphic",1000,"25",40,8,10,6,1,"shrub","perennial",1.5,NA,"Pimelea ligustrina",5
"1895","Pinguicula alpina",2053,"Pinguicula alpina","Non-syrphids-diptera","4_1_elberling_sweeden_1999.csv",8,0.106364134000618,"Lamiales","Lentibulariaceae","Pinguicula","protogynous","self_incompatible","none","quantitative",0,"campanulate","zygomorphic",10,"1",14.5,14.5,15,1.5,150.6,"herb","perennial",0.15,NA,"Pinguicula alpina",2
"1896","Piriqueta sp",2054,"Piriqueta sp.","Syrphids","10_1_souza_2017_brazil_chaco.csv",1,-0.404914703564375,"Malpighiales","Passifloraceae","Piriqueta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,"Piriqueta sp",5
"1897","Pittosporum senacia",2055,"Pittosporum senacia","Apidae","11_6_kaiser-bunbury_2017_seychelles_salazie.csv",7,-0.408652994467152,"Apiales","Pittosporaceae","Pittosporum",NA,"dioecious","none","quantitative",0,NA,NA,1750,"25",75,11,7.5,6,6,NA,NA,3.75,NA,"Pittosporum senacia",1
"1898","Pittosporum senacia",2075,"Pittosporum senacia","Syrphids","13_5_kaiser-bunbury_2011_seychelles_tea_plantation.csv",10,-0.320540510812762,"Apiales","Pittosporaceae","Pittosporum",NA,"dioecious","none","quantitative",0,NA,NA,1750,"25",75,11,7.5,6,6,NA,NA,3.75,NA,"Pittosporum senacia",1
"1899","Pittosporum senacia",2059,"Pittosporum senacia","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",16,0.0341470975013363,"Apiales","Pittosporaceae","Pittosporum",NA,"dioecious","none","quantitative",0,NA,NA,1750,"25",75,11,7.5,6,6,NA,NA,3.75,NA,"Pittosporum senacia",1
"1900","Pittosporum senacia",2064,"Pittosporum senacia","Hymenoptera","11_8_kaiser-bunbury_2017_seychelles_trois_feres.csv",1,-0.562888783449473,"Apiales","Pittosporaceae","Pittosporum",NA,"dioecious","none","quantitative",0,NA,NA,1750,"25",75,11,7.5,6,6,NA,NA,3.75,NA,"Pittosporum senacia",1
"1901","Pittosporum senacia",2065,"Pittosporum senacia","Hymenoptera","13_2_kaiser-bunbury_2011_seychelles_casse_dent.csv",9,-0.353754115925027,"Apiales","Pittosporaceae","Pittosporum",NA,"dioecious","none","quantitative",0,NA,NA,1750,"25",75,11,7.5,6,6,NA,NA,3.75,NA,"Pittosporum senacia",1
"1902","Pittosporum senacia",2068,"Pittosporum senacia","Lepidoptera","13_5_kaiser-bunbury_2011_seychelles_tea_plantation.csv",1,-0.613141674407295,"Apiales","Pittosporaceae","Pittosporum",NA,"dioecious","none","quantitative",0,NA,NA,1750,"25",75,11,7.5,6,6,NA,NA,3.75,NA,"Pittosporum senacia",1
"1903","Pittosporum senacia",2067,"Pittosporum senacia","Hymenoptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",77,2.18404287070796,"Apiales","Pittosporaceae","Pittosporum",NA,"dioecious","none","quantitative",0,NA,NA,1750,"25",75,11,7.5,6,6,NA,NA,3.75,NA,"Pittosporum senacia",1
"1904","Pittosporum senacia",2056,"Pittosporum senacia","Apidae","11_8_kaiser-bunbury_2017_seychelles_trois_feres.csv",8,-0.416091649504341,"Apiales","Pittosporaceae","Pittosporum",NA,"dioecious","none","quantitative",0,NA,NA,1750,"25",75,11,7.5,6,6,NA,NA,3.75,NA,"Pittosporum senacia",1
"1905","Pittosporum senacia",2057,"Pittosporum senacia","Apidae","13_2_kaiser-bunbury_2011_seychelles_casse_dent.csv",2,-0.532315717296707,"Apiales","Pittosporaceae","Pittosporum",NA,"dioecious","none","quantitative",0,NA,NA,1750,"25",75,11,7.5,6,6,NA,NA,3.75,NA,"Pittosporum senacia",1
"1906","Pittosporum senacia",2074,"Pittosporum senacia","Syrphids","11_5_kaiser-bunbury_2017_seychelles_rosebelle.csv",3,-0.431474359092708,"Apiales","Pittosporaceae","Pittosporum",NA,"dioecious","none","quantitative",0,NA,NA,1750,"25",75,11,7.5,6,6,NA,NA,3.75,NA,"Pittosporum senacia",1
"1907","Pittosporum senacia",2058,"Pittosporum senacia","Apidae","13_5_kaiser-bunbury_2011_seychelles_tea_plantation.csv",49,0.947397864763551,"Apiales","Pittosporaceae","Pittosporum",NA,"dioecious","none","quantitative",0,NA,NA,1750,"25",75,11,7.5,6,6,NA,NA,3.75,NA,"Pittosporum senacia",1
"1908","Pittosporum senacia",2073,"Pittosporum senacia","Non-syrphids-diptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",17,0.0693912905047235,"Apiales","Pittosporaceae","Pittosporum",NA,"dioecious","none","quantitative",0,NA,NA,1750,"25",75,11,7.5,6,6,NA,NA,3.75,NA,"Pittosporum senacia",1
"1909","Pittosporum senacia",2063,"Pittosporum senacia","Hymenoptera","11_6_kaiser-bunbury_2017_seychelles_salazie.csv",7,-0.408652994467152,"Apiales","Pittosporaceae","Pittosporum",NA,"dioecious","none","quantitative",0,NA,NA,1750,"25",75,11,7.5,6,6,NA,NA,3.75,NA,"Pittosporum senacia",1
"1910","Pittosporum senacia",2060,"Pittosporum senacia","Coleoptera","13_5_kaiser-bunbury_2011_seychelles_tea_plantation.csv",1,-0.613141674407295,"Apiales","Pittosporaceae","Pittosporum",NA,"dioecious","none","quantitative",0,NA,NA,1750,"25",75,11,7.5,6,6,NA,NA,3.75,NA,"Pittosporum senacia",1
"1911","Pittosporum senacia",2076,"Pittosporum senacia","Syrphids","14_2_kaiser-bunbury_2010_mauritius_restored.csv",4,-0.38878321853931,"Apiales","Pittosporaceae","Pittosporum",NA,"dioecious","none","quantitative",0,NA,NA,1750,"25",75,11,7.5,6,6,NA,NA,3.75,NA,"Pittosporum senacia",1
"1912","Pittosporum senacia",2062,"Pittosporum senacia","Hymenoptera","11_5_kaiser-bunbury_2017_seychelles_rosebelle.csv",1,-0.520438144472648,"Apiales","Pittosporaceae","Pittosporum",NA,"dioecious","none","quantitative",0,NA,NA,1750,"25",75,11,7.5,6,6,NA,NA,3.75,NA,"Pittosporum senacia",1
"1913","Pittosporum senacia",2066,"Pittosporum senacia","Hymenoptera","13_5_kaiser-bunbury_2011_seychelles_tea_plantation.csv",11,-0.288029270413369,"Apiales","Pittosporaceae","Pittosporum",NA,"dioecious","none","quantitative",0,NA,NA,1750,"25",75,11,7.5,6,6,NA,NA,3.75,NA,"Pittosporum senacia",1
"1914","Pittosporum senacia",2070,"Pittosporum senacia","Non-syrphids-diptera","11_8_kaiser-bunbury_2017_seychelles_trois_feres.csv",3,-0.520946745179435,"Apiales","Pittosporaceae","Pittosporum",NA,"dioecious","none","quantitative",0,NA,NA,1750,"25",75,11,7.5,6,6,NA,NA,3.75,NA,"Pittosporum senacia",1
"1915","Pittosporum senacia",2072,"Pittosporum senacia","Non-syrphids-diptera","13_6_kaiser-bunbury_2011_seychelles_trois_ferres.csv",3,-0.507597901727195,"Apiales","Pittosporaceae","Pittosporum",NA,"dioecious","none","quantitative",0,NA,NA,1750,"25",75,11,7.5,6,6,NA,NA,3.75,NA,"Pittosporum senacia",1
"1916","Pittosporum senacia",2061,"Pittosporum senacia","Coleoptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",1,-0.494515797549472,"Apiales","Pittosporaceae","Pittosporum",NA,"dioecious","none","quantitative",0,NA,NA,1750,"25",75,11,7.5,6,6,NA,NA,3.75,NA,"Pittosporum senacia",1
"1917","Pittosporum senacia",2071,"Pittosporum senacia","Non-syrphids-diptera","13_5_kaiser-bunbury_2011_seychelles_tea_plantation.csv",7,-0.41807423201094,"Apiales","Pittosporaceae","Pittosporum",NA,"dioecious","none","quantitative",0,NA,NA,1750,"25",75,11,7.5,6,6,NA,NA,3.75,NA,"Pittosporum senacia",1
"1918","Pittosporum senacia",2069,"Pittosporum senacia","Lepidoptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",12,-0.106829674512213,"Apiales","Pittosporaceae","Pittosporum",NA,"dioecious","none","quantitative",0,NA,NA,1750,"25",75,11,7.5,6,6,NA,NA,3.75,NA,"Pittosporum senacia",1
"1919","Pleurospermum davidii",2080,"Pleurospermum davidii","Lepidoptera","5_1_fang_2008_china.csv",2,-0.523349939883508,"Apiales","Apiaceae","Pleurospermum","hermaphrodite",NA,NA,NA,NA,"dish","actinomorphic",3200,"85",80,5.5,1,1.25,2,"herb","perennial",0.876,NA,"Pleurospermum davidii",5
"1920","Pleurospermum davidii",2078,"Pleurospermum davidii","Coleoptera","5_1_fang_2008_china.csv",7,-0.413553454174044,"Apiales","Apiaceae","Pleurospermum","hermaphrodite",NA,NA,NA,NA,"dish","actinomorphic",3200,"85",80,5.5,1,1.25,2,"herb","perennial",0.876,NA,"Pleurospermum davidii",5
"1921","Pleurospermum davidii",2079,"Pleurospermum davidii","Hymenoptera","5_1_fang_2008_china.csv",12,-0.303756968464581,"Apiales","Apiaceae","Pleurospermum","hermaphrodite",NA,NA,NA,NA,"dish","actinomorphic",3200,"85",80,5.5,1,1.25,2,"herb","perennial",0.876,NA,"Pleurospermum davidii",5
"1922","Pleurospermum davidii",2081,"Pleurospermum davidii","Non-syrphids-diptera","5_1_fang_2008_china.csv",88,1.36514961431926,"Apiales","Apiaceae","Pleurospermum","hermaphrodite",NA,NA,NA,NA,"dish","actinomorphic",3200,"85",80,5.5,1,1.25,2,"herb","perennial",0.876,NA,"Pleurospermum davidii",5
"1923","Pleurospermum davidii",2082,"Pleurospermum davidii","Syrphids","5_1_fang_2008_china.csv",21,-0.106123294187547,"Apiales","Apiaceae","Pleurospermum","hermaphrodite",NA,NA,NA,NA,"dish","actinomorphic",3200,"85",80,5.5,1,1.25,2,"herb","perennial",0.876,NA,"Pleurospermum davidii",5
"1924","Pleurostylia leucocarpa",2083,"Pleurostylia leucocarpa","Non-syrphids-diptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",9,-0.212562253522374,"Celastrales","Celastraceae","Pleurostylia",NA,NA,NA,NA,NA,NA,"actinomorphic",NA,"15",10,2,2,1,3,"tree","perennial",2.5,NA,"Pleurostylia leucocarpa",1
"1925","Pleurostylia leucocarpa",2084,"Pleurostylia leucocarpa","Syrphids","14_2_kaiser-bunbury_2010_mauritius_restored.csv",7,-0.283050639529149,"Celastrales","Celastraceae","Pleurostylia",NA,NA,NA,NA,NA,NA,"actinomorphic",NA,"15",10,2,2,1,3,"tree","perennial",2.5,NA,"Pleurostylia leucocarpa",1
"1926","Polemonium reptans",2086,"Polemonium reptans","Hymenoptera","16_1_burkle_usa_2013.csv",14,-0.383174730960203,"Ericales","Polemoniaceae","Polemonium","hermaphrodite","partially_self_compatible","low","quantitative",NA,"campanulate","actinomorphic",7,"7",60,16,5,10,16.5,"herb","perennial",0.35,NA,"Polemonium reptans",3
"1927","Polemonium reptans",2085,"Polemonium reptans","Apidae","16_1_burkle_usa_2013.csv",1,-0.54035985725943,"Ericales","Polemoniaceae","Polemonium","hermaphrodite","partially_self_compatible","low","quantitative",NA,"campanulate","actinomorphic",7,"7",60,16,5,10,16.5,"herb","perennial",0.35,NA,"Polemonium reptans",3
"1928","Polyscias mauritiana",2120,"Polyscias mauritiana","Syrphids","14_2_kaiser-bunbury_2010_mauritius_restored.csv",1,-0.494515797549472,"Apiales","Araliaceae","Polyscias",NA,NA,NA,NA,NA,NA,"actinomorphic",3500,"250",100,NA,1,0.5,2,"tree","perennial",2.5,NA,"Polyscias mauritiana",1
"1929","Polyscias mauritiana",2119,"Polyscias mauritiana","Non-syrphids-diptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",22,0.24561225552166,"Apiales","Araliaceae","Polyscias",NA,NA,NA,NA,NA,NA,"actinomorphic",3500,"250",100,NA,1,0.5,2,"tree","perennial",2.5,NA,"Polyscias mauritiana",1
"1930","Portulaca fluvialis",2122,"Portulaca fluvialis","Hymenoptera","10_1_souza_2017_brazil_chaco.csv",9,-0.248195508242867,"Caryophyllales","Portulacaceae","Portulaca","hermaphrodite","self_compatible","medium","quantitative",40,"bowl","actinomorphic",5,"1",30,30,5,6.5,123,"herb","annual",0.15,NA,"Portulaca fluvialis",4
"1931","Portulaca fluvialis",2121,"Portulaca fluvialis","Coleoptera","10_1_souza_2017_brazil_chaco.csv",12,-0.189425809997301,"Caryophyllales","Portulacaceae","Portulaca","hermaphrodite","self_compatible","medium","quantitative",40,"bowl","actinomorphic",5,"1",30,30,5,6.5,123,"herb","annual",0.15,NA,"Portulaca fluvialis",4
"1932","Potentilla crantzii",2126,"Potentilla crantzii","Lepidoptera","4_1_elberling_sweeden_1999.csv",1,-0.564950482232793,"Rosales","Rosaceae","Potentilla","hermaphrodite",NA,NA,NA,NA,"dish","actinomorphic",20,"3",19.1,19.1,NA,1.5,40,"herb","perennial",0.175,NA,"Potentilla crantzii",5
"1933","Potentilla crantzii",2123,"Potentilla crantzii","Apidae","4_1_elberling_sweeden_1999.csv",1,-0.564950482232793,"Rosales","Rosaceae","Potentilla","hermaphrodite",NA,NA,NA,NA,"dish","actinomorphic",20,"3",19.1,19.1,NA,1.5,40,"herb","perennial",0.175,NA,"Potentilla crantzii",5
"1934","Potentilla crantzii",2124,"Potentilla crantzii","Coleoptera","4_1_elberling_sweeden_1999.csv",1,-0.564950482232793,"Rosales","Rosaceae","Potentilla","hermaphrodite",NA,NA,NA,NA,"dish","actinomorphic",20,"3",19.1,19.1,NA,1.5,40,"herb","perennial",0.175,NA,"Potentilla crantzii",5
"1935","Potentilla crantzii",2127,"Potentilla crantzii","Non-syrphids-diptera","4_1_elberling_sweeden_1999.csv",43,3.46293721516767,"Rosales","Rosaceae","Potentilla","hermaphrodite",NA,NA,NA,NA,"dish","actinomorphic",20,"3",19.1,19.1,NA,1.5,40,"herb","perennial",0.175,NA,"Potentilla crantzii",5
