"","X","Plant_species","bee_family","Id","Interaction","Z_scores"
"1139",2713,"Trifolium repens","Apidae","17_3_arroyo_correa_new_zealand_2019_3.csv",17,0.291230073659182
"1140",2714,"Trifolium repens","Apidae","2_1_dicks_2002_england_shelfanger.csv",7,-0.275395888834767
"1141",2715,"Trifolium repens","Apidae","2_2_dicks_2002_england_hicklingbroad.csv",2,-0.277608534873355
"1142",2716,"Trifolium repens","Apidae","5_1_fang_2008_china.csv",101,1.08535877954366
"1143",2719,"Trifolium repens","Colletidae","17_3_arroyo_correa_new_zealand_2019_3.csv",1,-0.545838401528886
"1144",2729,"Verbascum thapsus","Apidae","17_2_arroyo_correa_new_zealand_2019_2.csv",4,-0.33411330601518
"1145",2730,"Verbascum thapsus","Colletidae","17_1_arroyo_correa_new_zealand_2019_1.csv",1,-0.593919646671325
"1146",2731,"Verbascum thapsus","Colletidae","17_2_arroyo_correa_new_zealand_2019_2.csv",1,-0.559639787575427
"1147",2733,"Verbascum thapsus","Halictidae","17_2_arroyo_correa_new_zealand_2019_2.csv",7,-0.108586824454934
"1148",2735,"Vicia sativa","Apidae","17_1_arroyo_correa_new_zealand_2019_1.csv",1,-0.593919646671325
"1149",2736,"Vicia sativa","Apidae","2_1_dicks_2002_england_shelfanger.csv",6,-0.279854881637797
"1150",2737,"Vicia sativa","Colletidae","17_1_arroyo_correa_new_zealand_2019_1.csv",1,-0.593919646671325
"1151",2741,"Wahlenbergia albomarginata","Apidae","17_1_arroyo_correa_new_zealand_2019_1.csv",1,-0.593919646671325
"1152",2742,"Wahlenbergia albomarginata","Apidae","17_2_arroyo_correa_new_zealand_2019_2.csv",3,-0.409288799868596
"1153",2744,"Wahlenbergia albomarginata","Colletidae","17_1_arroyo_correa_new_zealand_2019_1.csv",2,-0.49271360822509
"1154",2745,"Wahlenbergia albomarginata","Colletidae","17_2_arroyo_correa_new_zealand_2019_2.csv",7,-0.108586824454934
"1155",2747,"Wahlenbergia albomarginata","Halictidae","17_1_arroyo_correa_new_zealand_2019_1.csv",4,-0.290301531332621
"1156",2748,"Wahlenbergia albomarginata","Halictidae","17_2_arroyo_correa_new_zealand_2019_2.csv",1,-0.559639787575427
"1157",2749,"Wahlenbergia albomarginata","Halictidae","17_3_arroyo_correa_new_zealand_2019_3.csv",2,-0.493521621829632
"1158",2750,"Dianthus armeria","Apidae","17_2_arroyo_correa_new_zealand_2019_2.csv",1,-0.559639787575427
"1159",2753,"Mimulus moschatus","Apidae","17_2_arroyo_correa_new_zealand_2019_2.csv",1,-0.559639787575427
"1160",2760,"Celmisia graminifolia","Colletidae","17_3_arroyo_correa_new_zealand_2019_3.csv",3,-0.441204842130378
"1161",2763,"Cirsium palustre","Apidae","17_3_arroyo_correa_new_zealand_2019_3.csv",1,-0.545838401528886
"1162",2764,"Cirsium palustre","Apidae","2_2_dicks_2002_england_hicklingbroad.csv",23,-0.118017154922006
"1163",2768,"Cirsium vulgare","Apidae","17_3_arroyo_correa_new_zealand_2019_3.csv",1,-0.545838401528886
"1164",2771,"Hypericum perforatum","Apidae","17_3_arroyo_correa_new_zealand_2019_3.csv",16,0.238913293959928
"1165",2772,"Hypericum perforatum","Colletidae","17_3_arroyo_correa_new_zealand_2019_3.csv",2,-0.493521621829632
"1166",2774,"Muehlenbeckia axillaris","Apidae","17_3_arroyo_correa_new_zealand_2019_3.csv",4,-0.388888062431123
"1167",2784,"Stellaria graminea","Colletidae","17_3_arroyo_correa_new_zealand_2019_3.csv",1,-0.545838401528886
"1168",2787,"Angelica archangelica","Apidae","18_1_bundgaard_2003_denmark.csv",1,-0.692346316386729
"1169",2791,"Apiaceae sp.1","Apidae","18_1_bundgaard_2003_denmark.csv",1,-0.692346316386729
"1170",2793,"Chamaenerium angustifolium","Apidae","18_1_bundgaard_2003_denmark.csv",1,-0.692346316386729
"1171",2795,"Cirsium pratensis","Apidae","18_1_bundgaard_2003_denmark.csv",27,0.791252933013405
"1172",2796,"Epilobium hirsutum","Andrenidae","18_1_bundgaard_2003_denmark.csv",2,-0.635284806794416
"1173",2797,"Epilobium hirsutum","Apidae","18_1_bundgaard_2003_denmark.csv",58,2.5601597303751
"1174",2799,"Lathyrus pratensis","Andrenidae","2_1_dicks_2002_england_shelfanger.csv",1,-0.302149845652948
"1175",2801,"Lathyrus pratensis","Apidae","18_1_bundgaard_2003_denmark.csv",33,1.13362199056728
"1176",2802,"Lathyrus pratensis","Apidae","2_1_dicks_2002_england_shelfanger.csv",198,0.576271736543993
"1177",2803,"Lathyrus pratensis","Apidae","2_2_dicks_2002_england_hicklingbroad.csv",4,-0.262409355830369
"1178",2810,"sp.1","Apidae","18_1_bundgaard_2003_denmark.csv",1,-0.692346316386729
"1179",2811,"Stachys sylvatica","Andrenidae","18_1_bundgaard_2003_denmark.csv",1,-0.692346316386729
"1180",2812,"Stachys sylvatica","Apidae","18_1_bundgaard_2003_denmark.csv",32,1.07656048097497
"1181",2816,"Trifolium arvense","Apidae","18_1_bundgaard_2003_denmark.csv",15,0.106514817905651
"1182",2818,"Trifolium sp.1","Apidae","18_1_bundgaard_2003_denmark.csv",1,-0.692346316386729
"1183",2822,"Centaurea nigra","Apidae","2_2_dicks_2002_england_hicklingbroad.csv",547,3.86416775434023
"1184",2826,"Hypochoeris radicata","Andrenidae","2_1_dicks_2002_england_shelfanger.csv",1,-0.302149845652948
"1185",2831,"Hypochoeris radicata","Apidae","2_1_dicks_2002_england_shelfanger.csv",17,-0.230805960804466
"1186",2832,"Hypochoeris radicata","Apidae","2_2_dicks_2002_england_hicklingbroad.csv",4,-0.262409355830369
"1187",2840,"Hypochoeris radicata","Colletidae","6_1_inouye_1988_australia.csv",12,-0.0730686908731112
"1188",2841,"Hypochoeris radicata","Halictidae","2_1_dicks_2002_england_shelfanger.csv",1,-0.302149845652948
"1189",2842,"Hypochoeris radicata","Halictidae","2_2_dicks_2002_england_hicklingbroad.csv",1,-0.285208124394848
"1190",2846,"Hypochoeris radicata","Halictidae","6_1_inouye_1988_australia.csv",57,1.28326888345902
"1191",2850,"Lotus corniculatus","Andrenidae","2_1_dicks_2002_england_shelfanger.csv",8,-0.270936896031737
"1192",2852,"Lotus corniculatus","Apidae","2_1_dicks_2002_england_shelfanger.csv",1028,4.27723576305902
"1193",2853,"Lotus corniculatus","Apidae","2_2_dicks_2002_england_hicklingbroad.csv",5,-0.254809766308876
"1194",2854,"Lotus corniculatus","Apidae","8_1_olesen_2002_azores.csv",56,0.197443156145886
"1195",2858,"Lotus corniculatus","Megachilidae","2_1_dicks_2002_england_shelfanger.csv",9,-0.266477903228707
"1196",2860,"Lychnis flos-cuculi","Apidae","2_1_dicks_2002_england_shelfanger.csv",3,-0.293231860046888
"1197",2868,"Prunella vulgaris","Apidae","2_1_dicks_2002_england_shelfanger.csv",3,-0.293231860046888
"1198",2869,"Prunella vulgaris","Apidae","5_1_fang_2008_china.csv",17,-0.352337117666322
"1199",2872,"Prunella vulgaris","Halictidae","5_1_fang_2008_china.csv",5,-0.557722245839176
"1200",2875,"Ranunculus acris","Andrenidae","2_2_dicks_2002_england_hicklingbroad.csv",1,-0.285208124394848
"1201",2876,"Ranunculus acris","Apidae","2_1_dicks_2002_england_shelfanger.csv",1,-0.302149845652948
"1202",2877,"Ranunculus acris","Apidae","2_2_dicks_2002_england_hicklingbroad.csv",3,-0.270008945351862
"1203",2878,"Ranunculus acris","Halictidae","2_1_dicks_2002_england_shelfanger.csv",2,-0.297690852849918
"1204",2879,"Ranunculus acris","Halictidae","2_2_dicks_2002_england_hicklingbroad.csv",1,-0.285208124394848
"1205",2889,"Trifolium dubium","Andrenidae","2_1_dicks_2002_england_shelfanger.csv",9,-0.266477903228707
"1206",2891,"Trifolium dubium","Apidae","2_1_dicks_2002_england_shelfanger.csv",8,-0.270936896031737
"1207",2892,"Trifolium dubium","Apidae","2_2_dicks_2002_england_hicklingbroad.csv",1,-0.285208124394848
"1208",2897,"Trifolium pratense","Apidae","2_1_dicks_2002_england_shelfanger.csv",3,-0.293231860046888
"1209",2898,"Trifolium pratense","Apidae","5_1_fang_2008_china.csv",32,-0.0956057074502543
"1210",2903,"Vicia cracca","Andrenidae","2_1_dicks_2002_england_shelfanger.csv",4,-0.288772867243858
"1211",2904,"Vicia cracca","Apidae","2_1_dicks_2002_england_shelfanger.csv",77,0.0367336073773437
"1212",2911,"Filipendula ulmaria","Apidae","2_2_dicks_2002_england_hicklingbroad.csv",2,-0.277608534873355
"1213",2917,"Orchis morio","Apidae","2_2_dicks_2002_england_hicklingbroad.csv",1,-0.285208124394848
"1214",2920,"Primula veris","Apidae","2_2_dicks_2002_england_hicklingbroad.csv",7,-0.239610587265891
"1215",2922,"Calluna vulgaris","Andrenidae","3_1_dupont_2009_denmark_hl.csv",11,-0.340677561628561
"1216",2923,"Calluna vulgaris","Andrenidae","3_2_dupont_2009_denmark_ib.csv",9,-0.294244586348445
"1217",2925,"Calluna vulgaris","Apidae","3_1_dupont_2009_denmark_hl.csv",4,-0.376700868749406
"1218",2926,"Calluna vulgaris","Apidae","3_2_dupont_2009_denmark_ib.csv",2,-0.330699667842942
"1219",2928,"Calluna vulgaris","Colletidae","3_1_dupont_2009_denmark_hl.csv",2,-0.386993242212505
"1220",2929,"Calluna vulgaris","Colletidae","3_2_dupont_2009_denmark_ib.csv",4,-0.320283930273086
"1221",2939,"Erica tetralix","Apidae","3_2_dupont_2009_denmark_ib.csv",66,0.00260393439246411
"1222",2945,"Erica tetralix","Halictidae","3_2_dupont_2009_denmark_ib.csv",18,-0.247373767284091
"1223",2961,"Melampyrum pratense","Andrenidae","3_1_dupont_2009_denmark_hl.csv",18,-0.304654254507716
"1224",2962,"Melampyrum pratense","Apidae","3_1_dupont_2009_denmark_hl.csv",104,0.13791780440552
"1225",2964,"Melampyrum pratense","Halictidae","3_1_dupont_2009_denmark_hl.csv",2,-0.386993242212505
"1226",2968,"Salix repens","Apidae","3_1_dupont_2009_denmark_hl.csv",3,-0.381847055480955
"1227",2993,"Trientalis europaea","Andrenidae","3_3_dupont_2009_denmark_so.csv",7,-0.374450178297337
"1228",2994,"Trientalis europaea","Apidae","3_1_dupont_2009_denmark_hl.csv",623,2.80878871807959
"1229",2995,"Trientalis europaea","Apidae","3_2_dupont_2009_denmark_ib.csv",729,3.45542093879988
"1230",3001,"Trientalis europaea","Halictidae","3_2_dupont_2009_denmark_ib.csv",9,-0.294244586348445
"1231",3002,"Trientalis europaea","Halictidae","3_3_dupont_2009_denmark_so.csv",6,-0.382833391244292
"1232",3005,"Vaccinium myrtillus","Andrenidae","3_2_dupont_2009_denmark_ib.csv",54,-0.0598904910266746
"1233",3008,"Vaccinium myrtillus","Apidae","3_2_dupont_2009_denmark_ib.csv",2,-0.330699667842942
"1234",3014,"Vaccinium myrtillus","Halictidae","3_2_dupont_2009_denmark_ib.csv",6,-0.309868192703229
"1235",3030,"Vaccinium vitis-idaea","Andrenidae","3_1_dupont_2009_denmark_hl.csv",2,-0.386993242212505
"1236",3039,"Vaccinium vitis-idaea","Halictidae","3_1_dupont_2009_denmark_hl.csv",3,-0.381847055480955
"1237",3052,"Genista anglica","Andrenidae","3_2_dupont_2009_denmark_ib.csv",3,-0.325491799058014
"1238",3053,"Genista anglica","Andrenidae","3_3_dupont_2009_denmark_so.csv",42,-0.0810377251539012
"1239",3055,"Genista anglica","Apidae","3_3_dupont_2009_denmark_so.csv",4,-0.399599817138203
"1240",3057,"Genista anglica","Colletidae","3_3_dupont_2009_denmark_so.csv",4,-0.399599817138203
"1241",3059,"Genista anglica","Halictidae","3_3_dupont_2009_denmark_so.csv",13,-0.324150900615605
"1242",3060,"Genista anglica","Melittidae","3_3_dupont_2009_denmark_so.csv",33,-0.156486641676499
"1243",3074,"Potentilla erecta","Colletidae","3_2_dupont_2009_denmark_ib.csv",3,-0.325491799058014
"1244",3080,"Scorzonera humilis","Apidae","3_2_dupont_2009_denmark_ib.csv",2,-0.330699667842942
"1245",3082,"Scorzonera humilis","Halictidae","3_2_dupont_2009_denmark_ib.csv",10,-0.289036717563517
"1246",3084,"Arnica montana","Apidae","3_3_dupont_2009_denmark_so.csv",427,3.14649925942389
"1247",3086,"Arnica montana","Halictidae","3_3_dupont_2009_denmark_so.csv",27,-0.206785919358231
"1248",3093,"Epilobium angustifolium","Andrenidae","3_3_dupont_2009_denmark_so.csv",2,-0.416366243032113
"1249",3094,"Epilobium angustifolium","Apidae","3_3_dupont_2009_denmark_so.csv",48,-0.0307384474721694
"1250",3096,"Epilobium angustifolium","Halictidae","3_3_dupont_2009_denmark_so.csv",7,-0.374450178297337
"1251",3109,"Astragalus alpinus","Apidae","4_1_elberling_sweeden_1999.csv",3,2.04124145231932
"1252",3110,"Bartsia alpina","Apidae","4_1_elberling_sweeden_1999.csv",1,-0.408248290463863
"1253",3119,"Potentilla crantzii","Apidae","4_1_elberling_sweeden_1999.csv",1,-0.408248290463863
"1254",3121,"Rhododendron lapponicum","Apidae","4_1_elberling_sweeden_1999.csv",1,-0.408248290463863
"1255",3122,"Salix lanata","Apidae","4_1_elberling_sweeden_1999.csv",1,-0.408248290463863
"1256",3126,"Saxifraga oppositifolia","Apidae","4_1_elberling_sweeden_1999.csv",1,-0.408248290463863
"1257",3133,"Adenophora capillaris","Apidae","5_1_fang_2008_china.csv",52,0.246702839504502
"1258",3135,"Adenophora capillaris","Halictidae","5_1_fang_2008_china.csv",14,-0.403683399709535
"1259",3136,"Adenophora jasionifolia","Apidae","5_1_fang_2008_china.csv",76,0.657473095850211
"1260",3138,"Adenophora jasionifolia","Halictidae","5_1_fang_2008_china.csv",8,-0.506375963795963
"1261",3139,"Adenophora khasiana","Apidae","5_1_fang_2008_china.csv",62,0.417857112981881
"1262",3141,"Adenophora khasiana","Halictidae","5_1_fang_2008_china.csv",12,-0.437914254405011
"1263",3144,"Agrimonia pilosa","Halictidae","5_1_fang_2008_china.csv",8,-0.506375963795963
"1264",3145,"Ajuga forrestii","Apidae","5_1_fang_2008_china.csv",326,4.93632993278467
"1265",3147,"Ajuga forrestii","Halictidae","5_1_fang_2008_china.csv",3,-0.591953100534652
"1266",3151,"Allium cyathophorum","Apidae","5_1_fang_2008_china.csv",3,-0.591953100534652
"1267",3153,"Allium cyathophorum","Halictidae","5_1_fang_2008_china.csv",4,-0.574837673186914
"1268",3154,"Allium wallichii","Apidae","5_1_fang_2008_china.csv",39,0.0242022839839105
"1269",3156,"Allium wallichii","Halictidae","5_1_fang_2008_china.csv",32,-0.0956057074502543
"1270",3157,"Anaphalis nepalensis","Apidae","5_1_fang_2008_china.csv",3,-0.591953100534652
"1271",3159,"Anaphalis nepalensis","Halictidae","5_1_fang_2008_china.csv",9,-0.489260536448225
"1272",3160,"Anemone rivularis","Apidae","5_1_fang_2008_china.csv",1,-0.626183955230127
"1273",3162,"Anemone rivularis","Halictidae","5_1_fang_2008_china.csv",17,-0.352337117666322
"1274",3163,"Arctium lappa","Apidae","5_1_fang_2008_china.csv",19,-0.318106262970846
"1275",3165,"Arctium lappa","Halictidae","5_1_fang_2008_china.csv",2,-0.60906852788239
"1276",3166,"Arenaria yunnanensis","Apidae","5_1_fang_2008_china.csv",6,-0.540606818491438
"1277",3168,"Arenaria yunnanensis","Halictidae","5_1_fang_2008_china.csv",43,0.0926639933748619
"1278",3170,"Aster diplostephioides","Colletidae","5_1_fang_2008_china.csv",2,-0.60906852788239
"1279",3171,"Aster diplostephioides","Halictidae","5_1_fang_2008_china.csv",3,-0.591953100534652
"1280",3172,"Aster oreophilus","Apidae","5_1_fang_2008_china.csv",1,-0.626183955230127
"1281",3174,"Aster oreophilus","Halictidae","5_1_fang_2008_china.csv",14,-0.403683399709535
"1282",3175,"Aster souliei","Apidae","5_1_fang_2008_china.csv",9,-0.489260536448225
"1283",3177,"Aster souliei","Halictidae","5_1_fang_2008_china.csv",19,-0.318106262970846
"1284",3180,"Aster vestitus","Halictidae","5_1_fang_2008_china.csv",9,-0.489260536448225
"1285",3181,"Aster yunnanensis","Apidae","5_1_fang_2008_china.csv",8,-0.506375963795963
"1286",3183,"Aster yunnanensis","Halictidae","5_1_fang_2008_china.csv",2,-0.60906852788239
"1287",3184,"Astragalus pullus","Apidae","5_1_fang_2008_china.csv",71,0.571895959111521
"1288",3187,"Carduus crispus","Apidae","5_1_fang_2008_china.csv",56,0.315164548895454
"1289",3190,"Chamaenerion angustifolium","Apidae","5_1_fang_2008_china.csv",72,0.589011386459259
"1290",3192,"Chamaenerion angustifolium","Halictidae","5_1_fang_2008_china.csv",5,-0.557722245839176
"1291",3193,"Cimicifuga yunnanensis","Apidae","5_1_fang_2008_china.csv",13,-0.420798827057273
"1292",3195,"Cimicifuga yunnanensis","Halictidae","5_1_fang_2008_china.csv",12,-0.437914254405011
"1293",3196,"Cirsium eriophoroides","Apidae","5_1_fang_2008_china.csv",94,0.965550788109492
"1294",3199,"Clematis akebioides","Apidae","5_1_fang_2008_china.csv",108,1.20516677097782
"1295",3202,"Clinopodium repens","Apidae","5_1_fang_2008_china.csv",40,0.0413177113316484
"1296",3207,"Codonopsis convolvulacea","Halictidae","5_1_fang_2008_china.csv",1,-0.626183955230127
"1297",3210,"Cyananthus delavayi","Halictidae","5_1_fang_2008_china.csv",3,-0.591953100534652
"1298",3211,"Cynoglossum amabile","Apidae","5_1_fang_2008_china.csv",123,1.46189818119389
"1299",3213,"Cynoglossum amabile","Halictidae","5_1_fang_2008_china.csv",4,-0.574837673186914
"1300",3216,"Daucus catota","Halictidae","5_1_fang_2008_china.csv",7,-0.5234913911437
"1301",3217,"Dipsacus asperoides","Apidae","5_1_fang_2008_china.csv",66,0.486318822372832
"1302",3219,"Dipsacus asperoides","Halictidae","5_1_fang_2008_china.csv",2,-0.60906852788239
"1303",3220,"Dipsacus chinensis","Apidae","5_1_fang_2008_china.csv",240,3.46440318087922
"1304",3222,"Dipsacus chinensis","Halictidae","5_1_fang_2008_china.csv",18,-0.335221690318584
"1305",3223,"Dubyaea bhotanica","Apidae","5_1_fang_2008_china.csv",93,0.948435360761754
"1306",3225,"Dubyaea bhotanica","Halictidae","5_1_fang_2008_china.csv",7,-0.5234913911437
"1307",3228,"Epilobium tibetanum","Halictidae","5_1_fang_2008_china.csv",14,-0.403683399709535
"1308",3232,"Galeopsis bifida","Apidae","5_1_fang_2008_china.csv",152,1.95824557427829
"1309",3237,"Gentiana chungtienensis","Halictidae","5_1_fang_2008_china.csv",3,-0.591953100534652
"1310",3238,"Gentiana crassicaulis","Apidae","5_1_fang_2008_china.csv",27,-0.181182844188944
"1311",3240,"Gentiana crassicaulis","Halictidae","5_1_fang_2008_china.csv",6,-0.540606818491438
"1312",3241,"Geranium delavaryi","Apidae","5_1_fang_2008_china.csv",109,1.22228219832556
"1313",3243,"Geranium delavaryi","Halictidae","5_1_fang_2008_china.csv",11,-0.455029681752749
"1314",3247,"Halenia elliptica","Apidae","5_1_fang_2008_china.csv",94,0.965550788109492
"1315",3249,"Halenia elliptica","Halictidae","5_1_fang_2008_china.csv",3,-0.591953100534652
"1316",3252,"Herpetospermum pedunculosum","Halictidae","5_1_fang_2008_china.csv",3,-0.591953100534652
"1317",3253,"Impatiens chungtienensis","Apidae","5_1_fang_2008_china.csv",36,-0.027143998059303
"1318",3255,"Impatiens chungtienensis","Halictidae","5_1_fang_2008_china.csv",1,-0.626183955230127
"1319",3258,"Ixeridium biparum","Halictidae","5_1_fang_2008_china.csv",10,-0.472145109100487
"1320",3261,"Juncus allioides","Halictidae","5_1_fang_2008_china.csv",5,-0.557722245839176
"1321",3262,"Ligularia cymbulifera","Apidae","5_1_fang_2008_china.csv",18,-0.335221690318584
"1322",3265,"Ligularia dictyoneura","Apidae","5_1_fang_2008_china.csv",125,1.49612903588936
"1323",3267,"Ligularia dictyoneura","Halictidae","5_1_fang_2008_china.csv",5,-0.557722245839176
"1324",3268,"Ligularia lankongensis","Apidae","5_1_fang_2008_china.csv",35,-0.0442594254070408
"1325",3270,"Ligularia lankongensis","Halictidae","5_1_fang_2008_china.csv",3,-0.591953100534652
"1326",3271,"Lilium duchartrei","Apidae","5_1_fang_2008_china.csv",22,-0.266759980927633
"1327",3273,"Lilium duchartrei","Halictidae","5_1_fang_2008_china.csv",3,-0.591953100534652
"1328",3274,"Lotus cornculatus","Apidae","5_1_fang_2008_china.csv",28,-0.164067416841206
"1329",3277,"Mentha haplocalyx","Apidae","5_1_fang_2008_china.csv",4,-0.574837673186914
"1330",3279,"Mentha haplocalyx","Halictidae","5_1_fang_2008_china.csv",3,-0.591953100534652
"1331",3280,"Microula sikkimensis","Apidae","5_1_fang_2008_china.csv",241,3.48151860822695
"1332",3285,"Myosotis alpestris","Halictidae","5_1_fang_2008_china.csv",1,-0.626183955230127
"1333",3286,"Nepeta stewartiana","Apidae","5_1_fang_2008_china.csv",7,-0.5234913911437
"1334",3289,"Onosma confertum","Apidae","5_1_fang_2008_china.csv",131,1.59882159997579
"1335",3292,"Origanum vulgare","Apidae","5_1_fang_2008_china.csv",260,3.80671172783397
"1336",3294,"Origanum vulgare","Halictidae","5_1_fang_2008_china.csv",17,-0.352337117666322
"1337",3295,"Pedicularis cephalantha","Apidae","5_1_fang_2008_china.csv",8,-0.506375963795963
"1338",3298,"Pedicularis densispica","Apidae","5_1_fang_2008_china.csv",119,1.39343647180294
"1339",3300,"Pedicularis densispica","Halictidae","5_1_fang_2008_china.csv",1,-0.626183955230127
"1340",3301,"Pedicularis dichotoma","Apidae","5_1_fang_2008_china.csv",4,-0.574837673186914
"1341",3304,"Pedicularis rex","Apidae","5_1_fang_2008_china.csv",224,3.19055634331541
"1342",3307,"Pedicularis siphonantha","Apidae","5_1_fang_2008_china.csv",6,-0.540606818491438
"1343",3310,"Pedicularis tricolor","Apidae","5_1_fang_2008_china.csv",13,-0.420798827057273
"1344",3312,"Pedicularis tricolor","Halictidae","5_1_fang_2008_china.csv",3,-0.591953100534652
"1345",3313,"Phlomis atropurpurea","Apidae","5_1_fang_2008_china.csv",51,0.229587412156765
"1346",3316,"Phlomis tatsienensis","Apidae","5_1_fang_2008_china.csv",191,2.62574724084006
"1347",3319,"Picris hieracioides","Apidae","5_1_fang_2008_china.csv",31,-0.112721134797992
"1348",3321,"Picris hieracioides","Halictidae","5_1_fang_2008_china.csv",18,-0.335221690318584
"1349",3324,"Pleurospermum davidii","Halictidae","5_1_fang_2008_china.csv",4,-0.574837673186914
"1350",3325,"Polygonum macrophyllum","Apidae","5_1_fang_2008_china.csv",6,-0.540606818491438
"1351",3327,"Polygonum macrophyllum","Halictidae","5_1_fang_2008_china.csv",17,-0.352337117666322
"1352",3328,"Polygonum runcinatum","Apidae","5_1_fang_2008_china.csv",4,-0.574837673186914
"1353",3330,"Polygonum runcinatum","Halictidae","5_1_fang_2008_china.csv",44,0.1097794207226
"1354",3331,"Polygonum sinomontanum","Apidae","5_1_fang_2008_china.csv",1,-0.626183955230127
"1355",3333,"Polygonum sinomontanum","Halictidae","5_1_fang_2008_china.csv",41,0.0584331386793862
"1356",3334,"Potentilla fallens","Apidae","5_1_fang_2008_china.csv",6,-0.540606818491438
"1357",3336,"Potentilla fallens","Halictidae","5_1_fang_2008_china.csv",2,-0.60906852788239
"1358",3337,"Potentilla griffithii","Apidae","5_1_fang_2008_china.csv",10,-0.472145109100487
"1359",3338,"Potentilla griffithii","Colletidae","5_1_fang_2008_china.csv",3,-0.591953100534652
"1360",3339,"Potentilla griffithii","Halictidae","5_1_fang_2008_china.csv",39,0.0242022839839105
"1361",3340,"Potentilla lancinata","Apidae","5_1_fang_2008_china.csv",42,0.0755485660271241
"1362",3342,"Potentilla lancinata","Halictidae","5_1_fang_2008_china.csv",83,0.777281087284376
"1363",3343,"Primula poisonii","Apidae","5_1_fang_2008_china.csv",4,-0.574837673186914
"1364",3346,"Primula secundiflora","Apidae","5_1_fang_2008_china.csv",26,-0.198298271536681
"1365",3349,"Pterocephalus hookeri","Apidae","5_1_fang_2008_china.csv",47,0.161125702765813
"1366",3351,"Pterocephalus hookeri","Halictidae","5_1_fang_2008_china.csv",5,-0.557722245839176
"1367",3352,"Salvia przewalskii","Apidae","5_1_fang_2008_china.csv",110,1.2393976256733
"1368",3354,"Salvia przewalskii","Halictidae","5_1_fang_2008_china.csv",1,-0.626183955230127
"1369",3355,"Saussurea wardii","Apidae","5_1_fang_2008_china.csv",97,1.01689707015271
"1370",3357,"Saussurea wardii","Halictidae","5_1_fang_2008_china.csv",5,-0.557722245839176
"1371",3363,"Silene yunnanensis","Halictidae","5_1_fang_2008_china.csv",2,-0.60906852788239
"1372",3366,"Spenceria ramalana","Halictidae","5_1_fang_2008_china.csv",25,-0.215413698884419
"1373",3369,"Stellaria yunnanensis","Halictidae","5_1_fang_2008_china.csv",15,-0.386567972361798
"1374",3370,"Swertia forrestii","Apidae","5_1_fang_2008_china.csv",1,-0.626183955230127
"1375",3372,"Swertia forrestii","Halictidae","5_1_fang_2008_china.csv",22,-0.266759980927633
"1376",3373,"Thalictrum delavayi","Apidae","5_1_fang_2008_china.csv",28,-0.164067416841206
"1377",3375,"Thalictrum delavayi","Halictidae","5_1_fang_2008_china.csv",13,-0.420798827057273
"1378",3379,"Tibetia himalaica","Apidae","5_1_fang_2008_china.csv",10,-0.472145109100487
"1379",3382,"Trollius vaginatus","Apidae","5_1_fang_2008_china.csv",27,-0.181182844188944
"1380",3384,"Trollius vaginatus","Halictidae","5_1_fang_2008_china.csv",29,-0.146951989493468
"1381",3398,"Baeckia gunniana","Colletidae","6_1_inouye_1988_australia.csv",1,-0.404617875709854
"1382",3419,"Celmisia longifolia","Halictidae","6_1_inouye_1988_australia.csv",5,-0.28405453576922
"1383",3422,"Craspedia sp.","Colletidae","6_1_inouye_1988_australia.csv",4,-0.314195370754378
"1384",3423,"Craspedia sp.","Halictidae","6_1_inouye_1988_australia.csv",9,-0.163491195828586
"1385",3430,"Epacris petrophila","Colletidae","6_1_inouye_1988_australia.csv",1,-0.404617875709854
"1386",3431,"Epacris petrophila","Halictidae","6_1_inouye_1988_australia.csv",4,-0.314195370754378
"1387",3439,"Euphrasia collina","Halictidae","6_1_inouye_1988_australia.csv",7,-0.223772865798903
"1388",3443,"Gentianella diemensis","Halictidae","6_1_inouye_1988_australia.csv",3,-0.344336205739537
"1389",3458,"Kunzea muelleri","Colletidae","6_1_inouye_1988_australia.csv",185,5.14129576155929
"1390",3459,"Kunzea muelleri","Halictidae","6_1_inouye_1988_australia.csv",1,-0.404617875709854
"1391",3467,"Leucopogon montanus","Halictidae","6_1_inouye_1988_australia.csv",1,-0.404617875709854
"1392",3470,"Microseris lanceolata","Colletidae","6_1_inouye_1988_australia.csv",4,-0.314195370754378
"1393",3471,"Microseris lanceolata","Halictidae","6_1_inouye_1988_australia.csv",3,-0.344336205739537
"1394",3482,"Orites lancifolia","Colletidae","6_1_inouye_1988_australia.csv",47,0.981860533607433
"1395",3483,"Orites lancifolia","Halictidae","6_1_inouye_1988_australia.csv",3,-0.344336205739537
"1396",3486,"Oxylobium ellipticum","Colletidae","6_1_inouye_1988_australia.csv",7,-0.223772865798903
"1397",3487,"Oxylobium ellipticum","Halictidae","6_1_inouye_1988_australia.csv",16,0.0474946490675223
"1398",3494,"Phebalium ovatifolium","Colletidae","6_1_inouye_1988_australia.csv",1,-0.404617875709854
"1399",3497,"Pimelea ligustrina","Apidae","6_1_inouye_1988_australia.csv",3,-0.344336205739537
"1400",3506,"Prostanthera cuneata","Colletidae","6_1_inouye_1988_australia.csv",14,-0.0127870209027945
"1401",3507,"Prostanthera cuneata","Halictidae","6_1_inouye_1988_australia.csv",15,0.0173538140823639
"1402",3510,"Richea continentis","Colletidae","6_1_inouye_1988_australia.csv",12,-0.0730686908731112
