"","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","Nectar_presence_absence","Clusters"
"Bidens laevis","Hermaphrodite","self_compatible","low",-0.123544634007664,"Capitulum","actinomorphic",-0.236879308572237,-0.163357518612842,-0.0302606643105785,1.21207890143705,-0.0551118107878842,-0.0550851502885664,-0.0806042551415843,"herb","Perennial",-0.438271474665527,"yes",2
"Bidens pilosa","Hermaphrodite","self_compatible","high",1.79879058245244,"Capitulum","actinomorphic",-0.236647312238936,-0.158437941734724,-0.67789743230219,-0.218110790610134,-0.171609893285746,-0.0550851502885664,-0.0982547865618123,"herb","Short lived",-0.338657419038777,"yes",1
"Bistorta macrophylla","Hermaphrodite","self_compatible","low",-0.128137276691724,"Tube","actinomorphic",-0.179228219746829,0.0752419599758753,-0.644398978785382,-0.711279649936747,-0.477417359842635,-0.0550851502885664,-0.127083987881518,"herb","Perennial",-0.537885530292277,"yes",2
"Bistorta sinomontana","Hermaphrodite","self_compatible","low",-0.109015404167286,"Tube","actinomorphic",-0.225627486407117,0.0752419599758753,-0.700229734646728,-0.612645878071425,-0.375481537657005,-0.321275465909877,-0.127083987881518,"herb","Perennial",-0.381349157164527,"yes",2
"Bistorta tenuicaulis","Dioecious","self_compatible","low",-0.143126286353825,"Tube","actinomorphic",-0.214027669742045,-0.0477474619770716,-0.588568222924036,-0.661962764004086,-0.375481537657005,0.166740112729192,-0.127083987881518,"herb","Perennial",-0.438271474665527,"yes",2
"Bituminaria bituminosa","Hermaphrodite","self_compatible","medium",0.217008015188575,"Tube","zygomorphic",-0.214027669742045,-0.0969432307582503,-0.700229734646728,-0.637304321037755,0.0322617510855124,0.277652744238072,-0.127083987881518,"herb","Short lived",-0.502309081854152,"yes",5
"Blainvillea dichotoma","Hermaphrodite","self_compatible","medium",1.64865551989175,"Capitulum","actinomorphic",-0.235487330572429,-0.163357518612842,-0.476906711201345,-0.509080417612836,-0.51527923665444,-0.665104623587403,-0.12178882845545,"herb","Short lived",-0.438271474665527,"no",1
"Blastus cochinchinensis","Hermaphrodite","self_compatible","none",-0.71336012543232,"Open","actinomorphic",-0.219827578074581,-0.155978153295665,-0.14192217603327,-0.366061448408118,-0.462855099530402,0.388565375746951,-0.0688372341947656,"shrub","Perennial",-0.011354093408027,"no",2
"Blephilia ciliata","Hermaphrodite","self_compatible","low",-0.191751400466069,"Tube","zygomorphic",-0.227947449740132,0.0260461911946966,0.304723870857496,-0.385514494064256,0.0804118648079101,0.61039063876471,-0.125318934739495,"herb","Perennial",-0.452502054040777,"yes",5
"Blephilia hirsuta","Hermaphrodite","self_compatible","low",-0.165827504952166,"Tube","zygomorphic",-0.228527440573385,-0.109242172953545,0.304723870857496,-0.410446645747513,-0.0492869066629911,0.388565375746951,-0.125318934739495,"herb","Perennial",-0.409810315915027,"yes",5
"Boechera stricta","Hermaphrodite","self_compatible","high",2.58618110283423,"Tube","actinomorphic",-0.233167367239414,-0.158437941734724,-0.700229734646728,-0.65703107541082,-0.573528277903371,-0.701151228827789,-0.0317711182122866,"herb","Short lived",-0.416925605602652,"yes",1
"Boerhavia caribaea","Hermaphrodite","self_compatible","high",2.58618110283423,"Campanulate","actinomorphic",-0.179228219746829,-0.109242172953545,-0.81189124636942,-0.735938092903078,-0.60847770265273,-0.426642465843313,-0.127083987881518,"herb","Perennial",-0.324426839663527,"yes",1
"Boerhavia erecta","Hermaphrodite","self_compatible","low",0.0992812590423796,"Campanulate","actinomorphic",-0.231427394739653,-0.133840057344134,-0.700229734646728,-0.661962764004086,-0.521104140779333,-0.540327913139914,-0.127083987881518,"herb","Short lived",-0.438271474665527,"no",1
"Boerhavia tuberosa","Hermaphrodite","self_compatible","low",0.0124770783882901,"Campanulate","actinomorphic",-0.236067321405682,-0.146138999539429,-0.81189124636942,-0.735938092903078,-0.60847770265273,-0.426642465843313,-0.127083987881518,"herb","Perennial",-0.324426839663527,"yes",2
"Boltonia asteroides","Hermaphrodite","self_compatible","low",-0.119708292416692,"Capitulum","actinomorphic",-0.235487330572429,-0.133840057344134,0.583877650164225,2.56829326458523,-0.107535947911922,-0.387823044815205,-0.0747207446681749,"herb","Perennial",-0.253273942787277,"yes",2
"Bonnetia sessilis","Hermaphrodite","self_compatible","none",-0.71336012543232,"Open","actinomorphic",-0.225627486407117,-0.163357518612842,0.416385382580188,2.19841662009027,0.27108282020613,0.943128533291348,-0.0688372341947656,"shrub","Perennial",-0.153659887160527,"no",2
"Bougainvillea spinosa","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Tube","actinomorphic",0.342763530181421,0.0752419599758753,-0.298248292445038,-0.0701601328121495,-0.0551118107878842,-0.609648307832964,-0.127083987881518,"shrub","Perennial",0.842480669106973,"yes",3
"Brachyglottis bellidioides","Hermaphrodite","partially_self_compatible","medium",0.598957408537329,"Capitulum","actinomorphic",-0.237111304905539,-0.168277095490959,-0.253583687755962,0.718910042110432,-0.238596290722017,-0.165997781797446,-0.112963562745336,"herb","Perennial",-0.566346689042777,"yes",1
"Brachyglottis bidwillii","Hermaphrodite","partially_self_compatible","low",-0.180344236530317,"Capitulum","actinomorphic",-0.179228219746829,-0.12154111514884,-0.608667295034121,-0.0652284442188834,-0.340532112907647,-0.387823044815205,-0.118847073218745,"shrub","Perennial",-0.438271474665527,"yes",2
"Brachyscome scapiformis","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Open","actinomorphic",-0.237111304905539,-0.168277095490959,-0.588568222924036,-0.0208432468794881,-0.462855099530402,-0.498735676324084,-0.107080052271926,"herb","Perennial",-0.495193792166527,"yes",3
"Brachyscome scapigera","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.236067321405682,-0.168277095490959,-0.655565129957651,-0.168793904677472,-0.398781154156578,-0.498735676324084,-0.0747207446681749,"herb","Perennial",-0.523654950917027,"yes",3
"Brachyscome sinclairii","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.236647312238936,-0.168277095490959,-0.476906711201345,0.225741182783819,-0.491979620154868,-0.498735676324084,-0.092371276088403,"herb","Perennial",-0.554962225542577,"yes",3
"Brachyscome stolonifera","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.236647312238936,-0.168277095490959,-0.644398978785382,-0.144135461711142,-0.375481537657005,-0.498735676324084,-0.092371276088403,"herb","Perennial",-0.537885530292277,"yes",3
"Brassica fruticulosa","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Tube","actinomorphic",-0.234907339739175,-0.158437941734724,-0.253583687755962,-0.0208432468794881,-0.317232496408074,-0.503172181584439,-0.115787647772572,"shrub","Perennial",-0.011354093408027,"yes",3
"Brassica rapa","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Tube","actinomorphic",-0.231427394739653,-0.133840057344134,-0.0302606643105785,-0.267427676542795,-0.34635701703254,-0.609648307832964,-0.112375211697995,"herb","Short lived",-0.367118577789277,"yes",3
"Bredemeyera microphylla","Hermaphrodite","self_compatible","low",-0.147875001087461,"Papilionaceous","zygomorphic",-0.231427394739653,-0.158437941734724,-0.588568222924036,-0.46469522027344,-0.244939368609687,-0.554191992078524,-0.125613110263166,"shrub","Perennial",-0.509424371541777,"yes",5
"Bredia hirsuta","Hermaphrodite","self_compatible","low",-0.502264476396631,"Open","actinomorphic",-0.233747358072668,-0.158437941734724,1.75632352325249,0.674524844771037,-0.60847770265273,0.388565375746951,-0.0688372341947656,"shrub","Perennial",-0.295965680913027,"no",2
"Brocchinia acuminata","Hermaphrodite","self_compatible","low",-0.239269481001443,"Open","actinomorphic",-0.233747358072668,-0.0969432307582503,-0.253583687755962,-0.242769233576464,-0.0259872901634187,0.166740112729192,-0.0204540093113695,"herb","Perennial",-0.011354093408027,"yes",2
"Brucea javanica","Monoecious","monoecious","none",-0.71336012543232,"Open","actinomorphic",0.342763530181421,0.321220803881769,-0.588568222924036,-0.674291985487251,-0.585178086153157,-0.609648307832964,-0.125318934739495,"tree","Perennial",0.130951700344473,"no",4
"Buddleja mendozensis","Hermaphrodite","self_compatible","high",1.94876972919183,"Tube","actinomorphic",-0.179228219746829,-0.12154111514884,-0.744894339335805,-0.661962764004086,-0.404606058281471,-0.471007518446864,-0.0435381391591053,"shrub","Perennial",-0.267504522162527,"yes",1
"Bursera graveolens","Dioecious","dioecious","none",-0.71336012543232,"Campanulate","actinomorphic",0.0527681135546155,-0.0477474619770716,-0.476906711201345,-0.523875483392634,-0.404606058281471,-0.609648307832964,-0.126495636834177,"tree","Perennial",1.12709225661197,"yes",4
"Caesalpinia pulcherrima","Hermaphrodite","self_compatible","low",-0.225927898529308,"Open","zygomorphic",-0.00523096977074551,-0.0231495775864822,0.193062359134805,1.70524776076366,-0.0551118107878842,4.82507063610213,-0.124142232644813,"shrub","Perennial",-0.153659887160527,"yes",5
"Calamagrostis arundinacea","Hermaphrodite","self_compatible","low",-0.117363618422667,"Open","zygomorphic",-0.230267413073146,-0.0231495775864822,-0.588568222924036,-0.711279649936747,-0.404606058281471,-0.609648307832964,-0.127083987881518,"herb","Perennial",-0.452502054040777,"no",5
"Calea lucidivenia","Hermaphrodite","self_compatible","low",-0.100905281807353,"Capitulum","actinomorphic",-0.231427394739653,-0.146138999539429,-0.700229734646728,-0.0967049466654045,-0.13600389262456,-0.387823044815205,-0.0747207446681749,"herb","Perennial",-0.417881900536669,"yes",2
"Calendula arvensis","Hermaphrodite","self_compatible","medium",2.06875304658334,"Capitulum","actinomorphic",-0.236067321405682,-0.168277095490959,-0.385344271588738,0.42794041510773,-0.288107975783609,-0.387823044815205,-0.110021807508631,"herb","Short lived",-0.509424371541777,"yes",1
"Callicarpa japonica","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Tube","actinomorphic",0.342763530181421,0.0752419599758753,-0.253583687755962,-0.563328992138763,-0.404606058281471,-0.487644413173196,-0.122377179502791,"shrub","Perennial",-0.295965680913027,"yes",3
"Calluna vulgaris","Hermaphrodite","partially_self_compatible","low",-0.304666950567486,"Campanulate","actinomorphic",0.0527681135546155,-0.0723453463676609,-0.521571315890421,-0.46469522027344,-0.288107975783609,-0.165997781797446,-0.125848450682102,"shrub","Perennial",-0.438271474665527,"yes",2
"Calophyllum eputamen","Hermaphrodite","self_compatible","low",-0.466518821510632,"Open","actinomorphic",-0.00523096977074551,-0.0477474619770716,1.30967747636172,-0.0208432468794881,-0.242838762559648,0.388565375746951,-0.127083987881518,"tree","Perennial",1.47200084186982,"no",2
"Calopogon tuberosus","Hermaphrodite","self_compatible","none",-0.71336012543232,"Open","zygomorphic",-0.236067321405682,-0.146138999539429,-0.0860914201719243,1.08878668660539,0.352631477954634,0.388565375746951,4.34379562086225,"herb","Perennial",-0.381349157164527,"no",3
"Calystegia hederacea","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Campanulate","actinomorphic",-0.236067321405682,-0.168277095490959,-0.287082141272769,0.64493471321144,1.60498586480665,0.333109059992512,-0.125318934739495,"vine","Perennial",-0.495193792166527,"yes",3
"Calystegia sepium","Hermaphrodite","self_compatible","low",-0.51463775600263,"Campanulate","actinomorphic",-0.236067321405682,-0.168277095490959,0.416385382580188,2.19841662009027,2.56609504541402,1.77497326960794,-0.125318934739495,"herb","Perennial",0.273257494096973,"yes",2
"Camassia quamash","Hermaphrodite","self_compatible","low",-0.375907045268696,"Open","zygomorphic",-0.225627486407117,-0.0969432307582503,1.30967747636172,0.965494471773739,0.469129560452496,0.943128533291348,-0.115316966934699,"herb","Perennial",-0.452502054040777,"yes",5
"Camassia scilloides","Hermaphrodite","self_compatible","low",-0.225110512179578,"Open","actinomorphic",-0.232587376406161,-0.0723453463676609,1.30967747636172,0.225741182783819,0.148759833583375,-0.665104623587403,-0.110021807508631,"herb","Perennial",-0.409810315915027,"yes",2
"Campanula americana","Hermaphrodite","self_compatible","low",-0.225927898529308,"Open","actinomorphic",-0.233747358072668,-0.0969432307582503,0.751369917748263,0.472325612447126,-0.171609893285746,0.776759586028029,-0.0747207446681749,"herb","Short lived",-0.295965680913027,"yes",1
"Campanula giesekiana","Hermaphrodite","self_incompatible","low",-0.712235281831775,"Campanulate","actinomorphic",-0.236067321405682,-0.163357518612842,-0.476906711201345,0.225741182783819,1.25549161731307,0.943128533291348,0.0248282525419114,"herb","Perennial",-0.523654950917027,"yes",2
"Campanula rotundifolia","Hermaphrodite","self_compatible","low",-0.225927898529308,"Campanulate","actinomorphic",-0.236647312238936,-0.168277095490959,-0.421075955339999,0.349033397615472,0.673001204823755,0.444021691501391,-0.0617770216266743,"herb","Perennial",-0.452502054040777,"yes",2
"Campnosperma seychellarum","Dioecious","dioecious","none",-0.71336012543232,"Open","actinomorphic",-0.150228678084148,-0.0969432307582503,-0.588568222924036,-0.627440943851223,-0.462855099530402,-0.609648307832964,-0.127083987881518,"tree","Perennial",2.26553860663197,"no",4
"Campsis radicans","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Funnelform","actinomorphic",-0.144428769751612,-0.146138999539429,5.32949189837862,2.59295170755156,3.61457778789478,4.60324537308437,-0.110021807508631,"vine","Perennial",0.842480669106973,"yes",3
"Camptosema paraguariense","Hermaphrodite","self_compatible","low",-0.112454613475953,"Papilionaceous","zygomorphic",-0.236647312238936,-0.158437941734724,-0.700229734646728,-0.514012106206102,0.00313723046104688,0.388565375746951,-0.122377179502791,"herb","Perennial",-0.276030220383789,"yes",5
"Canavalia lineata","Hermaphrodite","partially_self_compatible","low",-0.353547029229188,"Papilionaceous","zygomorphic",-0.235487330572429,-0.163357518612842,0.193062359134805,0.472325612447126,0.818623807946082,0.388565375746951,-0.122965530550132,"herb","Perennial",-0.515116603291877,"yes",5
"Canthium bibracteatum","Hermaphrodite","partially_self_compatible","low",-0.305184378623737,"Campanulate","actinomorphic",-0.179228219746829,-0.158437941734724,-0.365245199478653,-0.509080417612836,-0.462855099530402,-0.387823044815205,-0.126495636834177,"shrub","Perennial",1.12709225661197,"yes",2
"Caperonia palustris","Monoecious","monoecious","none",-0.71336012543232,"Open","actinomorphic",-0.233747358072668,-0.0969432307582503,-0.476906711201345,-0.587987435105094,-0.579353182028264,-0.637376465710183,-0.125907285786836,"herb","Short lived",-0.324426839663527,"yes",4
"Capsicum frutescens","Hermaphrodite","self_compatible","low",-0.225927898529308,"Open","actinomorphic",-0.236879308572237,-0.163357518612842,-0.560652844993364,0.0408028605363386,-0.22188609701373,-0.332366729060765,-0.0688372341947656,"shrub","Perennial",-0.295965680913027,"yes",2
"Cardamine bulbosa","Hermaphrodite","self_compatible","low",-0.225927898529308,"Tube","actinomorphic",-0.231427394739653,-0.133840057344134,0.416385382580188,-0.0208432468794881,-0.0551118107878842,-0.332366729060765,-0.116493669029381,"herb","Perennial",-0.495193792166527,"yes",2
"Cardamine concatenata","Hermaphrodite","self_compatible","low",-0.128085252675199,"Tube","actinomorphic",-0.236067321405682,-0.146138999539429,3.09626166392479,1.08878668660539,-0.165784989160853,0.000371165465873276,-0.120612126360768,"herb","Perennial",-0.523654950917027,"yes",2
"Cardamine scutata","Hermaphrodite","self_compatible","high",2.99862375636754,"Tube","actinomorphic",-0.232587376406161,-0.158437941734724,-0.588568222924036,-0.607714189478158,-0.521104140779333,-0.620739570983851,-0.110610158555972,"herb","Short lived",-0.473847923103652,"yes",1
"Cardamine tanakae","Hermaphrodite","self_compatible","low",0.179575094901758,"Campanulate","actinomorphic",-0.233747358072668,-0.158437941734724,-0.253583687755962,-0.46469522027344,-0.288107975783609,-0.387823044815205,-0.110610158555972,"herb","Short lived",-0.537885530292277,"yes",1
"Cardiandra alternifolia","Hermaphrodite","self_compatible","low",-0.130481630789753,"Open","actinomorphic",-0.228527440573385,0.0137472489994019,-0.566235920579498,-0.674291985487251,-0.517991214933255,-0.587465781531188,-0.0982547865618123,"shrub","Perennial",-0.395579736539777,"yes",2
"Cardiospermum galapageium","Hermaphrodite","self_compatible","low",-0.254256147239377,"Open","zygomorphic",-0.231427394739653,-0.153518364856606,-0.744894339335805,-0.366061448408118,-0.34635701703254,-0.637376465710183,-0.125907285786836,"vine","Perennial",0.415563287849473,"yes",5
"Carduus crispus","Hermaphrodite","self_compatible","low",-0.0162645503449795,"Capitulum","actinomorphic",-0.236647312238936,-0.158437941734724,-0.476906711201345,0.225741182783819,0.061386271709978,0.61039063876471,0.195920737108655,"herb","Short lived",-0.395579736539777,"yes",1
"Carex curvicollis","Monoecious","monoecious","none",-0.71336012543232,"Brush","zygomorphic",-0.228527440573385,0.0137472489994019,-0.700229734646728,-0.686621206970417,-0.340532112907647,-0.609648307832964,-0.127083987881518,"herb","Perennial",-0.495193792166527,"no",4
"Carica papaya","Hermaphrodite","self_compatible","low",-0.336098205332281,"Tube","actinomorphic",-0.225627486407117,-0.146138999539429,1.08635445291634,0.102448967952165,1.9836046329247,0.388565375746951,0.162384727410222,"tree","Perennial",1.12709225661197,"yes",2
"Carmichaelia angustata","Hermaphrodite","partially_self_compatible","low",-0.372192918827657,"Papilionaceous","zygomorphic",0.168766280205338,0.0752419599758753,-0.476906711201345,-0.575658213621928,-0.491979620154868,-0.282456044881769,-0.123259706073802,"shrub","Perennial",0.984786462859473,"yes",5
"Carpobrotus acinaciformis","Hermaphrodite","partially_self_compatible","low",0.0365356082646222,"Capitulum","actinomorphic",-0.237111304905539,-0.168277095490959,1.86798503497518,5.40401420571326,1.10986901419074,0.055827481220313,0.578348917880263,"herb","Perennial",-0.552116109667527,"yes",2
"Casearia coriacea","Hermaphrodite","self_compatible","low",-0.184297436873122,"Open","actinomorphic",-0.225627486407117,-0.165817307051901,-0.81189124636942,-0.711279649936747,-0.579353182028264,-0.709469676190955,-0.125318934739495,"tree","Perennial",1.41170384411697,"yes",2
"Cassiope tetragona","Hermaphrodite","self_compatible","high",3.03611854305239,"Campanulate","actinomorphic",-0.234907339739175,-0.168277095490959,-0.767226641680343,-0.415378334340779,-0.282283071658716,-0.498735676324084,-0.0217691504074907,"shrub","Perennial",-0.367118577789277,"yes",1
"Castanopsis sieboldii","Monoecious","monoecious","none",-0.71336012543232,"Brush","actinomorphic",9.04262602898557,0.813178491693556,-0.476906711201345,-0.514012106206102,-0.462855099530402,-0.609648307832964,-0.127083987881518,"tree","Perennial",5.11165448168197,"no",4
"Castela coccinea","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Open","actinomorphic",0.168766280205338,-0.158437941734724,-0.365245199478653,-0.514012106206102,-0.60847770265273,-0.554191992078524,-0.127083987881518,"shrub","Perennial",0.700174875354473,"yes",3
"Castela galapageia","Dioecious","dioecious","none",-0.71336012543232,"Open","actinomorphic",-0.214027669742045,-0.163357518612842,-0.365245199478653,-0.267427676542795,-0.404606058281471,-0.609648307832964,-0.127083987881518,"shrub","Perennial",0.130951700344473,"yes",4
"Castilleja coccinea","Hermaphrodite","self_compatible","medium",1.53632707565851,"Tube","zygomorphic",-0.227947449740132,-0.131380268905075,-0.0302606643105785,-0.46469522027344,0.585627642950358,2.05225484838014,-0.0394196818277188,"herb","Short lived",-0.492347676291477,"yes",5
"Catasetum discolor","Monoecious","monoecious","none",-0.71336012543232,"Open","zygomorphic",-0.236067321405682,-0.146138999539429,1.75632352325249,0.718910042110432,1.69235942668005,-0.165997781797446,4.34379562086225,"herb","Perennial",-0.523654950917027,"yes",4
"Catharanthus roseus","Hermaphrodite","self_compatible","none",-0.71336012543232,"Tube","actinomorphic",-0.234907339739175,-0.168277095490959,-0.0302606643105785,1.21207890143705,0.673001204823755,1.38677905932687,-0.104138297035222,"herb","Perennial",-0.438271474665527,"yes",3
"Caulophyllum thalictroides","Hermaphrodite","self_compatible","low",-0.675865338747473,"Open","actinomorphic",-0.231427394739653,-0.133840057344134,-0.0302606643105785,-0.267427676542795,-0.550228661403799,-0.651240544648793,-0.125907285786836,"herb","Perennial",-0.495193792166527,"yes",2
"Ceanothus americanus","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Open","actinomorphic",0.632758946808226,0.0137472489994019,-0.700229734646728,-0.390719891374448,-0.544403757278906,-0.698378413040067,-0.125907285786836,"shrub","Perennial",-0.438271474665527,"yes",3
"Celastrus scandens","Dioecious","dioecious","none",-0.71336012543232,"Open","actinomorphic",-0.00523096977074551,-0.0969432307582503,-0.365245199478653,-0.46469522027344,-0.51527923665444,-0.609648307832964,-0.124142232644813,"vine","Perennial",0.700174875354473,"yes",4
"Celmisia armstrongii","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.236647312238936,-0.168277095490959,-0.405443343698822,0.383555217768335,0.416705423328458,-0.387823044815205,0.00764840195955605,"herb","Perennial",-0.537885530292277,"yes",3
"Celmisia asteliifolia","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.236879308572237,-0.168277095490959,-0.298248292445038,0.62027627024511,0.125460217083802,-0.387823044815205,0.00764840195955605,"herb","Perennial",-0.523654950917027,"yes",3
"Celmisia coriacea","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.236879308572237,-0.168277095490959,0.193062359134805,1.70524776076366,0.328104581757615,-0.387823044815205,0.0282406886164888,"herb","Perennial",-0.488078502478902,"yes",3
"Celmisia discolor","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.236879308572237,-0.168277095490959,-0.365245199478653,0.472325612447126,-0.209471770097552,-0.387823044815205,0.00764840195955605,"herb","Perennial",-0.537885530292277,"yes",3
"Celmisia gracilenta","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.236647312238936,-0.168277095490959,-0.532737467062691,0.102448967952165,-0.419168318593704,-0.387823044815205,0.00764840195955605,"herb","Perennial",-0.537885530292277,"yes",3
"Celmisia graminifolia","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.236879308572237,-0.168277095490959,-0.0302606643105785,1.21207890143705,-0.0551118107878842,-0.387823044815205,0.00764840195955605,"herb","Perennial",-0.516539661229402,"yes",3
"Celmisia laricifolia","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.236995306738888,-0.168277095490959,-0.588568222924036,-0.0208432468794881,-0.462855099530402,-0.387823044815205,0.00764840195955605,"herb","Perennial",-0.537885530292277,"yes",3
"Celmisia lyallii","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.236647312238936,-0.168277095490959,-0.0860914201719243,1.08878668660539,-0.258983455159143,-0.387823044815205,0.00764840195955605,"herb","Perennial",-0.529347182667127,"yes",3
"Celmisia sessiliflora","Hermaphrodite","partially_self_compatible","low",0.0365356082646222,"Capitulum","actinomorphic",-0.228527440573385,-0.168277095490959,-0.588568222924036,-0.0208432468794881,-0.171609893285746,-0.387823044815205,0.00764840195955605,"herb","Perennial",-0.566346689042777,"yes",2
"Celmisia spectabilis","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.235487330572429,-0.168277095490959,0.416385382580188,2.19841662009027,0.352631477954634,-0.387823044815205,0.0194154229063748,"herb","Perennial",-0.537885530292277,"yes",3
"Celmisia verbascifolia","Hermaphrodite","self_incompatible","low",-0.693982819673591,"Capitulum","actinomorphic",-0.236647312238936,-0.168277095490959,-0.0302606643105785,1.21207890143705,-0.34635701703254,-0.387823044815205,0.00470664672285138,"herb","Perennial",-0.523654950917027,"yes",2
"Centaurea jacea","Hermaphrodite","self_incompatible","low",-0.616998523652263,"Open","actinomorphic",-0.236647312238936,-0.168277095490959,0.0814008474121131,1.45866333110035,0.323506957330168,0.277652744238072,-0.0864877656149936,"herb","Perennial",-0.452502054040777,"yes",2
"Centaurea nigra","Hermaphrodite","self_incompatible","low",-0.225927898529308,"Open","actinomorphic",-0.234907339739175,-0.168277095490959,-0.365245199478653,0.472325612447126,-0.305582688158288,0.277652744238072,-0.0864877656149936,"herb","Perennial",-0.452502054040777,"yes",2
"Centaurea solstitialis","Hermaphrodite","self_compatible","low",-0.225927898529308,"Campanulate","actinomorphic",-0.231427394739653,-0.168277095490959,-0.555069769407229,0.0531320820195039,0.527378601701427,0.166740112729192,-0.0982547865618123,"herb","Short lived",-0.563500573167727,"yes",1
"Cephalanthus occidentalis","Hermaphrodite","partially_self_compatible","low",-0.225927898529308,"Brush","actinomorphic",0.342763530181421,0.0752419599758753,-0.588568222924036,-0.563328992138763,-0.171609893285746,-0.0550851502885664,-0.127083987881518,"shrub","Perennial",-0.125198728410027,"yes",2
"Cerastium alpinum","Hermaphrodite","partially_self_compatible","medium",0.224009541688858,"Campanulate","actinomorphic",-0.234907339739175,-0.168277095490959,-0.497005783311429,0.181355985444424,0.00896213458593997,-0.443279360569644,-0.107080052271926,"herb","Perennial",-0.466732633416027,"yes",1
"Cerastium arcticum","Hermaphrodite","partially_self_compatible","low",-0.184001852971424,"Campanulate","actinomorphic",-0.234907339739175,-0.168277095490959,-0.588568222924036,-0.0208432468794881,-0.113360852036815,-0.443279360569644,-0.105609174653574,"herb","Perennial",-0.532193298542177,"yes",2
"Cerastium arvense","Hermaphrodite","self_incompatible","low",-0.225927898529308,"Open","actinomorphic",-0.235487330572429,-0.163357518612842,-0.532737467062691,0.102448967952165,0.381755998579099,-0.443279360569644,-0.102373243893199,"herb","Perennial",-0.523654950917027,"no",2
"Cerastium fontanum","Hermaphrodite","self_compatible","high",2.09874887593121,"Open","actinomorphic",-0.235487330572429,-0.163357518612842,-0.756060490508074,-0.390719891374448,-0.375481537657005,-0.387823044815205,-0.107080052271926,"herb","Perennial",-0.523654950917027,"yes",1
"Cerastium glomeratum","Hermaphrodite","self_compatible","low",0.148914982916446,"Open","actinomorphic",-0.231427394739653,-0.146138999539429,-0.655565129957651,-0.168793904677472,-0.229858934534678,-0.648467728861071,-0.112963562745336,"herb","Short lived",-0.519385777104452,"no",1
"Cerastium nutans","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Open","actinomorphic",-0.236067321405682,-0.158437941734724,-0.789558944024881,-0.46469522027344,-0.462855099530402,-0.648467728861071,-0.108021413947672,"herb","Short lived",-0.495193792166527,"yes",3
"Cerbera manghas","Hermaphrodite","self_compatible","low",-0.192328820181016,"Tube","actinomorphic",-0.0632300530961065,-0.133840057344134,0.751369917748263,0.349033397615472,1.02249545231734,2.05225484838014,-0.122965530550132,"tree","Perennial",1.12709225661197,"yes",2
"Cercis canadensis","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Papilionaceous","zygomorphic",1.50274519668864,-0.158437941734724,0.193062359134805,-0.144135461711142,0.0628196141892795,0.111283796974753,-0.124142232644813,"tree","Perennial",1.69631543162197,"yes",3
"Cereus hildmannianus","Hermaphrodite","partially_self_compatible","low",-0.432149225295967,"Open","actinomorphic",-0.231427394739653,-0.168277095490959,1.86798503497518,5.40401420571326,0.766199670822045,1.49769169083575,0.931359546284825,"tree","Perennial",2.26553860663197,"yes",2
"Cerinthe major","Hermaphrodite","self_compatible","low",0.0264420116890613,"Tube","actinomorphic",-0.234907339739175,-0.151058576417547,-0.253583687755962,-0.46469522027344,0.760374766697151,1.94134221687126,-0.126495636834177,"herb","Short lived",-0.495193792166527,"yes",1
"Chaerophyllum procumbens","Hermaphrodite","self_compatible","medium",0.223323387092525,"Open","actinomorphic",-0.234907339739175,-0.155978153295665,-0.588568222924036,-0.622509255257957,-0.585178086153157,-0.609648307832964,-0.126495636834177,"herb","Short lived",-0.537885530292277,"yes",1
