"","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","Nectar_presence_absence","Clusters"
"Arachis microsperma","Hermaphrodite","self_compatible","low",-0.211409917124935,"Papilionaceous","zygomorphic",-0.236647312238936,-0.168277095490959,-0.566235920579498,0.0284736390531733,2.94471381353207,3.71594432101333,-0.125318934739495,"herb","Perennial",-0.170251161536581,"no",5
"Aralia cordata","Hermaphrodite","self_compatible","low",-0.0259673976793044,"Open","actinomorphic",0.400762613506782,2.78100924294071,-0.700229734646728,-0.661962764004086,-0.579353182028264,-0.598557044682076,-0.124730583692154,"herb","Perennial",-0.324426839663527,"yes",2
"Aralia elata","Monoecious","monoecious","none",-0.705103773404317,"Open","actinomorphic",1.50274519668864,4.74883999418786,-0.700229734646728,-0.686621206970417,-0.579353182028264,-0.598557044682076,-0.124730583692154,"tree","Perennial",0.842480669106973,"yes",4
"Arctium lappa","Hermaphrodite","self_compatible","medium",1.18012660215246,"Capitulum","actinomorphic",-0.225627486407117,-0.163357518612842,-0.287082141272769,0.64493471321144,0.240893312944165,1.49769169083575,-0.104138297035222,"herb","Short lived",-0.125198728410027,"no",1
"Arctium minus","Hermaphrodite","self_compatible","medium",1.18012660215246,"Capitulum","actinomorphic",-0.234327348905921,-0.151058576417547,0.416385382580188,2.19841662009027,1.69235942668005,0.943128533291348,-0.110021807508631,"herb","Short lived",-0.295965680913027,"yes",1
"Arctotheca calendula","Hermaphrodite","self_compatible","low",0.0229631203978202,"Capitulum","actinomorphic",-0.234907339739175,-0.168277095490959,-0.0860914201719243,1.08878668660539,-0.398781154156578,-0.665104623587403,-0.092371276088403,"herb","Short lived",-0.537885530292277,"yes",1
"Ardisia pusilla","Hermaphrodite","self_compatible","low",-0.169226407365148,"Open","actinomorphic",-0.236067321405682,-0.163357518612842,-0.588568222924036,-0.587987435105094,-0.579353182028264,-0.443279360569644,-0.124436408168484,"shrub","Perennial",-0.515116603291877,"no",2
"Ardisia quinquegona","Hermaphrodite","self_compatible","low",-0.319613443819687,"Open","actinomorphic",0.342763530181421,0.0137472489994019,-0.588568222924036,-0.612645878071425,-0.550228661403799,-0.443279360569644,-0.124730583692154,"shrub","Perennial",0.301718652847473,"no",2
"Ardisia sieboldii","Hermaphrodite","self_compatible","low",-0.711485386098078,"Open","actinomorphic",5.56268102946391,0.0752419599758753,1.30967747636172,-0.0208432468794881,-0.521104140779333,0.444021691501391,-0.124142232644813,"tree","Perennial",1.69631543162197,"no",2
"Arenaria pseudofrigida","Hermaphrodite","self_compatible","low",-0.162173637989728,"Open","actinomorphic",-0.231427394739653,-0.168277095490959,-0.253583687755962,-0.262495987949529,-0.229858934534678,-0.387823044815205,-0.118847073218745,"shrub","Perennial",-0.570615862855352,"no",2
"Arenaria yunnanensis","Hermaphrodite","self_compatible","low",-0.203320416897679,"Open","actinomorphic",-0.231427394739653,-0.168277095490959,-0.566235920579498,0.0284736390531733,-0.233485422761101,0.000371165465873276,-0.118847073218745,"herb","Perennial",-0.516539661229402,"no",2
"Argemone subfusiformis","Hermaphrodite","self_compatible","low",0.0646079550555672,"Open","actinomorphic",-0.236647312238936,-0.168277095490959,0.193062359134805,1.70524776076366,0.818623807946082,-0.609648307832964,0.00470664672285138,"herb","Short lived",-0.367118577789277,"yes",1
"Argusia argentea","Hermaphrodite","self_compatible","low",-0.242358114054608,"Open","actinomorphic",0.226765363530699,0.444210225834716,4.65952282804247,-0.415378334340779,-0.462855099530402,-0.609648307832964,-0.125318934739495,"shrub","Perennial",0.130951700344473,"yes",2
"Arisaema triphyllum","Dioecious","dioecious","none",-0.71336012543232,"Open","zygomorphic",-0.231427394739653,-0.0477474619770716,0.416385382580188,2.19841662009027,6.35228272659454,-0.609648307832964,-0.124730583692154,"herb","Perennial",-0.452502054040777,"no",4
"Aristolochia tomentosa","Hermaphrodite","self_compatible","low",-0.0840270035811695,"Tube","zygomorphic",-0.231427394739653,-0.168277095490959,-0.628766367144206,-0.109613641558279,1.83798202980238,-0.709469676190955,-0.102373243893199,"vine","Perennial",2.97706757539447,"yes",5
"Arjona longifolia","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Tube","actinomorphic",-0.225627486407117,-0.12154111514884,-0.767226641680343,-0.415378334340779,0.207008874832306,0.72130327027359,-0.0679265550261389,"shrub","Perennial",-0.466732633416027,"yes",3
"Armeria scabra","Hermaphrodite","self_compatible","low",-0.094773321901601,"Campanulate","actinomorphic",-0.179228219746829,-0.0231495775864822,-0.476906711201345,-0.514012106206102,-0.282283071658716,-0.165997781797446,-0.124730583692154,"shrub","Perennial",-0.530770240604652,"yes",2
"Armeria velutina","Hermaphrodite","self_compatible","low",-0.201723138984905,"Open","actinomorphic",-0.208227761409509,-0.0477474619770716,-0.14192217603327,-0.415378334340779,-0.521104140779333,-0.709469676190955,-0.127083987881518,"herb","Perennial",-0.466732633416027,"yes",2
"Arnica alpina","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.236531314072285,-0.168277095490959,-0.14192217603327,0.965494471773739,-0.127923112349048,-0.154906518646558,-0.104138297035222,"herb","Perennial",-0.530770240604652,"yes",3
"Arnica angustifolia","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.236531314072285,-0.168277095490959,-0.14192217603327,0.965494471773739,-0.107535947911922,-0.0550851502885664,-0.104138297035222,"herb","Perennial",-0.530770240604652,"yes",3
"Arnica montana","Hermaphrodite","self_incompatible","none",-0.664616902742019,"Capitulum","actinomorphic",-0.236647312238936,-0.168277095490959,0.193062359134805,-0.415378334340779,0.0964667568021467,0.388565375746951,-0.104138297035222,"herb","Perennial",-0.466732633416027,"yes",3
"Arnoglossum atriplicifolium","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.202427853076973,0.567199647787663,-0.722562036991266,-0.316744562475456,0.760374766697151,0.166740112729192,-0.125024759215825,"herb","Perennial",-0.153659887160527,"yes",3
"Arnoglossum plantagineum","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.214027669742045,0.321220803881769,-0.588568222924036,-0.0208432468794881,-0.0551118107878842,0.277652744238072,-0.124142232644813,"herb","Perennial",-0.352887998414027,"no",3
"Aronia melanocarpa","Hermaphrodite","self_compatible","none",-0.71336012543232,"Open","actinomorphic",0.110767196879977,-0.133840057344134,0.0814008474121131,-0.31181287388219,-0.445380387155723,-0.276910413306325,-0.127025152776784,"shrub","Perennial",-0.196351625286277,"yes",3
"Aruncus dioicus","Dioecious","dioecious","none",-0.71336012543232,"Brush","actinomorphic",1.38674703003792,17.0477821894825,0.193062359134805,-0.514012106206102,1.17510794038954,-0.659558992011959,-0.125907285786836,"herb","Perennial",-0.253273942787277,"yes",4
"Asclepias floridana","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Campanulate","actinomorphic",-0.208227761409509,-0.109242172953545,0.0408565525056037,-0.0495179337439599,0.0879881234396897,0.0274754397908557,-0.0688372341947656,"shrub","Perennial",-0.0302380722389838,"yes",3
"Asclepias incarnata","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Open","actinomorphic",0.168766280205338,0.0752419599758753,-0.0302606643105785,-0.509080417612836,-0.0551118107878842,-0.709469676190955,-0.0935479781830849,"herb","Perennial",-0.281735101537777,"yes",3
"Asclepias purpurascens","Hermaphrodite","self_incompatible","low",-0.225927898529308,"Open","actinomorphic",-0.202427853076973,0.00144830680410718,0.304723870857496,-0.316744562475456,-0.0551118107878842,-0.709469676190955,-0.0300060650702638,"herb","Perennial",-0.438271474665527,"yes",2
"Asclepias sullivantii","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Open","actinomorphic",-0.208227761409509,-0.0231495775864822,-0.0302606643105785,-0.642236009631021,-0.299757784033395,-0.709469676190955,-0.092371276088403,"herb","Perennial",-0.324426839663527,"yes",3
"Asclepias syriaca","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Open","actinomorphic",-0.190828036411901,0.0752419599758753,-0.0302606643105785,-0.538670549172433,-0.375481537657005,-0.709469676190955,-0.00529532108194453,"herb","Perennial",-0.196351625286277,"yes",3
"Asclepias tuberosa","Hermaphrodite","self_incompatible","low",-0.225927898529308,"Open","actinomorphic",-0.121229136421468,0.0752419599758753,-0.0302606643105785,-0.44003677730711,-0.171609893285746,-0.709469676190955,-0.0864877656149936,"herb","Perennial",-0.452502054040777,"yes",2
"Asclepias verticillata","Hermaphrodite","self_incompatible","low",-0.225927898529308,"Open","actinomorphic",-0.227947449740132,0.0260461911946966,-0.0302606643105785,-0.489353663239771,-0.113360852036815,-0.709469676190955,-0.0994314886564942,"herb","Perennial",-0.495193792166527,"yes",2
"Asclepias viridiflora","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Tube","actinomorphic",-0.208227761409509,-0.109242172953545,-0.0194797453537526,-0.198021557125464,-0.0600484170337311,0.0259836648970613,-0.0834871752735549,"shrub","Perennial",-0.104884576351858,"yes",3
"Asimina triloba","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.202427853076973,-0.165817307051901,1.30967747636172,0.225741182783819,0.527378601701427,-0.498735676324084,-0.0982547865618123,"herb","Perennial",-0.338657419038777,"yes",3
"Asparagus officinalis","Dioecious","dioecious","none",-0.71336012543232,"Campanulate","actinomorphic",-0.00523096977074551,-0.165817307051901,-0.865488771996312,-0.632372632444489,-0.375481537657005,-0.665104623587403,-0.124730583692154,"vine","Perennial",-0.424040895290277,"yes",4
"Asperula gunnii","Dioecious","dioecious","none",-0.71336012543232,"Tube","actinomorphic",-0.225627486407117,-0.146138999539429,-0.476906711201345,-0.612645878071425,-0.491979620154868,-0.665104623587403,-0.126495636834177,"herb","Perennial",-0.552116109667527,"yes",4
"Asphodelus fistulosus","Hermaphrodite","self_compatible","high",2.58618110283423,"Open","actinomorphic",-0.179228219746829,-0.0477474619770716,-0.476906711201345,-0.341403005441787,-0.550228661403799,-0.110541466043006,-0.124142232644813,"herb","Short lived",-0.466732633416027,"yes",1
"Aster ageratoides","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.236299317738984,-0.151058576417547,-0.532737467062691,0.102448967952165,-0.171609893285746,-0.387823044815205,-0.112963562745336,"herb","Perennial",-0.367118577789277,"yes",3
"Aster asa-grayi","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Open","actinomorphic",-0.235487330572429,-0.168277095490959,-0.421075955339999,0.349033397615472,-0.0551118107878842,-0.387823044815205,-0.0688372341947656,"herb","Perennial",-0.512270487416827,"yes",3
"Aster diplostephioides","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.236647312238936,-0.168277095490959,-0.581868532220675,-0.00604818109968967,1.10986901419074,-0.165997781797446,-0.010002129460672,"herb","Perennial",-0.480963212791277,"yes",3
"Aster glehnii","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.228527440573385,0.0137472489994019,-0.253583687755962,0.718910042110432,-0.0273061455390319,-0.387823044815205,-0.107080052271926,"herb","Perennial",-0.196351625286277,"yes",3
"Aster iinumae","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.236067321405682,-0.168277095490959,-0.273682759866046,0.674524844771037,-0.550228661403799,-0.609648307832964,-0.0835460103782889,"herb","Perennial",-0.367118577789277,"yes",3
"Aster oreophilus","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.234907339739175,-0.168277095490959,-0.273682759866046,0.674524844771037,-0.0462338247723856,-0.165997781797446,-0.0835460103782889,"herb","Perennial",-0.466732633416027,"yes",3
"Aster salicifolius","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.235487330572429,-0.133840057344134,-0.834223548713958,-0.563328992138763,-0.229858934534678,-0.387823044815205,-0.104138297035222,"herb","Perennial",-0.281735101537777,"yes",3
"Aster satsumensis","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.235487330572429,-0.133840057344134,-0.497005783311429,0.181355985444424,-0.0734188372408545,-0.387823044815205,-0.0835460103782889,"herb","Perennial",-0.438271474665527,"yes",3
"Aster souliei","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.236995306738888,-0.168277095490959,-0.628766367144206,-0.109613641558279,-0.0551118107878842,-0.165997781797446,-0.010002129460672,"herb","Perennial",-0.513693545354352,"yes",3
"Aster subulatus","Hermaphrodite","self_compatible","low",-0.0119676477908961,"Capitulum","actinomorphic",-0.225627486407117,-0.12154111514884,-0.633232827613113,-0.119477018744811,0.119635312958909,-0.387823044815205,-0.107080052271926,"herb","Short lived",-0.537885530292277,"yes",1
"Aster vestitus","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.237111304905539,-0.168277095490959,0.863031429470954,3.1847543387435,0.236133395456771,-0.165997781797446,-0.0835460103782889,"herb","Perennial",-0.310196260288277,"yes",3
"Aster yunnanensis","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.236647312238936,-0.168277095490959,0.472216138441534,2.32170883492193,-0.107535947911922,-0.165997781797446,-0.0835460103782889,"herb","Perennial",-0.431156184977902,"yes",3
"Astilbe thunbergii","Hermaphrodite","self_compatible","low",-0.122441766518203,"Brush","actinomorphic",-0.202427853076973,0.567199647787663,-0.365245199478653,-0.46469522027344,-0.521104140779333,-0.52091820262586,-0.0688372341947656,"herb","Perennial",-0.324426839663527,"yes",2
"Astragalus alpinus","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Tube","zygomorphic",-0.223307523074103,-0.133840057344134,-0.387577501823192,-0.316744562475456,0.061386271709978,0.61039063876471,-0.123553881597473,"herb","Perennial",-0.540731646167327,"yes",3
"Astragalus canadensis","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Tube","zygomorphic",-0.202427853076973,-0.0231495775864822,-0.253583687755962,-0.514012106206102,0.0672111758348711,0.111283796974753,-0.120612126360768,"herb","Perennial",-0.324426839663527,"yes",3
"Astragalus mexicanus","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Tube","zygomorphic",-0.202427853076973,-0.133840057344134,-0.14192217603327,-0.267427676542795,0.294382436705702,0.111283796974753,-0.120612126360768,"herb","Perennial",-0.452502054040777,"yes",3
"Astragalus pullus","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Tube","zygomorphic",-0.223307523074103,-0.12154111514884,-0.253583687755962,-0.514012106206102,-0.0551118107878842,0.388565375746951,-0.118258722171404,"shrub","Perennial",-0.537885530292277,"yes",3
"Atamisquea emarginata","Hermaphrodite","self_incompatible","none",-0.582128372035355,"Open","zygomorphic",0.922754363435031,-0.155978153295665,-0.0302606643105785,-0.119477018744811,-0.0964579510837299,-0.0550851502885664,-0.114140264840018,"shrub","Perennial",0.700174875354473,"yes",3
"Aureolaria grandiflora","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Campanulate","actinomorphic",-0.235487330572429,-0.133840057344134,0.416385382580188,0.866860699908417,2.12922723604703,1.27586642781799,-0.0688372341947656,"herb","Perennial",-0.281735101537777,"yes",3
"Avicennia germinans","Hermaphrodite","self_compatible","low",-0.338412258583849,"Tube","actinomorphic",0.342763530181421,-0.109242172953545,0.193062359134805,-0.267427676542795,-0.288107975783609,-0.276910413306325,-0.125318934739495,"tree","Perennial",3.40398495665197,"yes",2
