"","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","Clusters"
"Leptinella pyrethrifolia","Dioecious","self_incompatible","none",-0.245963924871678,"Capitulum","actinomorphic",-0.221786856782548,-0.16881726021662,-0.701830476093504,-0.278126921942686,-0.353927671224026,-0.39019413343809,-0.00773025324114093,"herb","Perennial",-0.565998206731665,6
"Leptorhynchos squamatus","Hermaphrodite","self_incompatible","none",-0.0491152884373594,"Capitulum","actinomorphic",-0.232444309118428,-0.16881726021662,-0.679374544947187,-0.228246319908788,0.0352320687042404,-0.445367156490476,-0.122685296366175,"herb","Perennial",-0.441325578645722,9
"Leptospermum scoparium","Monoecious","self_compatible","none",-0.241610673775679,"Open","actinomorphic",-0.108943243814407,0.577709398848882,-0.72204081412519,-0.323019463773194,-0.587423515180986,-0.445367156490476,0.16941113310888,"shrub","Perennial",-0.267363772014174,8
"Lespedeza capitata","Hermaphrodite","self_compatible","high",0.785771915686762,"Papilionaceous","zygomorphic",-0.221786856782548,-0.133862834708536,-0.252711853167158,-0.522541871908785,-0.359914744146,-0.500540179542861,-0.128963725249467,"herb","Perennial",-0.281860589233469,11
"Lespedeza procumbens","Hermaphrodite","self_compatible","high",0.730685696792467,"Papilionaceous","zygomorphic",-0.22805594639189,-0.148843302783429,-0.364991508898744,-0.452709029061328,-0.264121577394426,-0.500540179542861,-0.128963725249467,"herb","Perennial",-0.267363772014174,11
"Lespedeza virginica","Hermaphrodite","self_compatible","high",0.72819423785806,"Papilionaceous","zygomorphic",-0.229309764313758,-0.133862834708536,-0.0281525417039849,-0.577410534146073,-0.41379840044376,-0.500540179542861,-0.128963725249467,"herb","Perennial",-0.441325578645722,11
"Lesquerella arctica","Hermaphrodite","self_compatible","high",4.88448073823394,"Tube","actinomorphic",-0.221786856782548,-0.153836792141727,-0.387447440045062,-0.377888126010482,-0.347940598302053,-0.445367156490476,-0.120293513934445,"herb","Perennial",-0.560199479843947,2
"Leucaena leucocephala","Hermaphrodite","partially_self_compatible","none",0.0325804111551686,"Brush","actinomorphic",0.643347509306537,0.128295356602092,-0.454815233484014,-0.727052340247766,-0.59341058810296,0.216709120138153,-0.128963725249467,"shrub","Perennial",1.15332431547681,12
"Leucanthemum vulgare","Hermaphrodite","self_incompatible","low",-0.962830199524245,"Open","actinomorphic",-0.233823508832483,-0.16881726021662,0.0841271140276016,1.46769414924374,-0.204250848174693,-0.555713202595247,-0.0219314614295392,"herb","Perennial",-0.455822395865018,9
"Leucochrysum albicans","Hermaphrodite","self_incompatible","none",-1.11276124921035,"Capitulum","actinomorphic",-0.233071218079363,-0.16881726021662,-0.196572025301365,0.844186623820013,0.319618032497974,-0.666059248700018,0.0170063719855618,"herb","Perennial",-0.513809664742201,9
"Leucogenes grandiceps","Hermaphrodite","self_incompatible","none",-0.0684127600289079,"Capitulum","actinomorphic",-0.232444309118428,-0.16881726021662,-0.38520184693043,0.425189566735272,-0.50360449427336,-0.645093499940112,-0.110726384207524,"herb","Perennial",-0.557300116400088,9
"Liatris pycnostachya","Hermaphrodite","self_incompatible","none",-0.18583952512367,"Capitulum","actinomorphic",-0.00863781006494767,0.128295356602092,0.196406769759188,-0.278126921942686,-0.12641890018904,1.37534260423825,-0.126571942817737,"herb","Perennial",-0.281860589233469,9
"Liatris scariosa","Hermaphrodite","self_incompatible","none",-0.144285831389683,"Capitulum","actinomorphic",-0.232820454494989,-0.141353068745983,1.7683219500014,0.819246322803065,0.00529670409437372,0.933958419819167,-0.0996643904607718,"herb","Perennial",-0.368841492549244,9
"Ligularia cymbulifera","Hermaphrodite","self_incompatible","none",-0.0824141400554556,"Capitulum","actinomorphic",-0.22805594639189,-0.0464767709383269,-0.0281525417039849,0.175786556565783,-0.264121577394426,-0.00398297207139003,-0.120592486738411,"herb","Perennial",-0.296357406452765,9
"Ligularia dictyoneura","Hermaphrodite","self_incompatible","none",-0.0519015936767347,"Capitulum","actinomorphic",-0.232444309118428,-0.133862834708536,-0.140432197435571,0.095977593311547,0.39445644402264,-0.00398297207139003,-0.120592486738411,"herb","Perennial",-0.358693720495737,9
"Ligularia fischeri","Hermaphrodite","self_compatible","none",-0.0514142913459226,"Tube","actinomorphic",-0.23119049119656,-0.108895387917048,2.44199988439092,1.21829113907425,0.244779620973307,0.933958419819167,-0.120592486738411,"herb","Perennial",-0.1803828686984,10
"Ligularia lankongensis","Hermaphrodite","self_incompatible","none",-0.0531157165144318,"Capitulum","actinomorphic",-0.233071218079363,-0.14634655810428,-0.0281525417039849,0.47008210856578,-0.0545740251253596,-0.00398297207139003,-0.120592486738411,"herb","Perennial",-0.513809664742201,9
"Ligularia tsangchanensis","Hermaphrodite","self_incompatible","none",-0.0700520364190688,"Capitulum","actinomorphic",-0.233071218079363,-0.14634655810428,0.196406769759188,-0.667195617807089,-0.174315483564826,0.38222818929531,-0.120592486738411,"herb","Perennial",-0.390586718378187,9
"Ligustrum japonicum","Hermaphrodite","partially_self_compatible","none",0.0244058128052109,"Tube","actinomorphic",3.52712872960349,0.328034930933998,-0.0281525417039849,-0.577410534146073,-0.294056942004293,-0.0591559951237757,-0.12716988842567,"shrub","Perennial",0.283515282319063,12
"Ligustrum obtusifolium","Hermaphrodite","partially_self_compatible","none",0.0937484598436931,"Tube","actinomorphic",1.64640184680113,-0.121379111312792,-0.252711853167158,-0.527529932112175,-0.114444754345093,-0.555713202595247,-0.12716988842567,"shrub","Perennial",0.283515282319063,12
"Lilium duchartrei","Hermaphrodite","self_compatible","none",-0.0926389041233256,"Open","actinomorphic",-0.233698127040297,-0.16881726021662,1.54376263853823,4.70993328144709,2.63960878976264,3.1408793419146,-0.0416636664913136,"herb","Perennial",-0.354344675329948,10
"Lilium superbum","Hermaphrodite","self_compatible","none",-0.10492875022073,"Open","actinomorphic",-0.233698127040297,-0.163823770858322,0.6006135303929,2.61494799602338,2.34025514366397,3.69260957243845,-0.0416636664913136,"herb","Perennial",-0.325351040891357,10
"Linaria viscosa","Hermaphrodite","self_incompatible","none",0.50575106859119,"Tube","zygomorphic",-0.229936673274692,-0.163823770858322,-0.140432197435571,-0.427768728044379,0.843486913170641,-0.224675064280933,-0.0166695400797327,"herb","Short lived",-0.484816030303609,14
"Lindera obtusiloba","Dioecious","dioecious","none",-1.11276124921035,"Open","actinomorphic",1.01949288586701,-0.121379111312792,-0.252711853167158,-0.452709029061328,-0.533539858883226,-0.610886225647633,-0.128963725249467,"tree","Perennial",1.29829248766976,6
"Lindera umbellata","Dioecious","dioecious","none",-1.11276124921035,"Open","actinomorphic",1.01949288586701,-0.108895387917048,-0.252711853167158,-0.477649330078277,-0.473669129663493,-0.610886225647633,-0.128963725249467,"shrub","Perennial",-0.151389234259808,6
"Lindernia dubia","Hermaphrodite","self_compatible","high",0.962280320846575,"Tube","zygomorphic",-0.23119049119656,-0.16881726021662,-0.847794028544567,-0.602350835163022,-0.264121577394426,-0.39019413343809,-0.0936849343814462,"herb","Short lived",-0.528306481961496,13
"Linum bienne","Hermaphrodite","self_compatible","none",0.0973083557370671,"Open","actinomorphic",-0.232444309118428,-0.133862834708536,-0.140432197435571,0.968888128904758,0.00529670409437372,-0.500540179542861,-0.128365779641535,"herb","Short lived",-0.490614757191328,3
"Linum sp.","Hermaphrodite","self_compatible","none",0.0311896123577968,"Open","actinomorphic",-0.231817400157494,-0.133862834708536,-0.701830476093504,-0.326054543254089,-0.310207512616698,-0.0591559951237757,-0.128365779641535,"shrub","Perennial",-0.426828761426426,12
"Liparis liliifolia","Hermaphrodite","self_incompatible","low",0.243299434022402,"Open","zygomorphic",-0.23119049119656,-0.108895387917048,-0.140432197435571,-0.377888126010482,-0.0545740251253596,-0.335021110385704,14.8190785274566,"herb","Perennial",-0.537004572293074,14
"Lippia alba","Hermaphrodite","self_incompatible","none",0.322630080296476,"Tube","zygomorphic",-0.140288691861113,-0.108895387917048,-0.0281525417039849,-0.527529932112175,-0.407811327521786,-0.555713202595247,-0.128365779641535,"shrub","Perennial",-0.296357406452765,14
"Lippia turbinata","Hermaphrodite","self_compatible","low",-0.932843989587023,"Tube","actinomorphic",0.392583924932889,-0.133862834708536,-0.701830476093504,-0.677171738213868,-0.488636811968426,-0.555713202595247,-0.128365779641535,"shrub","Perennial",-0.151389234259808,1
"Litsea cubeba","Dioecious","dioecious","none",-1.11276124921035,"Open","actinomorphic",0.706038405399949,-0.133862834708536,0.196406769759188,-0.622303075976581,-0.533539858883226,-0.688128457920973,-0.128963725249467,"shrub","Perennial",1.29829248766976,6
"Litsea japonica","Dioecious","dioecious","none",-1.11276124921035,"Brush","actinomorphic",-0.083866885377042,-0.133862834708536,-0.140432197435571,-0.622303075976581,-0.41379840044376,-0.688128457920973,-0.128963725249467,"tree","Perennial",0.863387971090891,6
"Lobelia cardinalis","Hermaphrodite","self_compatible","low",0.349239354507639,"Tube","zygomorphic",-0.231817400157494,-0.121379111312792,1.09464401561188,-0.0736164536037054,0.993163736219974,2.31328399612881,0.312918079012694,"herb","Perennial",-0.325351040891357,11
"Lobelia cardinalis x siphilitica","Hermaphrodite","self_compatible","none",0.422110312375555,"Tube","zygomorphic",-0.231817400157494,-0.121379111312792,0.420966081222361,0.719485118735269,0.544133267071974,1.48568865034302,0.187349501346856,"herb","Short lived",-0.368841492549244,13
"Lobelia inflata","Hermaphrodite","self_compatible","none",0.424407674019738,"Tube","zygomorphic",-0.232444309118428,-0.133862834708536,-0.140432197435571,-0.427768728044379,-0.114444754345093,-0.224675064280933,0.312918079012694,"herb","Short lived",-0.455822395865018,13
"Lobelia macrodon","Hermaphrodite","self_compatible","none",0.350120131780705,"Tube","zygomorphic",-0.233698127040297,-0.16881726021662,-0.533410992496124,0.095977593311547,0.0951027979239737,-0.528126691069054,0.245350225316314,"herb","Perennial",-0.383338309768539,14
"Lobelia siphilitica","Dioecious","self_compatible","none",0.129698579149664,"Campanulate","zygomorphic",-0.23119049119656,-0.108895387917048,-0.252711853167158,-0.377888126010482,0.0651674333141071,-0.15846743661807,0.16941113310888,"herb","Perennial",-0.296357406452765,14
"Lobelia spicata","Dioecious","partially_self_compatible","low",0.168145161319593,"Tube","zygomorphic",-0.22805594639189,-0.0464767709383269,-0.252711853167158,-0.0287239117731974,-0.0545740251253596,-0.169502041228547,0.245350225316314,"herb","Perennial",-0.441325578645722,4
"Lobularia maritima","Hermaphrodite","self_compatible","medium",0.986273446395149,"Open","actinomorphic",-0.140288691861113,-0.133862834708536,-0.477271164630331,-0.577410534146073,-0.25578480684397,-0.671576551005257,-0.128365779641535,"herb","Perennial",-0.513809664742201,2
"Lonicera gracilipes","Hermaphrodite","self_incompatible","none",-1.11276124921035,"Tube","actinomorphic",-0.221786856782548,-0.166320515537471,-0.753479117730034,-0.392852306620651,0.0232579228602938,0.933958419819167,-0.115808921874951,"shrub","Perennial",-0.151389234259808,5
"Lonicera sempervirens","Hermaphrodite","self_incompatible","none",0.0888730133728444,"Tube","zygomorphic",-0.159095960689136,-0.151340047462578,0.645525392685534,-0.722064280044376,1.44219420536797,-0.368124924217136,-0.115808921874951,"vine","Perennial",0.283515282319063,5
"Lonicera sullivantii","Hermaphrodite","self_incompatible","none",0.16357638719365,"Tube","zygomorphic",-0.159095960689136,-0.121379111312792,0.196406769759188,0.00120444944714122,0.789603256872881,0.658093304557238,-0.115808921874951,"shrub","Perennial",-0.354344675329948,14
"Lotus corniculatus","Hermaphrodite","partially_self_compatible","low",0.641690046163216,"Papilionaceous","zygomorphic",-0.229936673274692,-0.158830281500024,-0.252711853167158,-0.228246319908788,0.00529670409437372,-0.169502041228547,-0.10863357457976,"herb","Perennial",-0.426828761426426,4
"Lotus pedunculatus","Hermaphrodite","self_compatible","none",0.580013858031494,"Papilionaceous","zygomorphic",-0.226802128470021,-0.14634655810428,0.420966081222361,-0.0287239117731974,0.0651674333141071,0.161536097085767,-0.100262336068704,"herb","Perennial",-0.419580352816779,11
"Ludwigia alternifolia","Hermaphrodite","self_compatible","none",0.150118946524268,"Open","actinomorphic",-0.233071218079363,-0.16881726021662,-0.656918613800869,-0.178365717874891,-0.174315483564826,-0.445367156490476,-0.124180160386007,"herb","Perennial",-0.368841492549244,10
"Ludwigia decurrens","Hermaphrodite","self_compatible","none",0.130507754920976,"Open","actinomorphic",-0.232444309118428,-0.166320515537471,-0.32007964660611,0.569843312633576,-0.249153895089493,-0.500540179542861,-0.122386323562209,"herb","Perennial",-0.296357406452765,10
"Ludwigia nervosa","Hermaphrodite","self_compatible","low",0.047705075360118,"Open","actinomorphic",-0.231817400157494,-0.166320515537471,-0.609761158393603,-0.0736164536037054,-0.353927671224026,-0.445367156490476,-0.123283241974108,"shrub","Perennial",-0.223873320356287,1
"Ludwigia polycarpa","Hermaphrodite","self_compatible","none",0.154357148061514,"Open","actinomorphic",-0.229936673274692,-0.16881726021662,-0.766952676417824,-0.42278066784099,-0.41379840044376,-0.649507341784303,-0.124180160386007,"herb","Perennial",-0.44857398725537,10
"Luetkea pectinata","Hermaphrodite","self_compatible","none",-0.061430491178397,"Open","actinomorphic",-0.232444309118428,-0.133862834708536,-0.679374544947187,-0.502589631095226,-0.563475223493093,-0.610886225647633,-0.126571942817737,"shrub","Perennial",-0.542803299180792,12
"Lupinus angustifolius","Hermaphrodite","self_compatible","none",0.696578401066503,"Papilionaceous","zygomorphic",-0.23119049119656,-0.108895387917048,-0.140432197435571,-0.153425416857942,0.0951027979239737,0.956027629040121,-0.12716988842567,"herb","Short lived",-0.455822395865018,13
"Lupinus polyphyllus","Hermaphrodite","self_compatible","high",0.704235881282839,"Papilionaceous","zygomorphic",-0.229309764313758,-0.0714442177298152,0.533245736953948,-0.173377657671501,0.12503816253384,0.437401212347696,-0.125376051601872,"herb","Perennial",-0.296357406452765,11
"Lycium chilense","Hermaphrodite","partially_self_compatible","none",0.0505613355288758,"Campanulate","actinomorphic",-0.108943243814407,-0.133862834708536,-0.701830476093504,-0.278126921942686,-0.27908925969936,0.161536097085767,-0.109829465795625,"shrub","Perennial",-0.441325578645722,12
"Lycium gilliesianum","Hermaphrodite","partially_self_compatible","none",0.127008535997966,"Tube","actinomorphic",-0.108943243814407,-0.0964116645213036,-0.859021994117725,-0.627291136179971,0.0951027979239737,0.69119711838867,-0.109829465795625,"shrub","Perennial",-0.325351040891357,12
"Lycium tenuispinosum","Hermaphrodite","partially_self_compatible","none",0.0394157793893813,"Campanulate","actinomorphic",-0.108943243814407,-0.0215093241468385,-0.701830476093504,-0.278126921942686,-0.294056942004293,0.602920281504853,-0.109829465795625,"shrub","Perennial",-0.151389234259808,12
"Lycopersicon cheesmanii","Hermaphrodite","self_compatible","none",0.0675497385468866,"Open","actinomorphic",-0.231817400157494,-0.133862834708536,0.870084704148707,0.325428362667477,-0.533539858883226,-0.114329018176161,-0.102654118500435,"herb","Perennial",-0.296357406452765,10
"Lycopus americanus","Hermaphrodite","self_compatible","high",0.605663223694249,"Tube","actinomorphic",-0.226802128470021,-0.14634655810428,-0.589550820361918,-0.677171738213868,-0.50360449427336,-0.224675064280933,-0.12716988842567,"herb","Perennial",0.037069389591036,2
"Lysimachea europaea","Hermaphrodite","self_compatible","none",0.0461969172536928,"Open","actinomorphic",-0.233698127040297,-0.16881726021662,-0.63221708953992,-0.123497055637603,-0.587423515180986,-0.169502041228547,-0.118200704306681,"herb","Perennial",-0.551501389512369,10
"Lysimachia ciliata","Hermaphrodite","self_compatible","none",-0.0218090773786287,"Open","actinomorphic",-0.232444309118428,-0.166320515537471,0.757805048417121,0.47008210856578,-0.347940598302053,-0.169502041228547,-0.111623302619423,"herb","Perennial",-0.470319213084314,10
"Lysimachia lanceolatum","Hermaphrodite","self_incompatible","none",-1.11276124921035,"Open","actinomorphic",-0.230563582235626,-0.166320515537471,-0.497481502662017,0.175786556565783,1.20989577599541,-0.169502041228547,-0.111623302619423,"herb","Perennial",-0.426828761426426,9
"Lysimachia mauritiana","Hermaphrodite","self_compatible","none",0.0546630410553515,"Campanulate","actinomorphic",-0.221786856782548,-0.158830281500024,-0.0281525417039849,-0.273138861739296,-0.41379840044376,-0.169502041228547,-0.111623302619423,"herb","Short lived",-0.499312847522905,3
"Lysimachia vulgaris","Hermaphrodite","partially_self_compatible","low",-0.03924617667688,"Open","actinomorphic",-0.230563582235626,-0.158830281500024,0.645525392685534,0.095977593311547,-0.0845093897352263,-0.224675064280933,-0.111623302619423,"herb","Perennial",-0.325351040891357,4
"Lythrum alatum","Hermaphrodite","partially_self_compatible","none",0.36251521832045,"Tube","zygomorphic",-0.231817400157494,-0.121379111312792,0.196406769759188,-0.253186620925737,-0.186289629408773,-0.655024644089541,-0.0817260222227951,"herb","Perennial",-0.441325578645722,14
"Lythrum salicaria","Hermaphrodite","partially_self_compatible","low",0.240428358824626,"Tube","actinomorphic",-0.224921401587219,0.015941846040394,0.0841271140276016,-0.0287239117731974,-0.14438011895496,0.0511900509809957,-0.065581490808616,"herb","Perennial",-0.223873320356287,4
"Maackia tashiroi","Hermaphrodite","self_compatible","high",0.540906774074641,"Tube","zygomorphic",-0.00406013011147996,0.0409092928318823,-0.364991508898744,-0.577410534146073,-0.264121577394426,-0.539161295679531,-0.128365779641535,"shrub","Perennial",-0.0622343941072892,1
"Macairea pachyphylla","Hermaphrodite","self_compatible","none",-1.11276124921035,"Open","actinomorphic",0.235836221112027,0.0783604630191149,0.645525392685534,-0.0287239117731974,-0.0545740251253596,-0.279848087333319,-0.100220479876149,"tree","Perennial",1.15332431547681,7
"Macairea parvifolia","Hermaphrodite","partially_self_compatible","low",-0.890863295674913,"Open","actinomorphic",0.0668002686012497,-0.0464767709383269,-0.0281525417039849,0.0460969912776492,-0.0545740251253596,-0.279848087333319,-0.100220479876149,"shrub","Perennial",-0.122395599821217,4
"Machilus thunbergii","Hermaphrodite","self_compatible","medium",-0.555314583600928,"Open","actinomorphic",-0.171634139907819,-0.133862834708536,-0.252711853167158,-0.527529932112175,-0.851406008218263,-0.500540179542861,-0.128963725249467,"tree","Perennial",3.76275141495003,7
"Macleaya cordata","Hermaphrodite","self_compatible","none",-0.295507941066676,"Brush","actinomorphic",-0.202979587954525,0.45287216489144,1.31920332707505,0.220679098396291,-0.0545740251253596,-0.610886225647633,-0.126571942817737,"tree","Perennial",-0.151389234259808,7
"Macraea laricifolia","Hermaphrodite","self_incompatible","none",-0.148100976240546,"Capitulum","actinomorphic",-0.229936673274692,-0.16881726021662,-0.724286407239821,-0.328007523976584,-0.41379840044376,-0.279848087333319,-0.0936849343814462,"shrub","Perennial",-0.00642106206685107,9
"Maesa tenera","Dioecious","dioecious","none",-1.11276124921035,"Campanulate","actinomorphic",0.421208831794758,0.0284255694361382,-0.252711853167158,-0.677171738213868,-0.533539858883226,-0.666059248700018,-0.0996643904607718,"shrub","Perennial",0.138547110126106,6
"Maianthemum racemosum","Hermaphrodite","self_incompatible","none",-0.155094964597858,"Open","actinomorphic",-0.226802128470021,-0.0215093241468385,0.757805048417121,-0.664701587705394,-0.608378270407893,-0.69916306253145,-0.124778105993939,"herb","Perennial",-0.412331944207131,9
"Maianthemum stellatum","Hermaphrodite","self_incompatible","none",-0.111210884520377,"Open","actinomorphic",-0.232444309118428,-0.133862834708536,-0.589550820361918,-0.522541871908785,-0.608378270407893,-0.610886225647633,-0.126512148256944,"herb","Perennial",-0.470319213084314,9
"Maianthemum trifolium","Hermaphrodite","self_incompatible","none",-0.105727818386411,"Open","actinomorphic",-0.233321981663736,-0.151340047462578,-0.589550820361918,-0.614820985671496,-0.518572176578293,-0.610886225647633,-0.127767834033602,"herb","Perennial",-0.557300116400088,9
"Mallotus japonicus","Dioecious","dioecious","none",-1.11276124921035,"Brush","actinomorphic",2.77483797648254,0.0284255694361382,-0.0281525417039849,-0.572422473942683,-0.353927671224026,-0.279848087333319,-0.12716988842567,"shrub","Perennial",0.283515282319063,6
"Malpighiaceae sp 1","Hermaphrodite","self_compatible","none",-0.320039378769674,"Open","actinomorphic",0.242459511985466,0.119431798933639,0.00779217948672892,-0.225516190868322,-0.266006294027926,-0.235653455017695,-0.0973173747703889,"herb","Perennial",0.345986419391482,10
"Malus coronaria","Hermaphrodite","partially_self_compatible","none",-0.613131802892119,"Open","actinomorphic",4.78094665147173,-0.158830281500024,1.7683219500014,0.844186623820013,-0.32399230661416,0.602920281504853,-0.12716988842567,"tree","Perennial",1.22580840157328,7
"Malva multiflora","Hermaphrodite","self_compatible","none",0.137529278214266,"Open","actinomorphic",-0.231817400157494,-0.166320515537471,1.31920332707505,1.21829113907425,-0.23418621278456,0.0511900509809957,-0.124180160386007,"herb","Short lived",-0.354344675329948,3
"Malva pusilla","Hermaphrodite","self_compatible","high",0.28572856856401,"Open","actinomorphic",-0.233071218079363,-0.166320515537471,-0.0281525417039849,-0.228246319908788,-0.46768205674152,-0.39019413343809,-0.122984269170142,"herb","Short lived",-0.484816030303609,3
"Malva sp.","Hermaphrodite","self_compatible","none",0.111016686221964,"Open","actinomorphic",-0.232444309118428,-0.141353068745983,0.645525392685534,0.0875015196091054,0.101700150042919,-0.169502041228547,-0.123582214778074,"herb","Perennial",-0.12336204237413,10
"Malvastrum coromandelianum","Hermaphrodite","self_compatible","high",0.328793028093697,"Open","actinomorphic",-0.232444309118428,-0.16881726021662,-0.544638958069283,0.0710372922945981,-0.353927671224026,-0.279848087333319,-0.122984269170142,"herb","Short lived",-0.470319213084314,3
"Mandevilla benthamii","Hermaphrodite","self_compatible","none",-1.11276124921035,"Open","actinomorphic",-0.23394889062467,-0.163823770858322,-0.589550820361918,-0.0287239117731974,0.544133267071974,0.38222818929531,-0.119504225731974,"herb","Perennial",0.0139939765168969,10
"Marcetia taxifolia","Hermaphrodite","self_compatible","none",-1.11276124921035,"Open","actinomorphic",-0.224921401587219,-0.151340047462578,-0.364991508898744,-0.617315015773191,-0.533539858883226,0.316020561632447,-0.0587350135977882,"herb","Perennial",-0.129644008430865,10
"Marrubium vulgare","Hermaphrodite","self_compatible","high",0.761631519793397,"Tube","zygomorphic",-0.223667583665351,-0.121379111312792,-0.252711853167158,-0.532517992315565,-0.515578640117306,-0.643990039479064,-0.128903930688674,"herb","Perennial",-0.412331944207131,11
"Martynia louisiana","Hermaphrodite","self_compatible","high",0.930252898942257,"Tube","zygomorphic",-0.233321981663736,-0.151340047462578,-0.293132529230529,0.629700035074253,2.93896243586131,2.31328399612881,-0.12716988842567,"herb","Short lived",-0.455822395865018,13
"Maytenus octogona","Hermaphrodite","self_compatible","none",-0.19371208513683,"Open","actinomorphic",-0.108943243814407,-0.0964116645213036,-0.477271164630331,-0.602350835163022,-0.473669129663493,-0.610886225647633,-0.126571942817737,"shrub","Perennial",0.587948443924273,12
"Medusagyne oppositifolia","Monoecious","partially_self_compatible","low",-0.513037050465923,"Brush","actinomorphic",-0.00863781006494767,-0.12637260067109,-0.477271164630331,-0.577410534146073,-0.41379840044376,-0.445367156490476,-0.128365779641535,"tree","Perennial",2.02313334863455,7
"Meehania urticifolia","Hermaphrodite","self_compatible","high",0.761186631850314,"Campanulate","zygomorphic",-0.233071218079363,-0.14634655810428,0.138650819366864,-0.278126921942686,2.04090149756531,4.24433980296231,-0.124778105993939,"herb","Perennial",-0.499312847522905,11
"Melanthium virginicum","Hermaphrodite","self_compatible","none",-0.214151023483586,"Open","actinomorphic",-0.224921401587219,0.015941846040394,1.31920332707505,0.220679098396291,-0.533539858883226,-0.39019413343809,-0.117004813090816,"herb","Perennial",-0.267363772014174,10
"Melastoma malabathricum","Hermaphrodite","partially_self_compatible","none",-1.11276124921035,"Open","zygomorphic",-0.224921401587219,-0.14634655810428,3.11567781878044,2.2159031797522,0.244779620973307,2.03741888086688,1.16971434061926,"shrub","Perennial",-0.296357406452765,14
"Melicope chapelieri","Dioecious","dioecious","none",-1.11276124921035,"Open","actinomorphic",0.966748123439997,-0.121379111312792,3.56479644170678,-0.638845990437883,-0.779969759794452,-0.666059248700018,-0.124778105993939,"tree","Perennial",3.76275141495003,6
"Melicope lunu-ankenda","Dioecious","dioecious","none",-1.11276124921035,"Open","actinomorphic",0.768729301493361,0.328034930933998,3.56479644170678,-0.627291136179971,-0.623345952712826,-0.666059248700018,-0.124778105993939,"tree","Perennial",3.76275141495003,6
"Melilotus alba","Hermaphrodite","self_compatible","low",0.786264093780642,"Papilionaceous","zygomorphic",-0.226802128470021,-0.121379111312792,-0.589550820361918,-0.627291136179971,-0.383863035833893,-0.500540179542861,-0.126571942817737,"herb","Short lived",-0.151389234259808,13
"Meliosma oldhamii","Hermaphrodite","self_incompatible","none",-0.959421756503384,"Open","actinomorphic",3.52712872960349,0.577709398848882,3.56479644170678,-0.577410534146073,-0.533539858883226,-0.666059248700018,-0.12716988842567,"tree","Perennial",2.31306969302046,7
"Meliosma rigida","Hermaphrodite","self_incompatible","none",-0.731699062874692,"Open","actinomorphic",1.01949288586701,0.203197696976557,1.31920332707505,-0.627291136179971,-0.527552785961253,-0.666059248700018,-0.12716988842567,"tree","Perennial",0.42848345451202,7
"Meliosma tenuis","Hermaphrodite","self_incompatible","low",-1.00481089343635,"Open","actinomorphic",0.0791294444658291,0.0284255694361382,0.196406769759188,-0.527529932112175,-0.533539858883226,-0.666059248700018,-0.123642009338867,"tree","Perennial",0.138547110126106,5
"Melochia pyramidata","Hermaphrodite","self_compatible","medium",2.64750947691722,"Tube","actinomorphic",-0.23119049119656,-0.163823770858322,-0.589550820361918,-0.512565751502006,-0.264121577394426,-0.379159528827613,-0.126272970013771,"herb","Perennial",-0.412331944207131,11
"Melochia villosa","Hermaphrodite","partially_self_compatible","low",0.112796906022386,"Open","actinomorphic",-0.226802128470021,-0.166320515537471,-0.477271164630331,-0.442732908654549,-0.192276702330746,-0.0591559951237757,-0.124180160386007,"herb","Perennial",-0.252866954794878,4
"Memecylon eleagni","Hermaphrodite","self_compatible","none",-0.216712273635155,"Open","actinomorphic",0.18785370695449,-0.133862834708536,-0.252711853167158,-0.477649330078277,-0.473669129663493,-0.224675064280933,-0.125376051601872,"shrub","Perennial",1.58822883205568,12
"Memecylon ovatifolium","Hermaphrodite","self_compatible","none",-0.0781047877993834,"Open","actinomorphic",0.0777407440868247,-0.133862834708536,-0.701830476093504,-0.572422473942683,-0.287015433606487,-0.666059248700018,-0.123582214778074,"shrub","Perennial",-0.267363772014174,12
"Menodora decemfida","Hermaphrodite","self_compatible","none",0.154316840043833,"Campanulate","actinomorphic",-0.196710498345184,-0.158830281500024,-0.600778785935076,-0.0536642127901463,-0.294056942004293,0.658093304557238,-0.124778105993939,"shrub","Perennial",-0.441325578645722,12
"Mentha aquatica","Hermaphrodite","self_incompatible","none",-1.11276124921035,"Tube","zygomorphic",-0.221786856782548,-0.0964116645213036,-0.477271164630331,-0.652231437196919,-0.353927671224026,0.271882143190538,-0.12716988842567,"herb","Perennial",-0.339847858110652,14
"Mentha arvensis","Hermaphrodite","self_compatible","high",0.746052023308715,"Tube","zygomorphic",-0.224294492626285,-0.108895387917048,-0.252711853167158,-0.607338895366411,-0.32399230661416,-0.0315694835975829,-0.12716988842567,"herb","Perennial",-0.441325578645722,11
"Mentha canadensis","Hermaphrodite","self_compatible","high",0.690073331191695,"Tube","zygomorphic",-0.215517767173207,-0.0839279411255594,-0.589550820361918,-0.607338895366411,-0.32399230661416,-0.0315694835975829,-0.12716988842567,"herb","Perennial",-0.441325578645722,11
