"","Order_all","Family_all","Genus_all","Species_all","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m"
"763","Asterales","Asteraceae","Leontopodium","Species_all_Leontopodium andersonii","Hermaphrodite","self_incompatible","none",16.6364368404662,"Capitulum","actinomorphic",20,1,12,3.5,2.75,1,82.0525857628847,"herb","Perennial",0.175
"764","Lamiales","Lamiaceae","Leonurus","Species_all_Leonurus cardiaca","Hermaphrodite","self_compatible","medium",100,"Tube","zygomorphic",75,8,45,5.34,9.17,8.4,4,"herb","Perennial",0.75
"765","Asterales","Asteraceae","Lepidaploa","Species_all_Lepidaploa bolivarensis","Hermaphrodite","self_incompatible","none",15.9746681914174,"Capitulum","actinomorphic",100,15,100,15,15.5077882735603,10,20,"herb","Perennial",0.803082099845625
"766","Asterales","Asteraceae","Lepidaploa","Species_all_Lepidaploa pseudomuricata","Hermaphrodite","self_incompatible","none",16.8532558311221,"Capitulum","actinomorphic",50,10,45,15,13.8897055708863,10,20,"herb","Perennial",0.880943283919626
"767","Brassicales","Brassicaceae","Lepidium","Species_all_Lepidium virginicum","Hermaphrodite","self_compatible","high",26.8675405983174,"Open","actinomorphic",1000,50,25,3,1.5,0.15,2,"herb","Short lived",0.4
"768","Asterales","Asteraceae","Leptinella","Species_all_Leptinella pyrethrifolia","Dioecious","self_incompatible","none",13.3569518271964,"Capitulum","actinomorphic",100,1,10,10,5,3,203.75,"herb","Perennial",0.07
"769","Asterales","Asteraceae","Leptorhynchos","Species_all_Leptorhynchos squamatus","Hermaphrodite","self_incompatible","none",16.7089896465712,"Capitulum","actinomorphic",15,1,11,11,11.5,2.5,11.5,"herb","Perennial",0.5
"770","Myrtales","Myrtaceae","Leptospermum","Species_all_Leptospermum scoparium","Monoecious","self_compatible","none",14.7346648438372,"Open","actinomorphic",1000,300,9.1,9.1,1.1,2.5,500,"shrub","Perennial",1.1
"771","Fabales","Fabaceae","Lespedeza","Species_all_Lespedeza capitata","Hermaphrodite","self_compatible","high",31.6058037362174,"Papilionaceous","zygomorphic",100,15,30,5.1,4.9,2,1,"herb","Perennial",1.05
"772","Fabales","Fabaceae","Lespedeza","Species_all_Lespedeza procumbens","Hermaphrodite","self_compatible","high",30.7280112410128,"Papilionaceous","zygomorphic",50,9,25,6.5,6.5,2,1,"herb","Perennial",1.1
"773","Fabales","Fabaceae","Lespedeza","Species_all_Lespedeza virginica","Hermaphrodite","self_compatible","high",30.7003981266249,"Papilionaceous","zygomorphic",40,15,40,4,4,2,1,"herb","Perennial",0.5
"774","Brassicales","Brassicaceae","Lesquerella","Species_all_Lesquerella arctica","Hermaphrodite","self_compatible","high",100,"Tube","actinomorphic",100,7,24,8,5.1,2.5,15.5,"herb","Perennial",0.09
"775","Fabales","Fabaceae","Leucaena","Species_all_Leucaena leucocephala","Hermaphrodite","partially_self_compatible","none",19.0203234716269,"Brush","actinomorphic",7000,120,21,1,1,8.5,1,"shrub","Perennial",6
"776","Asterales","Asteraceae","Leucanthemum","Species_all_Leucanthemum vulgare","Hermaphrodite","self_incompatible","low",2.5,"Open","actinomorphic",4,1,45,45,7.5,1.5,180,"herb","Perennial",0.45
"777","Asterales","Asteraceae","Leucochrysum","Species_all_Leucochrysum albicans","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",10,1,32.5,32.5,16.25,0.5,235.841148954787,"herb","Perennial",0.25
"778","Asterales","Asteraceae","Leucogenes","Species_all_Leucogenes grandiceps","Hermaphrodite","self_incompatible","none",16.4001149845784,"Capitulum","actinomorphic",15,1,24.1,24.1,2.5,0.69,31.5,"herb","Perennial",0.1
"779","Asterales","Asteraceae","Liatris","Species_all_Liatris pycnostachya","Hermaphrodite","self_incompatible","none",14.7833539973179,"Capitulum","actinomorphic",1800,120,50,10,8.8,19,5,"herb","Perennial",1.05
"780","Asterales","Asteraceae","Liatris","Species_all_Liatris scariosa","Hermaphrodite","self_incompatible","none",15.6460378142083,"Capitulum","actinomorphic",12,12,120,32,11,15,50,"herb","Perennial",0.75
"781","Asterales","Asteraceae","Ligularia","Species_all_Ligularia cymbulifera","Hermaphrodite","self_incompatible","none",16.3561732031958,"Capitulum","actinomorphic",50,50,40,19.1,6.5,6.5,15,"herb","Perennial",1
"782","Asterales","Asteraceae","Ligularia","Species_all_Ligularia dictyoneura","Hermaphrodite","self_incompatible","none",16.865972554485,"Capitulum","actinomorphic",15,15,35,17.5,17.5,6.5,15,"herb","Perennial",0.785
"783","Asterales","Asteraceae","Ligularia","Species_all_Ligularia fischeri","Hermaphrodite","self_compatible","none",17.5030654229645,"Tube","actinomorphic",25,25,150,40,15,15,15,"herb","Perennial",1.4
"784","Asterales","Asteraceae","Ligularia","Species_all_Ligularia lankongensis","Hermaphrodite","self_incompatible","none",16.83762159692,"Capitulum","actinomorphic",10,10,40,25,10,6.5,15,"herb","Perennial",0.25
"785","Asterales","Asteraceae","Ligularia","Species_all_Ligularia tsangchanensis","Hermaphrodite","self_incompatible","none",16.5652593889294,"Capitulum","actinomorphic",10,10,50,2.2,8,10,15,"herb","Perennial",0.675
"786","Lamiales","Oleaceae","Ligustrum","Species_all_Ligustrum japonicum","Hermaphrodite","partially_self_compatible","none",19.1303741113209,"Tube","actinomorphic",30000,200,40,4,6,6,4,"shrub","Perennial",3
"787","Lamiales","Oleaceae","Ligustrum","Species_all_Ligustrum obtusifolium","Hermaphrodite","partially_self_compatible","none",20.1279515822949,"Tube","actinomorphic",15000,20,30,5,9,1.5,4,"shrub","Perennial",3
"788","Liliales","Liliaceae","Lilium","Species_all_Lilium duchartrei","Hermaphrodite","self_compatible","none",18.0876999211286,"Open","actinomorphic",5,1,110,110,55,35,147,"herb","Perennial",0.8
"789","Liliales","Liliaceae","Lilium","Species_all_Lilium superbum","Hermaphrodite","self_compatible","none",17.7022354281512,"Open","actinomorphic",5,3,68,68,50,40,147,"herb","Perennial",0.9
"790","Lamiales","Plantaginaceae","Linaria","Species_all_Linaria viscosa","Hermaphrodite","self_incompatible","none",26.9335663665786,"Tube","zygomorphic",35,3,35,7,25,4.5,188.8,"herb","Short lived",0.35
"791","Laurales","Lauraceae","Lindera","Species_all_Lindera obtusiloba","Dioecious","dioecious","none",0,"Open","actinomorphic",10000,20,30,6.5,2,1,1,"tree","Perennial",6.5
"792","Laurales","Lauraceae","Lindera","Species_all_Lindera umbellata","Dioecious","dioecious","none",0,"Open","actinomorphic",10000,25,30,6,3,1,1,"shrub","Perennial",1.5
"793","Lamiales","Linderniaceae","Lindernia","Species_all_Lindernia dubia","Hermaphrodite","self_compatible","high",34.2681313121274,"Tube","zygomorphic",25,1,3.5,3.5,6.5,3,60,"herb","Short lived",0.2
"794","Malpighiales","Linaceae","Linum","Species_all_Linum bienne","Hermaphrodite","self_compatible","none",19.82593360956,"Open","actinomorphic",15,15,35,35,11,2,2,"herb","Short lived",0.33
"795","Malpighiales","Linaceae","Linum","Species_all_Linum sp.","Hermaphrodite","self_compatible","none",18.6874046328206,"Open","actinomorphic",20,15,10,9.13486350760624,5.91342663750878,6,2,"shrub","Perennial",0.55
"796","Asparagales","Orchidaceae","Liparis","Species_all_Liparis liliifolia","Hermaphrodite","self_incompatible","low",23.8488544789188,"Open","zygomorphic",25,25,35,8,10,3.5,25000,"herb","Perennial",0.17
"797","Lamiales","Verbenaceae","Lippia","Species_all_Lippia alba","Hermaphrodite","self_incompatible","none",23.8119620559089,"Tube","zygomorphic",750,25,40,5,4.1,1.5,2,"shrub","Perennial",1
"798","Lamiales","Verbenaceae","Lippia","Species_all_Lippia turbinata","Hermaphrodite","self_compatible","low",3,"Tube","actinomorphic",5000,15,10,2,2.75,1.5,2,"shrub","Perennial",1.5
"799","Laurales","Lauraceae","Litsea","Species_all_Litsea cubeba","Dioecious","dioecious","none",0,"Open","actinomorphic",7500,15,50,3.1,2,0.3,1,"shrub","Perennial",6.5
"800","Laurales","Lauraceae","Litsea","Species_all_Litsea japonica","Dioecious","dioecious","none",0,"Brush","actinomorphic",1200,15,35,3.1,4,0.3,1,"tree","Perennial",5
"801","Asterales","Campanulaceae","Lobelia","Species_all_Lobelia cardinalis","Hermaphrodite","self_compatible","low",24.4680640045966,"Tube","zygomorphic",20,20,90,14.1,27.5,27.5,740,"herb","Perennial",0.9
"802","Asterales","Campanulaceae","Lobelia","Species_all_Lobelia cardinalis x siphilitica","Hermaphrodite","self_compatible","none",25.5081384733272,"Tube","zygomorphic",20,20,60,30,20,20,530,"herb","Short lived",0.75
"803","Asterales","Campanulaceae","Lobelia","Species_all_Lobelia inflata","Hermaphrodite","self_compatible","none",25.2879927683203,"Tube","zygomorphic",15,15,35,7,9,4.5,740,"herb","Short lived",0.45
"804","Asterales","Campanulaceae","Lobelia","Species_all_Lobelia macrodon","Hermaphrodite","self_compatible","none",24.0617360275966,"Tube","zygomorphic",5,1,17.5,17.5,12.5,1.75,627,"herb","Perennial",0.7
"805","Asterales","Campanulaceae","Lobelia","Species_all_Lobelia siphilitica","Dioecious","self_compatible","none",20.3956896068562,"Campanulate","zygomorphic",25,25,30,8,12,5.1,500,"herb","Perennial",1
"806","Asterales","Campanulaceae","Lobelia","Species_all_Lobelia spicata","Dioecious","partially_self_compatible","low",21.0720204120994,"Tube","zygomorphic",50,50,30,15,10,5,627,"herb","Perennial",0.5
"807","Brassicales","Brassicaceae","Lobularia","Species_all_Lobularia maritima","Hermaphrodite","self_compatible","medium",35,"Open","actinomorphic",750,15,20,4,7.08095583966415,0.45,2,"herb","Perennial",0.25
"808","Dipsacales","Caprifoliaceae","Lonicera","Species_all_Lonicera gracilipes","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",100,2,7.7,7.7,11.3,15,23,"shrub","Perennial",1.5
"809","Dipsacales","Caprifoliaceae","Lonicera","Species_all_Lonicera sempervirens","Hermaphrodite","self_incompatible","none",20.2457424872131,"Tube","zygomorphic",600,8,70,1.1,35,3.2,23,"vine","Perennial",3
"810","Dipsacales","Caprifoliaceae","Lonicera","Species_all_Lonicera sullivantii","Hermaphrodite","self_incompatible","none",21.3198241162785,"Tube","zygomorphic",600,20,50,15.6,24.1,12.5,23,"shrub","Perennial",0.8
"811","Fabales","Fabaceae","Lotus","Species_all_Lotus corniculatus","Hermaphrodite","partially_self_compatible","low",29.3524407108373,"Papilionaceous","zygomorphic",35,5,30,11,11,5,35,"herb","Perennial",0.55
"812","Fabales","Fabaceae","Lotus","Species_all_Lotus pedunculatus","Hermaphrodite","self_compatible","none",28.4303849691858,"Papilionaceous","zygomorphic",60,10,60,15,12,8,49,"herb","Perennial",0.575
"813","Myrtales","Onagraceae","Ludwigia","Species_all_Ludwigia alternifolia","Hermaphrodite","self_compatible","none",20.6979987836307,"Open","actinomorphic",10,1,12,12,8,2.5,9,"herb","Perennial",0.75
"814","Myrtales","Onagraceae","Ludwigia","Species_all_Ludwigia decurrens","Hermaphrodite","self_compatible","none",20.4365918122402,"Open","actinomorphic",15,2,27,27,6.75,2,12,"herb","Perennial",1
"815","Myrtales","Onagraceae","Ludwigia","Species_all_Ludwigia nervosa","Hermaphrodite","self_compatible","low",19.35,"Open","actinomorphic",20,2,14.1,14.1,5,2.5,10.5,"shrub","Perennial",1.25
"816","Myrtales","Onagraceae","Ludwigia","Species_all_Ludwigia polycarpa","Hermaphrodite","self_compatible","none",20.7147649911172,"Open","actinomorphic",35,1,7.1,7.1,4,0.65,9,"herb","Perennial",0.475
"817","Rosales","Rosaceae","Luetkea","Species_all_Luetkea pectinata","Hermaphrodite","self_compatible","none",16.9910330130263,"Open","actinomorphic",15,15,11,5.5,1.5,1,5,"shrub","Perennial",0.15
"818","Fabales","Fabaceae","Lupinus","Species_all_Lupinus angustifolius","Hermaphrodite","self_compatible","none",30.3338962498078,"Papilionaceous","zygomorphic",25,25,35,12.5,12.5,15.2,4,"herb","Short lived",0.45
"819","Fabales","Fabaceae","Lupinus","Species_all_Lupinus polyphyllus","Hermaphrodite","self_compatible","high",30.5371374402957,"Papilionaceous","zygomorphic",40,40,65,12.1,13,10.5,7,"herb","Perennial",1
"820","Solanales","Solanaceae","Lycium","Species_all_Lycium chilense","Hermaphrodite","partially_self_compatible","none",19.3620020341106,"Campanulate","actinomorphic",1000,15,10,10,6.25,8,33,"shrub","Perennial",0.5
"821","Solanales","Solanaceae","Lycium","Species_all_Lycium gilliesianum","Hermaphrodite","partially_self_compatible","none",20.6806587183146,"Tube","actinomorphic",1000,30,3,3,12.5,12.8,33,"shrub","Perennial",0.9
"822","Solanales","Solanaceae","Lycium","Species_all_Lycium tenuispinosum","Hermaphrodite","partially_self_compatible","none",19.2304775293786,"Campanulate","actinomorphic",1000,60,10,10,6,12,33,"shrub","Perennial",1.5
"823","Solanales","Solanaceae","Lycopersicon","Species_all_Lycopersicon cheesmanii","Hermaphrodite","self_compatible","none",19.816258862091,"Open","actinomorphic",20,15,80,22.1,2,5.5,45,"herb","Perennial",1
"824","Lamiales","Lamiaceae","Lycopus","Species_all_Lycopus americanus","Hermaphrodite","self_compatible","high",28.4338737472611,"Tube","actinomorphic",60,10,15,2,2.5,4.5,4,"herb","Perennial",2.15
"825","Ericales","Primulaceae","Trientalis","Species_all_Lysimachea europaea","Hermaphrodite","self_compatible","none",18.8271948810174,"Open","actinomorphic",5,1,13.1,13.1,1.1,5,19,"herb","Perennial",0.12
"826","Ericales","Primulaceae","Lysimachia","Species_all_Lysimachia ciliata","Hermaphrodite","self_compatible","none",17.9320511317533,"Open","actinomorphic",15,2,75,25,5.1,5,30,"herb","Perennial",0.4
"827","Ericales","Primulaceae","Lysimachia","Species_all_Lysimachia lanceolatum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",30,2,19.1,19.1,31.12,5,30,"herb","Perennial",0.55
"828","Ericales","Primulaceae","Lysimachia","Species_all_Lysimachia mauritiana","Hermaphrodite","self_compatible","none",19.0447456944344,"Campanulate","actinomorphic",100,5,40,10.1,4,5,30,"herb","Short lived",0.3
"829","Ericales","Primulaceae","Lysimachia","Species_all_Lysimachia vulgaris","Hermaphrodite","partially_self_compatible","low",17.6474442440033,"Open","actinomorphic",30,5,70,17.5,9.5,4.5,30,"herb","Perennial",0.9
"830","Myrtales","Lythraceae","Lythrum","Species_all_Lythrum alatum","Hermaphrodite","partially_self_compatible","none",24.480553280323,"Tube","zygomorphic",20,20,50,10.5,7.8,0.6,80,"herb","Perennial",0.5
"831","Myrtales","Lythraceae","Lythrum","Species_all_Lythrum salicaria","Hermaphrodite","partially_self_compatible","low",22.4376429852682,"Tube","actinomorphic",75,75,45,15,8.5,7,107,"herb","Perennial",1.25
"832","Fabales","Fabaceae","Maackia","Species_all_Maackia tashiroi","Hermaphrodite","self_compatible","high",27.5816300476394,"Tube","zygomorphic",1986.66607842834,85,25,4,6.5,1.65,2,"shrub","Perennial",1.81095329199314
"833","Myrtales","Melastomataceae","Macairea","Species_all_Macairea pachyphylla","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",3927.98472375881,100,70,15,10,4,49.07,"tree","Perennial",6
"834","Myrtales","Melastomataceae","Macairea","Species_all_Macairea parvifolia","Hermaphrodite","partially_self_compatible","low",3.7,"Open","actinomorphic",2472.66656414029,50,40,16.5,10,4,49.07,"shrub","Perennial",1.6
"835","Laurales","Lauraceae","Machilus","Species_all_Machilus thunbergii","Hermaphrodite","self_compatible","medium",9.37457961234338,"Open","actinomorphic",500,15,30,5,2,2,1,"tree","Perennial",15
"836","Ranunculales","Papaveraceae","Macleaya","Species_all_Macleaya cordata","Hermaphrodite","self_compatible","none",13.7701021213256,"Brush","actinomorphic",250,250,100,20,10,1,5,"tree","Perennial",1.5
"837","Asterales","Asteraceae","Macraea","Species_all_Macraea laricifolia","Hermaphrodite","self_incompatible","none",15.0676117636358,"Capitulum","actinomorphic",35,1,9,9,4,4,60,"shrub","Perennial",2
"838","Ericales","Primulaceae","Maesa","Species_all_Maesa tenera","Dioecious","dioecious","none",0,"Campanulate","actinomorphic",5516.1975240378,80,30,2,2,0.5,50,"shrub","Perennial",2.5
"839","Asparagales","Asparagaceae","Maianthemum","Species_all_Maianthemum racemosum","Hermaphrodite","self_incompatible","none",16.1209561458168,"Open","actinomorphic",60,60,75,2.25,0.75,0.2,8,"herb","Perennial",0.6
"840","Asparagales","Asparagaceae","Maianthemum","Species_all_Maianthemum stellatum","Hermaphrodite","self_incompatible","none",16.7065420046961,"Open","actinomorphic",15,15,15,5.1,0.75,1,5.1,"herb","Perennial",0.4
"841","Asparagales","Asparagaceae","Maianthemum","Species_all_Maianthemum trifolium","Hermaphrodite","self_incompatible","none",16.7926351734448,"Open","actinomorphic",8,8,15,3.25,2.25,1,3,"herb","Perennial",0.1
"842","Malpighiales","Euphorbiaceae","Mallotus","Species_all_Mallotus japonicus","Dioecious","dioecious","none",0,"Brush","actinomorphic",24000,80,40,4.1,5,4,4,"shrub","Perennial",3
"843","Malpighiales","Malpighiaceae","Salix","Species_all_Malpighiaceae sp 1","Hermaphrodite","self_compatible","none",13.1112272126129,"Open","actinomorphic",4045.73607600658,113.833929945929,41.3794657216939,11.0392244836784,6.5865612615471,4.3885914120106,52.6895835660079,"herb","Perennial",3.24981669775899
"844","Rosales","Rosaceae","Malus","Species_all_Malus coronaria","Hermaphrodite","partially_self_compatible","none",8.89229736327564,"Open","actinomorphic",40000,5,120,32.5,5.5,12,4,"tree","Perennial",6.25
"845","Malvales","Malvaceae","Malva","Species_all_Malva multiflora","Hermaphrodite","self_compatible","none",20.8164459196687,"Open","actinomorphic",20,2,100,40,7,7,9,"herb","Short lived",0.8
"846","Malvales","Malvaceae","Malva","Species_all_Malva pusilla","Hermaphrodite","self_compatible","high",22.9754536733754,"Open","actinomorphic",10,2,40,11,3.1,3,11,"herb","Short lived",0.35
"847","Malvales","Malvaceae","Malva","Species_all_Malva sp.","Hermaphrodite","self_compatible","none",20.3711996131739,"Open","actinomorphic",15,12,70,17.4767101957702,12.7833765385386,5,10,"herb","Perennial",1.58487580309122
"848","Malvales","Malvaceae","Malvastrum","Species_all_Malvastrum coromandelianum","Hermaphrodite","self_compatible","high",23.6006868844205,"Open","actinomorphic",15,1,17,17,5,4,11,"herb","Short lived",0.4
"849","Gentianales","Apocynaceae","Mandevilla","Species_all_Mandevilla benthamii","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",3,3,15,15,20,10,16.82,"herb","Perennial",2.04122904162145
"850","Myrtales","Melastomataceae","Marcetia","Species_all_Marcetia taxifolia","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",75,8,25,3.2,2,9.4,118.45,"herb","Perennial",1.575
"851","Lamiales","Lamiaceae","Marrubium","Species_all_Marrubium vulgare","Hermaphrodite","self_compatible","high",31.1482959784693,"Tube","zygomorphic",85,20,30,4.9,2.3,0.7,1.1,"herb","Perennial",0.6
"852","Lamiales","Martyniaceae","Martynia","Species_all_Martynia louisiana","Hermaphrodite","self_compatible","high",34.790894522653,"Tube","zygomorphic",8,8,28.2,28.2,60,27.5,4,"herb","Short lived",0.45
"853","Celastrales","Celastraceae","Maytenus","Species_all_Maytenus octogona","Hermaphrodite","self_compatible","none",14.6332366276948,"Open","actinomorphic",1000,30,20,3.5,3,1,5,"shrub","Perennial",4.05
"854","Theales","Ochnaceae","Medusagyne","Species_all_Medusagyne oppositifolia","Monoecious","partially_self_compatible","low",10,"Brush","actinomorphic",1800,18,20,4,4,2.5,2,"tree","Perennial",9
"855","Lamiales","Lamiaceae","Meehania","Species_all_Meehania urticifolia","Hermaphrodite","self_compatible","high",31.7767758439586,"Campanulate","zygomorphic",10,10,47.9377851968669,10,45,45,8,"herb","Perennial",0.3
"856","Liliales","Melanthiaceae","Melanthium","Species_all_Melanthium virginicum","Hermaphrodite","self_compatible","none",15.038480055656,"Open","actinomorphic",75,75,100,20,2,3,21,"herb","Perennial",1.1
"857","Myrtales","Melastomataceae","Melastoma","Species_all_Melastoma malabathricum","Hermaphrodite","partially_self_compatible","none",0,"Open","zygomorphic",75,10,180,60,15,25,2172.9,"shrub","Perennial",1
"858","Sapindales","Rutaceae","Melicope","Species_all_Melicope chapelieri","Dioecious","dioecious","none",0,"Open","actinomorphic",10487.0574133019,20,200,3,0.5,0.5,8,"tree","Perennial",15
"859","Sapindales","Rutaceae","Melicope","Species_all_Melicope lunu-ankenda","Dioecious","dioecious","none",0,"Open","actinomorphic",8000,200,200,3,0.5,0.5,8,"tree","Perennial",15
"860","Fabales","Fabaceae","Melilotus","Species_all_Melilotus alba","Hermaphrodite","self_compatible","low",31.5967829749399,"Papilionaceous","zygomorphic",60,20,15,3,4.5,2,5,"herb","Short lived",1.5
"861","Proteales","Sabiaceae","Meliosma","Species_all_Meliosma oldhamii","Hermaphrodite","self_incompatible","none",3.54871632129969,"Open","actinomorphic",30000,300,200,4,2,0.5,4,"tree","Perennial",10
"862","Proteales","Sabiaceae","Meliosma","Species_all_Meliosma rigida","Hermaphrodite","self_incompatible","none",6.86880641348383,"Open","actinomorphic",10000,150,100,3,2.1,0.5,4,"tree","Perennial",3.5
"863","Proteales","Sabiaceae","Meliosma","Species_all_Meliosma tenuis","Hermaphrodite","self_incompatible","low",1.8,"Open","actinomorphic",2500,80,50,5,2,0.5,9.9,"tree","Perennial",2.5
"864","Malvales","Malvaceae","Melochia","Species_all_Melochia pyramidata","Hermaphrodite","self_compatible","medium",62.7,"Tube","actinomorphic",25,3,15,5.3,6.5,3.1,5.5,"herb","Perennial",0.6
"865","Malvales","Malvaceae","Melochia","Species_all_Melochia villosa","Hermaphrodite","partially_self_compatible","low",20.1494686952593,"Open","actinomorphic",60,2,20,6.7,7.7,6,9,"herb","Perennial",1.15
"866","Myrtales","Meloastomataceae","Memecylon","Species_all_Memecylon eleagni","Hermaphrodite","self_compatible","none",14.6706779090114,"Open","actinomorphic",3559.44669346133,15,30,6,3,4.5,7,"shrub","Perennial",7.5
"867","Myrtales","Melastomataceae","Memecylon","Species_all_Memecylon ovatifolium","Hermaphrodite","self_compatible","none",16.8532913311113,"Open","actinomorphic",2611.85189509073,15,10,4.1,6.27028042029379,0.5,10,"shrub","Perennial",1.1
"868","Lamiales","Oleaceae","Menodora","Species_all_Menodora decemfida","Hermaphrodite","self_compatible","none",21.0143257878328,"Campanulate","actinomorphic",300,5,14.5,14.5,6,12.5,8,"shrub","Perennial",0.5
"869","Lamiales","Lamiaceae","Mentha","Species_all_Mentha aquatica","Hermaphrodite","self_incompatible","none",0,"Tube","zygomorphic",100,30,20,2.5,5,9,4,"herb","Perennial",0.85
"870","Lamiales","Lamiaceae","Mentha","Species_all_Mentha arvensis","Hermaphrodite","self_compatible","high",30.9539100668878,"Tube","zygomorphic",80,25,30,3.4,5.5,6.25,4,"herb","Perennial",0.5
"871","Lamiales","Lamiaceae","Mentha","Species_all_Mentha canadensis","Hermaphrodite","self_compatible","high",30.0392774591956,"Tube","zygomorphic",150,35,15,3.4,5.5,6.25,4,"herb","Perennial",0.5
"872","Lamiales","Lamiaceae","Mentha","Species_all_Mentha pulegium","Hermaphrodite","self_compatible","high",29.86518372106,"Tube","zygomorphic",300,30,30,2.5,6,6,4,"herb","Perennial",0.25
"873","Cornales","Loasaceae","Mentzelia","Species_all_Mentzelia albescens","Hermaphrodite","self_compatible","none",21.376658934526,"Campanulate","actinomorphic",20,5,7.45,7.45,1.65,6.25,4,"herb","Short lived",0.5
"874","Cornales","Loasaceae","Mentzelia","Species_all_Mentzelia aspera","Hermaphrodite","self_compatible","none",20.8746077798124,"Open","actinomorphic",50,10,15,15,5,5,6,"herb","Short lived",0.5
"875","Boraginales","Boraginaceae","Mertensia","Species_all_Mertensia virginica","Hermaphrodite","self_compatible","none",21.0646198264077,"Funnelform","actinomorphic",15,15,150,21,30,2.45,4,"herb","Perennial",0.5
"876","Myrtales","Melastomataceae","Miconia","Species_all_Miconia ciliata","Hermaphrodite","self_incompatible","low",0,"Open","actinomorphic",75,75,50,5,2,1.25,104.39,"shrub","Perennial",4
"877","Myrtales","Melastomataceae","Miconia","Species_all_Miconia robinsoniana","Hermaphrodite","self_incompatible","none",16.6487168282718,"Open","zygomorphic",200,60,100,13,2,4,270,"shrub","Perennial",3.5
"878","Myrtales","Melastomataceae","Miconia","Species_all_Miconia stephananthera","Hermaphrodite","self_compatible","none",18.0463869571265,"Open","actinomorphic",200,200,70,1.1,1.1,5,270,"shrub","Perennial",1.5
"879","Saxifragales","Saxifragaceae","Micranthes","Species_all_Micranthes nivalis","Hermaphrodite","self_compatible","high",22.4482121518759,"Open","actinomorphic",10,10,20,6.5,2.1,1,150,"herb","Perennial",0.065
"880","Asterales","Asteraceae","Microseris","Species_all_Microseris lanceolata","Hermaphrodite","self_incompatible","none",14.8943986511819,"Capitulum","actinomorphic",5,1,17.5,17.5,5,5,20,"herb","Perennial",0.2
"881","Caryophyllales","Phytolaccaceae","Microtea","Species_all_Microtea scabrida","Hermaphrodite","self_compatible","none",17.9006404585774,"Open","actinomorphic",200,20,10,1,1,0.1,1,"vine","Perennial",0.75
"882","Boraginales","Boraginaceae","Microula","Species_all_Microula sikkimensis","Hermaphrodite","self_compatible","none",25.0012984552378,"Tube","actinomorphic",30,5,18,6,6,3,4,"herb","Short lived",0.355
"883","Asterales","Asteraceae","Mikania","Species_all_Mikania psilostachya","Hermaphrodite","self_incompatible","none",10.6013123964501,"Capitulum","actinomorphic",30000,500,100,3,6.4,7.1,5,"vine","Perennial",2.28394743111043
"884","Fabales","Fabaceae","Mimosa","Species_all_Mimosa camporum","Hermaphrodite","self_compatible","low",7.47,"Brush","actinomorphic",500,50,50,50,29.1,7.5,6.5,"herb","Short lived",0.35
"885","Fabales","Fabaceae","Mimosa","Species_all_Mimosa hexandra","Hermaphrodite","self_compatible","none",23.5423949400048,"Tube","actinomorphic",1600,40,50,1,2,7.5,6.5,"shrub","Perennial",2
"886","Fabales","Fabaceae","Mimosa","Species_all_Mimosa sensibilis","Hermaphrodite","self_compatible","none",20.6836906579921,"Brush","actinomorphic",1000,25,50,1,2,7.5,6.5,"shrub","Perennial",1.25
"887","Lamiales","Phrymaceae","Mimulus","Species_all_Mimulus alatus","Hermaphrodite","self_compatible","high",30.7814971885184,"Tube","zygomorphic",10,2,50,11,22.5,7,437.073401793586,"herb","Perennial",0.75
"888","Lamiales","Phrymaceae","Mimulus","Species_all_Mimulus moschatus","Hermaphrodite","self_compatible","high",31.8794275536139,"Tube","zygomorphic",2,2,50,17,20,8.5,290,"herb","Perennial",0.2
"889","Lamiales","Phrymaceae","Mimulus","Species_all_Mimulus ringens","Hermaphrodite","self_compatible","high",32.0190901640524,"Tube","zygomorphic",10,1,60,10,15,13,6000,"herb","Perennial",0.6
"890","Ericales","Sapotaceae","Mimusops","Species_all_Mimusops erythroxylon","Hermaphrodite","dioecious","none",7.23026129745401,"Open","actinomorphic",6442.5427058736,5,40,15,10,5,7,"tree","Perennial",16
"891","Ericales","Sapotaceae","Mimusops","Species_all_Mimusops sechellarum","Hermaphrodite","self_incompatible","none",8.2208231917814,"Tube","actinomorphic",5883.226017021,15,40,15,8,4,7,"tree","Perennial",16
"892","Caryophyllales","Nyctaginaceae","Mirabilis","Species_all_Mirabilis jalapa","Hermaphrodite","self_compatible","medium",57,"Tube","actinomorphic",50,15,35,35,45,37.5,1,"herb","Perennial",0.5
"893","Caryophyllales","Nyctaginaceae","Mirabilis","Species_all_Mirabilis ovata","Hermaphrodite","self_compatible","none",22.8172089315893,"Campanulate","actinomorphic",50,3,20,10,10,18,1,"herb","Perennial",0.5
