network number,site ID,habitat type,plant,family (plant),growth form,taxonomic resolution plant,pollinator,taxonomic resolution (pollinator),"individuals caught (1=yes, 0=no)",family (pollinator),order (pollinator),group (pollinator) ,interaction strength,Identifier,Literature used,Comment
gra140837,gra1,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Lasioglossum sp.18,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra140837,gra1,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Lasioglossum sp.3,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra140837,gra1,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,"Paragus naso (Stuckenberg, 1954)",Species,1,Syrphidae,Diptera,Syrphid,2,A. Ssymank,15-26*,
gra140837,gra1,grassland,Oldenlandia herbacea,Rubiaceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra140837,gra1,grassland,Oldenlandia herbacea,Rubiaceae,herbaceous,Species,Lasioglossum sp.3,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra140837,gra1,grassland,Oldenlandia herbacea,Rubiaceae,herbaceous,Species,Syrphidae Oldenlandia,observation,0,Syrphidae,Diptera,Syrphid,1,,,
gra140837,gra1,grassland,Oldenlandia herbacea,Rubiaceae,herbaceous,Species,"Paragus naso (Stuckenberg, 1954)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra140895,gra1,grassland,Conyza subscaposa,Asteraceae,herbaceous,Species,Tenthredinidae sp.5,morphospecies (family),1,Tenthredinidae,Hymenoptera,Symphyta,1,R. Peters,27,
gra140895,gra1,grassland,Conyza sumatrensis (C.floribunda),Asteraceae,herbaceous,Species,Sphecidae sp.26,morphospecies (family),1,Sphecidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
gra140895,gra1,grassland,Cyperus brevifolius,Cyperaceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra140895,gra1,grassland,Cyperus brevifolius,Cyperaceae,herbaceous,Species,"Betasyrphus adligatus (Wiedemann, 1824)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra140895,gra1,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Colletes sp.1,morphospecies (genus),1,Colletidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra140895,gra1,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,1,
gra140895,gra1,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Lasioglossum sp.10,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra140895,gra1,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Lasioglossum sp.3,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,1,
gra140895,gra1,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Othinosmia sp.1,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,3,C. Eardley,1,
gra140895,gra1,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Pandasyophthalmus  sp. 1,morphospecies (genus),1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra140895,gra1,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,"Chrysotoxum continum (Bezzi, 1915)",Species,1,Syrphidae,Diptera,Syrphid,2,A. Ssymank,15-26*,
gra140895,gra1,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,"Paragus naso (Stuckenberg, 1954)",Species,1,Syrphidae,Diptera,Syrphid,3,A. Ssymank,15-26*,
gra140895,gra1,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,"Thyreus calceatus (Vachal, 1903)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,11,
gra140895,gra1,grassland,Erica silvatica,Ericaceae,herbaceous,Species,Megachile sp.1,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra140895,gra1,grassland,Fabaceae sp.1*,Fabaceae,herbaceous,morphospecies,Nomia sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra140895,gra1,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Crabronidae sp.15,morphospecies (family),1,Crabronidae,Hymenoptera,non-bee Aculeata,2,R. Peters,27,
gra140895,gra1,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Crabronidae sp.16,morphospecies (family),1,Crabronidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
gra140895,gra1,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Sphecidae sp.16,morphospecies (family),1,Sphecidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
gra140895,gra1,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Sphecidae sp.26,morphospecies (family),1,Sphecidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
gra140895,gra1,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Tenthredinidae sp.5,morphospecies (family),1,Tenthredinidae,Hymenoptera,Symphyta,2,R. Peters,27,
gra140895,gra1,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,"Chrysotoxum continum (Bezzi, 1915)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra140895,gra1,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,"Paragus naso (Stuckenberg, 1954)",Species,1,Syrphidae,Diptera,Syrphid,2,A. Ssymank,15-26*,
gra140895,gra1,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,"Syritta stigmatica (Loew, 1958)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra140895,gra1,grassland,Hypoxis angustifolia,Hypoxidaceae,herbaceous,Species,Nomia sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,1,
gra140895,gra1,grassland,Oldenlandia herbacea,Rubiaceae,herbaceous,Species,Nomia sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra140895,gra1,grassland,Oldenlandia herbacea,Rubiaceae,herbaceous,Species,"Betasyrphus adligatus (Wiedemann, 1824)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra140895,gra1,grassland,Oldenlandia herbacea,Rubiaceae,herbaceous,Species,"Paragus naso (Stuckenberg, 1954)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra140895,gra1,grassland,Phyllanthus nummulariifolius,Euphorbiaceae,herbaceous,Species,Lasioglossum sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra140895,gra1,grassland,Richardia scabra,Rubiaceae,herbaceous,Species,Megachile sp.1,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra140895,gra1,grassland,Richardia scabra,Rubiaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,A. Claßen,14,
gra140895,gra1,grassland,Rubiaceae sp.1*,Rubiaceae,herbaceous,morphospecies,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra140895,gra1,grassland,Triumfetta rhomboidea,Malvaceae,herbaceous,Species,Lasioglossum sp.3,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra140895,gra1,grassland,Vigna parkeri,Fabaceae,herbaceous,Species,Nomia sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,5,C. Eardley,1,
gra141085,gra1,grassland,Conyza sumatrensis (C.floribunda),Asteraceae,herbaceous,Species,"Paragus naso (Stuckenberg, 1954)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra141085,gra1,grassland,Cyperus brevifolius,Cyperaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,3,A. Claßen,14,
gra141085,gra1,grassland,Cyperus brevifolius,Cyperaceae,herbaceous,Species,"Melanostoma infuscatum (Becker, 1909)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra141085,gra1,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Crabronidae sp.1,morphospecies (family),1,Crabronidae,Hymenoptera,non-bee Aculeata,2,R. Peters,27,
gra141085,gra1,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Colletes sp.1,morphospecies (genus),1,Colletidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra141085,gra1,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Lasioglossum sp.3,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra141085,gra1,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Lasioglossum sp.5,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra141085,gra1,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Syrphidae Emilia2,observation,0,Syrphidae,Diptera,Syrphid,1,,,
gra141085,gra1,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,A. Claßen,14,
gra141085,gra1,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,"Epeolus natalensis (Smith, 1879)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,12,
gra141085,gra1,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,"Paragus naso (Stuckenberg, 1954)",Species,1,Syrphidae,Diptera,Syrphid,18,A. Ssymank,15-26*,
gra141085,gra1,grassland,Oldenlandia herbacea,Rubiaceae,herbaceous,Species,Syrphidae Oldenlandia,observation,0,Syrphidae,Diptera,Syrphid,1,,,
gra141085,gra1,grassland,Triumfetta rhomboidea,Malvaceae,herbaceous,Species,Vespidae sp.26,morphospecies (family),1,Vespidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
gra141085,gra1,grassland,Triumfetta rhomboidea,Malvaceae,herbaceous,Species,Lasioglossum sp.3,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra141197,gra1,grassland,Ageratum conyzoides,Asteraceae,herbaceous,Species,Vespidae sp.1,morphospecies (family),1,Vespidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
gra141197,gra1,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Lasioglossum sp.3,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,4,C. Eardley,1,
gra141197,gra1,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Lasioglossum Emilia,observation,0,Halictidae,Hymenoptera,Apoidea:Bee,1,,,
gra141197,gra1,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Syrphidae Emilia2,observation,0,Syrphidae,Diptera,Syrphid,8,,,
gra141197,gra1,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,"Paragus naso (Stuckenberg, 1954)",Species,1,Syrphidae,Diptera,Syrphid,5,A. Ssymank,15-26*,
gra141197,gra1,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,"Syritta stigmatica (Loew, 1958)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra141197,gra1,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Crabronidae sp.2,morphospecies (family),1,Crabronidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
gra141197,gra1,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Pompilidae sp.30,morphospecies (family),1,Pompilidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
gra141197,gra1,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Tenthredinidae sp.5,morphospecies (family),1,Tenthredinidae,Hymenoptera,Symphyta,8,R. Peters,27,
gra141197,gra1,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Tiphiidae sp.6,morphospecies (family),1,Tiphiidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
gra141197,gra1,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Vespidae sp.1,morphospecies (family),1,Vespidae,Hymenoptera,non-bee Aculeata,2,R. Peters,27,
gra141197,gra1,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Lasioglossum sp.3,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra141197,gra1,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Syrphidae Helichrysum,observation,0,Syrphidae,Diptera,Syrphid,1,,,
gra141197,gra1,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,A. Claßen,14,
gra141197,gra1,grassland,Oldenlandia herbacea,Rubiaceae,herbaceous,Species,Scoliidae sp.1,morphospecies (family),1,Scoliidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
gra141197,gra1,grassland,Oldenlandia herbacea,Rubiaceae,herbaceous,Species,Lasioglossum sp.3,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,6,C. Eardley,1,
gra141197,gra1,grassland,Oldenlandia herbacea,Rubiaceae,herbaceous,Species,Hymenoptera Oldenlandia2,observation,0,,Hymenoptera,Apoidea:Bee,1,,,
gra141197,gra1,grassland,Oldenlandia herbacea,Rubiaceae,herbaceous,Species,"Eristalinus taeniops (Wiedemann, 1818)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra141197,gra1,grassland,Oldenlandia herbacea,Rubiaceae,herbaceous,Species,"Paragus naso (Stuckenberg, 1954)",Species,1,Syrphidae,Diptera,Syrphid,4,A. Ssymank,15-26*,
gra141197,gra1,grassland,Spermacoce princeae var. princeae,Rubiaceae,herbaceous,Species,Vespidae sp.26,morphospecies (family),1,Vespidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
gra141197,gra1,grassland,Triumfetta rhomboidea,Malvaceae,herbaceous,Species,Megachile Triumfetta,observation,0,Megachilidae,Hymenoptera,Apoidea:Bee,1,,,
gra141197,gra1,grassland,Triumfetta rhomboidea,Malvaceae,herbaceous,Species,Syrphidae Triumfetta,observation,0,Syrphidae,Diptera,Syrphid,1,,,
gra141197,gra1,grassland,Triumfetta rhomboidea,Malvaceae,herbaceous,Species,"Amegilla spilostoma (Cameron, 1905)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,10,
gra141197,gra1,grassland,Triumfetta rhomboidea,Malvaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,4,A. Claßen,14,
gra141218,gra1,grassland,Ageratum conyzoides,Asteraceae,herbaceous,Species,Lasioglossum sp.2l,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,2,C. Eardley/A. Claßen,1,
gra141218,gra1,grassland,Conyza subscaposa,Asteraceae,herbaceous,Species,Vespidae sp.22,morphospecies (family),1,Vespidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
gra141218,gra1,grassland,Conyza subscaposa,Asteraceae,herbaceous,Species,Hymenoptera Conyza,observation,0,,Hymenoptera,non-bee Aculeata,2,,,
gra141218,gra1,grassland,Cyperus brevifolius,Cyperaceae,herbaceous,Species,"Paragus naso (Stuckenberg, 1954)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra141218,gra1,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Syrphidae sp. 2,morphospecies (family),1,Syrphidae,Diptera,Syrphid,7,A. Claßen,,
gra141218,gra1,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Vespidae sp.16,morphospecies (family),1,Vespidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
gra141218,gra1,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra141218,gra1,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Lasioglossum sp.3,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,6,C. Eardley,1,
gra141218,gra1,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Lasioglossum sp.8,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra141218,gra1,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Hymenoptera Emilia1,observation,0,,Hymenoptera,non-bee Aculeata,1,,,
gra141218,gra1,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Syrphidae Emilia1,observation,0,Syrphidae,Diptera,Syrphid,1,,,
gra141218,gra1,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,"Eristalinus myiatropinus (Speiser, 1910)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra141218,gra1,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,"Paragus naso (Stuckenberg, 1954)",Species,1,Syrphidae,Diptera,Syrphid,3,A. Ssymank,15-26*,
gra141218,gra1,grassland,Fabaceae sp.3*,Fabaceae,herbaceous,morphospecies,Lasioglossum sp.3,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra141218,gra1,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Crabronidae sp.16,morphospecies (family),1,Crabronidae,Hymenoptera,non-bee Aculeata,3,R. Peters,27,
gra141218,gra1,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Crabronidae sp.2,morphospecies (family),1,Crabronidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
gra141218,gra1,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Syrphidae sp. 2,morphospecies (family),1,Syrphidae,Diptera,Syrphid,4,A. Claßen,,
gra141218,gra1,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Tenthredinidae sp.5,morphospecies (family),1,Tenthredinidae,Hymenoptera,Symphyta,4,R. Peters,27,
gra141218,gra1,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Lasioglossum sp.3,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra141218,gra1,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Sphecodes sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra141218,gra1,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,"Melanostoma bituberculatum (Loew, 1858)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra141218,gra1,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,"Paragus naso (Stuckenberg, 1954)",Species,1,Syrphidae,Diptera,Syrphid,3,A. Ssymank,15-26*,
gra141218,gra1,grassland,Helichrysum odoratissimum,Asteraceae,herbaceous,Species,Tenthredinidae sp.5,morphospecies (family),1,Tenthredinidae,Hymenoptera,Symphyta,1,R. Peters,27,
gra141218,gra1,grassland,Hypoxis angustifolia,Hypoxidaceae,herbaceous,Species,Lasioglossum sp.3,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra141218,gra1,grassland,Oldenlandia herbacea,Rubiaceae,herbaceous,Species,Crabronidae sp.1,morphospecies (family),1,Crabronidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
gra141218,gra1,grassland,Oldenlandia herbacea,Rubiaceae,herbaceous,Species,Crabronidae sp.16,morphospecies (family),1,Crabronidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
gra141218,gra1,grassland,Oldenlandia herbacea,Rubiaceae,herbaceous,Species,Lasioglossum sp.3,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,5,C. Eardley,1,
gra141218,gra1,grassland,Oldenlandia herbacea,Rubiaceae,herbaceous,Species,Nomia sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra141218,gra1,grassland,Oldenlandia herbacea,Rubiaceae,herbaceous,Species,Hymenoptera Emilia1,observation,0,,Hymenoptera,non-bee Aculeata,1,,,
gra141218,gra1,grassland,Oldenlandia herbacea,Rubiaceae,herbaceous,Species,Lasioglossum Oldenlandia,observation,0,Halictidae,Hymenoptera,Apoidea:Bee,1,,,
gra141218,gra1,grassland,Oldenlandia herbacea,Rubiaceae,herbaceous,Species,"Paragus cf. paulyi (Kassebeer, 2000)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra141218,gra1,grassland,Oldenlandia herbacea,Rubiaceae,herbaceous,Species,"Paragus naso (Stuckenberg, 1954)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra141218,gra1,grassland,Oldenlandia herbacea,Rubiaceae,herbaceous,Species,"Sphaerophoria rueppellii (Wiedemann, 1830)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra141218,gra1,grassland,Phyllanthus nummulariifolius,Euphorbiaceae,herbaceous,Species,Crabronidae sp.15,morphospecies (family),1,Crabronidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
gra141218,gra1,grassland,Phyllanthus nummulariifolius,Euphorbiaceae,herbaceous,Species,"Paragus naso (Stuckenberg, 1954)",Species,1,Syrphidae,Diptera,Syrphid,4,A. Ssymank,15-26*,
gra141218,gra1,grassland,Richardia scabra,Rubiaceae,herbaceous,Species,Sphecidae sp.13,morphospecies (family),1,Sphecidae,Hymenoptera,non-bee Aculeata,2,R. Peters,27,
gra141218,gra1,grassland,Richardia scabra,Rubiaceae,herbaceous,Species,Syrphidae sp. 2,morphospecies (family),1,Syrphidae,Diptera,Syrphid,4,A. Claßen,,
gra141218,gra1,grassland,Richardia scabra,Rubiaceae,herbaceous,Species,Lasioglossum sp.3,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,1,
gra141218,gra1,grassland,Richardia scabra,Rubiaceae,herbaceous,Species,Megachile sp.4,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra141218,gra1,grassland,Richardia scabra,Rubiaceae,herbaceous,Species,Syrphidae Richardia,observation,0,Syrphidae,Diptera,Syrphid,1,,,
gra141218,gra1,grassland,Richardia scabra,Rubiaceae,herbaceous,Species,Xylocopa Richardia,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
gra141218,gra1,grassland,Richardia scabra,Rubiaceae,herbaceous,Species,"Paragus naso (Stuckenberg, 1954)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra141218,gra1,grassland,Spermacoce princeae var. princeae,Rubiaceae,herbaceous,Species,Lasioglossum sp.3,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,1,
gra240556,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,6,C. Eardley,1,
gra240556,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Pandasyophthalmus  sp. 1,morphospecies (genus),1,Syrphidae,Diptera,Syrphid,3,A. Ssymank,15-26*,
gra240556,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Hymenoptera Emilia,observation,0,,Hymenoptera,non-bee Aculeata,1,,,
gra240556,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Andrena notophila Viereck ,Species,1,Andrenidae,Hymenoptera,Apoidea:Bee,4,C. Eardley,13,
gra240556,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,2,A. Claßen,14,
gra240556,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,"Braunsapis cf. facialis (Gerstaecker, 1857)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,M. Gikungu,4,
gra240556,gra2,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Hymenoptera Helichrysum1,observation,0,,Hymenoptera,non-bee Aculeata,2,,,
gra240556,gra2,grassland,Justicia flava,Acanthaceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra240556,gra2,grassland,Justicia flava,Acanthaceae,herbaceous,Species,Ceratina Justicia,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
gra240556,gra2,grassland,Justicia flava,Acanthaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,36,A. Claßen,14,
gra240556,gra2,grassland,Justicia flava,Acanthaceae,herbaceous,Species,"Xylocopa caffra (Linnaeus, 1767)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,9,
gra240556,gra2,grassland,Oldenlandia herbacea,Rubiaceae,herbaceous,Species,Hymenoptera Oldenlandia3,observation,0,,Hymenoptera,Apoidea:Bee,1,,,
gra240556,gra2,grassland,Richardia scabra,Rubiaceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra240585,gra2,grassland,Ageratum conyzoides,Asteraceae,herbaceous,Species,Vespidae sp.16,morphospecies (family),1,Vespidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
gra240585,gra2,grassland,Ageratum conyzoides,Asteraceae,herbaceous,Species,Syrphidae Agerathum,observation,0,Syrphidae,Diptera,Syrphid,1,,,
gra240585,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Ceratina sp.1,morphospecies (genus),1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra240585,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,9,C. Eardley,1,
gra240585,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Pseudapis sp. 3,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra240585,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,"Paragus cf. paulyi (Kassebeer, 2000)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra240585,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,"Simoides crassipes (Fabricius, 1805)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra240585,gra2,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Crabronidae sp.1,morphospecies (family),1,Crabronidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
gra240585,gra2,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Crabronidae sp.15,morphospecies (family),1,Crabronidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
