network number,site ID,habitat type,plant,family (plant),growth form,taxonomic resolution plant,pollinator,taxonomic resolution (pollinator),"individuals caught (1=yes, 0=no)",family (pollinator),order (pollinator),group (pollinator) ,interaction strength,Identifier,Literature used,Comment
mais140730,mais1,maize field,Euphorbia heterophylla,Euphorbiaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,2,A. Claßen,14,
mais140730,mais1,maize field,Euphorbia heterophylla,Euphorbiaceae,herbaceous,Species,"Paragus borbonicus (Macquart, 1842)",Species,1,Syrphidae,Diptera,Syrphid,2,A. Ssymank,15-26*,
mais140730,mais1,maize field,Helianthus annuus,Asteraceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,12,A. Claßen,14,
mais140730,mais1,maize field,Helianthus annuus,Asteraceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,4,A. Claßen,14,
mais140730,mais1,maize field,Hyptis suaveolens,Lamiaceae,herbaceous,Species,"Megachile frontalis (Fabricius, 1804)",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,"6,7,8",
mais140730,mais1,maize field,Hyptis suaveolens,Lamiaceae,herbaceous,Species,"Megachile rufipennis (Fabricius, 1793)",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,"6,7,8",
mais140730,mais1,maize field,Hyptis suaveolens,Lamiaceae,herbaceous,Species,"Tetraloniella cf. vansoni (Cockerell, 1935)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,M. Gikungu,3,
mais140730,mais1,maize field,Leucas martinicensis,Lamiaceae,herbaceous,Species,Coelioxys sp.1,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
mais140730,mais1,maize field,Leucas martinicensis,Lamiaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,A. Claßen,14,
mais140730,mais1,maize field,Leucas martinicensis,Lamiaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,A. Claßen,14,
mais140730,mais1,maize field,Richardia scabra,Rubiaceae,herbaceous,Species,Vespidae sp.11,morphospecies (family),1,Vespidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
mais140730,mais1,maize field,Richardia scabra,Rubiaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,3,A. Claßen,14,
mais140730,mais1,maize field,Richardia scabra,Rubiaceae,herbaceous,Species,"Thyreus delumbatus (Vachal, 1903)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,11,
mais140730,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,Syrphidae Tridax1,observation,0,Syrphidae,Diptera,Syrphid,1,,,
mais140730,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,Syrphidae Tridax2,observation,0,Syrphidae,Diptera,Syrphid,1,,,
mais140730,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,13,A. Claßen,14,
mais140730,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,"Macrogalea candida (Smith, 1879)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,4,
mais140730,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,"Megachile frontalis (Fabricius, 1804)",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,"6,7,8",
mais140834,mais1,maize field,Cucumis dipsaceus,Cucurbitaceae,herbaceous,Species,"Ceratina moerenhouti (Vachal, 1903)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,5,
mais140834,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
mais140834,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,Othinosmia sp.1,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,1,
mais140834,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,Pseudapis sp. 1 ,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
mais140834,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,Pseudapis sp. 2,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,1,
mais140834,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,2,A. Claßen,14,
mais140834,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,"Ceratina nasalis (Friese, 1905)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,5,
mais140834,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,"Paragus cf. paulyi (Kassebeer, 2000)",Species,1,Syrphidae,Diptera,Syrphid,2,A. Ssymank,15-26*,
mais140834,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,"Paragus longiventris (Loew, 1858)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
mais140834,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,"Syritta flaviventris (Macquart, 1842)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
mais140834,mais1,maize field,Gutenbergia cordifolia,Asteraceae,herbaceous,Species,Scoliidae sp.1,morphospecies (family),1,Scoliidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
mais140834,mais1,maize field,Hyptis suaveolens,Lamiaceae,herbaceous,Species,Lasioglossum sp.1a,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley/A. Claßen,1,
mais140834,mais1,maize field,Hyptis suaveolens,Lamiaceae,herbaceous,Species,Anthophora Hyptis1,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
mais140834,mais1,maize field,Hyptis suaveolens,Lamiaceae,herbaceous,Species,Anthophora Hyptis2,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
mais140834,mais1,maize field,Hyptis suaveolens,Lamiaceae,herbaceous,Species,Megachile Hyptis,observation,0,Megachilidae,Hymenoptera,Apoidea:Bee,1,,,
mais140834,mais1,maize field,Hyptis suaveolens,Lamiaceae,herbaceous,Species,"Amegilla langi (Cockerell, 1935)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,10,
mais140834,mais1,maize field,Hyptis suaveolens,Lamiaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,5,A. Claßen,14,
mais140834,mais1,maize field,Hyptis suaveolens,Lamiaceae,herbaceous,Species,"Ceratina moerenhouti (Vachal, 1903)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,5,
mais140834,mais1,maize field,Hyptis suaveolens,Lamiaceae,herbaceous,Species,"Xylocopa scioensis (Gribodo, 1884)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,9,
mais140834,mais1,maize field,Richardia scabra,Rubiaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,2,A. Claßen,14,
mais140834,mais1,maize field,Trichodesma zeylanicum,Boraginaceae,herbaceous,Species,Xylocopa Trichodesma,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
mais140834,mais1,maize field,Trichodesma zeylanicum,Boraginaceae,herbaceous,Species,"Amegilla langi (Cockerell, 1935)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,3,C. Eardley,10,
mais140834,mais1,maize field,Trichodesma zeylanicum,Boraginaceae,herbaceous,Species,"Megachile frontalis (Fabricius, 1804)",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,"6,7,8",
mais140834,mais1,maize field,Trichodesma zeylanicum,Boraginaceae,herbaceous,Species,"Xylocopa flavicollis (De Geer, 1778)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,9,
mais140834,mais1,maize field,Trichodesma zeylanicum,Boraginaceae,herbaceous,Species,"Xylocopa scioensis (Gribodo, 1884)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,9,
mais140834,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
mais140834,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,Halictus sp.5,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
mais140834,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,Hymenoptera Tridax2,observation,0,,Hymenoptera,non-bee Aculeata,1,,,
mais140834,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,Megachile Tridax,observation,0,Megachilidae,Hymenoptera,Apoidea:Bee,1,,,
mais140834,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,Xylocopa Tridax,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
mais140834,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,75,A. Claßen,14,
mais140834,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,"Ceratina moerenhouti (Vachal, 1903)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,5,
mais140834,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,"Megachile bucephala (Fabricius, 1793)",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,"6,7,8",
mais140834,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,"Xylocopa scioensis (Gribodo, 1884)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,9,
mais140889,mais1,maize field,Achyranthes aspera,Amaranthaceae,herbaceous,Species,Vespidae sp.2,morphospecies (family),1,Vespidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
mais140889,mais1,maize field,Commelina benghalensis,Commelinaceae,herbaceous,Species,Halictus sp.5,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
mais140889,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
mais140889,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,Othinosmia sp.1,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
mais140889,mais1,maize field,Euphorbia heterophylla,Euphorbiaceae,herbaceous,Species,Vespidae sp.4,morphospecies (family),1,Vespidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
mais140889,mais1,maize field,Euphorbia heterophylla,Euphorbiaceae,herbaceous,Species,Hymenoptera Euphorbia,observation,0,,Hymenoptera,non-bee Aculeata,1,,,
mais140889,mais1,maize field,Euphorbia heterophylla,Euphorbiaceae,herbaceous,Species,Hymenoptera Euphorbia1,observation,0,,Hymenoptera,non-bee Aculeata,1,,,
mais140889,mais1,maize field,Euphorbia heterophylla,Euphorbiaceae,herbaceous,Species,Hymenoptera Euphorbia2,observation,0,,Hymenoptera,non-bee Aculeata,1,,,
mais140889,mais1,maize field,Fabaceae sp.1*,Fabaceae,herbaceous,morphospecies,Nomia sp.4,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
mais140889,mais1,maize field,Fabaceae sp.1*,Fabaceae,herbaceous,morphospecies,"Ceratina nasalis (Friese, 1905)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,9,C. Eardley,5,
mais140889,mais1,maize field,Leucas glabrata,Lamiaceae,herbaceous,Species,Allodape sp. 1,morphospecies (genus),1,Apidae,Hymenoptera,Apoidea:Bee,1,A. Claßen,1,
mais140889,mais1,maize field,Monechma debile,Acanthaceae,herbaceous,Species,"Amegilla langi (Cockerell, 1935)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,10,
mais140889,mais1,maize field,Monechma debile,Acanthaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,4,A. Claßen,14,
mais140889,mais1,maize field,Richardia scabra,Rubiaceae,herbaceous,Species,"Amegilla langi (Cockerell, 1935)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,10,
mais140889,mais1,maize field,Richardia scabra,Rubiaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,A. Claßen,14,
mais140889,mais1,maize field,Trichodesma zeylanicum,Boraginaceae,herbaceous,Species,Amegilla sp.1,morphospecies (genus),1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
mais140889,mais1,maize field,Trichodesma zeylanicum,Boraginaceae,herbaceous,Species,Amegilla Trichodesma,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
mais140889,mais1,maize field,Trichodesma zeylanicum,Boraginaceae,herbaceous,Species,"Amegilla langi (Cockerell, 1935)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,6,C. Eardley,10,
mais140889,mais1,maize field,Trichodesma zeylanicum,Boraginaceae,herbaceous,Species,"Ceratina nasalis (Friese, 1905)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,7,C. Eardley,5,
mais140889,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,3,C. Eardley,1,
mais140889,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,Halictus sp.5,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,6,C. Eardley,1,
mais140889,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,Othinosmia sp.1,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
mais140889,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,Amegilla Tridax,observation,0,Apidae,Hymenoptera,Apoidea:Bee,2,,,
mais140889,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,177,A. Claßen,14,
mais140889,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,"Ceratina nasalis (Friese, 1905)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,5,
mais140889,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,"Eristalinus (Lathyrophthalmus) tabanoides (Jeannicke, 1867)",Species,1,Syrphidae,Diptera,Syrphid,2,A. Ssymank,15-26*,
mais140889,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,"Megachile frontalis (Fabricius, 1804)",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,"6,7,8",
mais141075,mais1,maize field,Bidens pilosa,Asteraceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,15,A. Claßen,14,
mais141075,mais1,maize field,Cleome sp.1*,Cleomaceae,herbaceous,morphospecies,"Megachile cf. demeter (Cockerell, 1937)",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,"6,7,8",
mais141075,mais1,maize field,Cleome sp.1*,Cleomaceae,herbaceous,morphospecies,"Pseudoanthidium truncatum (Smith, 1854) ",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,,
mais141075,mais1,maize field,Commelina benghalensis,Commelinaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,2,A. Claßen,14,
mais141075,mais1,maize field,Emilia coccinea,Asteraceae,herbaceous,Species,Lasioglossum sp.18,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,1,
mais141075,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,Lasioglossum sp.18,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,3,C. Eardley,1,
mais141075,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,Othinosmia sp.3,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
mais141075,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,Lasioglossum Emilia,observation,0,Halictidae,Hymenoptera,Apoidea:Bee,3,,,
mais141075,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,Lasioglossum Emilia1,observation,0,Halictidae,Hymenoptera,Apoidea:Bee,2,,,
mais141075,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,4,A. Claßen,14,
mais141075,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,"Ceratina moerenhouti (Vachal, 1903)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,5,
mais141075,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,"Phytomia bulligera (Austen, 1909)",Species,1,Syrphidae,Diptera,Syrphid,76,A. Ssymank,15-26*,
mais141075,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,"Thyreus delumbatus (Vachal, 1903)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,11,
mais141075,mais1,maize field,Euphorbia heterophylla,Euphorbiaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,14,A. Claßen,14,
mais141075,mais1,maize field,Euphorbia heterophylla,Euphorbiaceae,herbaceous,Species,"Phytomia bulligera (Austen, 1909)",Species,1,Syrphidae,Diptera,Syrphid,5,A. Ssymank,15-26*,
mais141075,mais1,maize field,Euphorbia heterophylla,Euphorbiaceae,herbaceous,Species,"Phytomia incisa (Wiedemann, 1830)",Species,1,Syrphidae,Diptera,Syrphid,2,A. Ssymank,15-26*,
mais141075,mais1,maize field,Fabaceae sp.2*,Fabaceae,herbaceous,morphospecies,"Ceratina nasalis (Friese, 1905)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,4,C. Eardley,5,
mais141075,mais1,maize field,Gutenbergia cordifolia,Asteraceae,herbaceous,Species,"Phytomia incisa (Wiedemann, 1830)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
mais141075,mais1,maize field,Gutenbergia cordifolia,Asteraceae,herbaceous,Species,"Tetraloniella junodi (Friese, 1909)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,3,
mais141075,mais1,maize field,Helianthus annuus,Asteraceae,herbaceous,Species,Hymenoptera Helianthus,observation,0,,Hymenoptera,Apoidea:Bee,1,,,
mais141075,mais1,maize field,Helianthus annuus,Asteraceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,81,A. Claßen,14,
mais141075,mais1,maize field,Hyptis suaveolens,Lamiaceae,herbaceous,Species,"Megachile venusta (Smith, 1853)",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,"6,7,8",
mais141075,mais1,maize field,Leucas martinicensis,Lamiaceae,herbaceous,Species,Amegilla Leucas,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
mais141075,mais1,maize field,Ocimum americanum,Lamiaceae,herbaceous,Species,Lipotriches sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
mais141075,mais1,maize field,Ocimum americanum,Lamiaceae,herbaceous,Species,Lipotriches sp.10,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
mais141075,mais1,maize field,Ocimum americanum,Lamiaceae,herbaceous,Species,"Ceratina nasalis (Friese, 1905)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,5,
mais141075,mais1,maize field,Ocimum americanum,Lamiaceae,herbaceous,Species,"Megachile venusta (Smith, 1853)",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,"6,7,8",
mais141075,mais1,maize field,Ocimum americanum,Lamiaceae,herbaceous,Species,"Megachile wahlbergi (Friese, 1901)",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,"6,7,8",
mais141075,mais1,maize field,Ocimum americanum,Lamiaceae,herbaceous,Species,"Tetraloniella inermis (Friese, 1911)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,3,
mais141075,mais1,maize field,Richardia scabra,Rubiaceae,herbaceous,Species,Hymenoptera Richardia,observation,0,,Hymenoptera,non-bee Aculeata,2,,,
mais141075,mais1,maize field,Richardia scabra,Rubiaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,125,A. Claßen,14,
mais141075,mais1,maize field,Richardia scabra,Rubiaceae,herbaceous,Species,"Phytomia bulligera (Austen, 1909)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
mais141075,mais1,maize field,Richardia scabra,Rubiaceae,herbaceous,Species,"Phytomia incisa (Wiedemann, 1830)",Species,1,Syrphidae,Diptera,Syrphid,3,A. Ssymank,15-26*,
mais141075,mais1,maize field,Richardia scabra,Rubiaceae,herbaceous,Species,"Thyreus delumbatus (Vachal, 1903)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,11,
mais141075,mais1,maize field,Waltheria indica,Malvaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,2,A. Claßen,14,
mais141075,mais1,maize field,Waltheria indica,Malvaceae,herbaceous,Species,Megachile malamgemsis (Friese),Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,"6,7,8",
mais141204,mais1,maize field,Argemone mexicana,Papaveraceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,A. Claßen,14,
mais141204,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,"Paragus cf. paulyi (Kassebeer, 2000)",Species,1,Syrphidae,Diptera,Syrphid,2,A. Ssymank,15-26*,
mais141204,mais1,maize field,Gutenbergia cordifolia,Asteraceae,herbaceous,Species,Lithurgus sp.1,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,3,C. Eardley,1,
mais141204,mais1,maize field,Gutenbergia cordifolia,Asteraceae,herbaceous,Species,Wainia sp.1,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
mais141204,mais1,maize field,Gutenbergia cordifolia,Asteraceae,herbaceous,Species,Amegilla Gutenbergia,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
mais141204,mais1,maize field,Gutenbergia cordifolia,Asteraceae,herbaceous,Species,Megachile Gutenbergia,observation,0,Megachilidae,Hymenoptera,Apoidea:Bee,1,,,
mais141204,mais1,maize field,Gutenbergia cordifolia,Asteraceae,herbaceous,Species,"Macrogalea candida (Smith, 1879)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,4,
mais141204,mais1,maize field,Gutenbergia cordifolia,Asteraceae,herbaceous,Species,"Megachile frontalis (Fabricius, 1804)",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,"6,7,8",
mais141204,mais1,maize field,Gutenbergia cordifolia,Asteraceae,herbaceous,Species,"Megachile venusta (Smith, 1853)",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,"6,7,8",
mais141204,mais1,maize field,Gutenbergia cordifolia,Asteraceae,herbaceous,Species,"Xylocopa caffra (Linnaeus, 1767)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,9,
mais141204,mais1,maize field,Hyptis suaveolens,Lamiaceae,herbaceous,Species,"Xylocopa caffra (Linnaeus, 1767)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,9,
mais141204,mais1,maize field,Richardia scabra,Rubiaceae,herbaceous,Species,Amegilla Richardia,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
mais141204,mais1,maize field,Richardia scabra,Rubiaceae,herbaceous,Species,Amegilla Richardia2,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
mais141204,mais1,maize field,Richardia scabra,Rubiaceae,herbaceous,Species,"Amegilla calens  (Lepeletier, 1841)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,3,C. Eardley,10,
mais141204,mais1,maize field,Richardia scabra,Rubiaceae,herbaceous,Species,"Ischiodon aegyptius (Wiedemann, 1830)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
mais141204,mais1,maize field,Richardia scabra,Rubiaceae,herbaceous,Species,Paragus tibialis agg. [Kili],Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
mais141204,mais1,maize field,Trichodesma zeylanicum,Boraginaceae,herbaceous,Species,Amegilla sp.2,morphospecies (genus),1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
mais141204,mais1,maize field,Trichodesma zeylanicum,Boraginaceae,herbaceous,Species,Amegilla Trichodesma,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
mais141204,mais1,maize field,Trichodesma zeylanicum,Boraginaceae,herbaceous,Species,"Amegilla calens  (Lepeletier, 1841)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,3,C. Eardley,10,
mais141204,mais1,maize field,Trichodesma zeylanicum,Boraginaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,A. Claßen,14,
mais141204,mais1,maize field,Trichodesma zeylanicum,Boraginaceae,herbaceous,Species,"Megachile frontalis (Fabricius, 1804)",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,"6,7,8",
mais141204,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,Lithurgus sp.1,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,1,
mais141204,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,Othinosmia sp.1,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
mais141204,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,Megachile Tridax,observation,0,Megachilidae,Hymenoptera,Apoidea:Bee,4,,,
mais141204,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,Thyreus Tridax,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
mais141204,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,3,A. Claßen,14,
